Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Choi, JW; Huhtala, K",,,IEEE,"Choi, Ji-Wung; Huhtala, Kalevi",,,Constrained Path Optimization with Bezier Curve Primitives,2014 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS 2014),IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"SEP 14-18, 2014","Chicago, IL","IEEE,Robot Soc Japan,RA,SICE,IES,New Technol Fdn",,,,,,,,,,"Huhtala, Kalevi/0000-0003-4055-0392",,,,,,,,,,,,,2153-0858,,978-1-4799-6934-0,,,,2014,,,,,,,246,251,,,,,,,,,,,,,,,,WOS:000349834600037,View Full Record in Web of Science
J,"Martin, P; Egerstedt, MB",,,,"Martin, Patrick; Egerstedt, Magnus B.",,,Timing Control of Switched Systems with Applications to Robotic Marionettes,DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0924-6703,1573-7594,,,,MAY,2010,20,2,,,SI,,233,248,,10.1007/s10626-009-0059-6,http://dx.doi.org/10.1007/s10626-009-0059-6,,,,,,,,,,,,,WOS:000276506400003,View Full Record in Web of Science
C,"Jain, V; Kolbe, U; Breuel, G; Stiller, C",,,,"Jain, Vasundhara; Kolbe, Uli; Breuel, Gabi; Stiller, Christoph",,,Collision Avoidance for Multiple Static Obstacles using Path-Velocity Decomposition,IFAC PAPERSONLINE,,,,,10th IFAC Symposium on Intelligent Autonomous Vehicles IAV,"JUL 03-05, 2017","Gdansk, POLAND","Int Federat Automat Control,Int Federat Automat Control Tech Comm 7 5 Intelligent Autonomous Vehicles,Int Federat Automat Control Tech Comm 2 1 Control Design,Int Federat Automat Control Tech Comm 4 3 Robot,Int Federat Automat Control Tech Comm 7 1 Automot Contro",,,,,,,,,"Stiller, Christoph/C-8850-2009","Stiller, Christoph/0000-0003-4165-2075",,,,,,,,,,,,,2405-8963,,,,,,2019,52,8,,,,,265,270,,10.1016/j.ifacol.2019.08.081,http://dx.doi.org/10.1016/j.ifacol.2019.08.081,,,,,,,,,,,,,WOS:000485152200044,View Full Record in Web of Science
C,"Reich, S; Aein, MJ; Wörgötter, F",,"Imai, F; Tremeau, A; Braz, J",,"Reich, Simon; Aein, Mohamad Javad; Woergoetter, Florentin",,,Context Dependent Action Affordances and their Execution using an Ontology of Actions and 3D Geometric Reasoning,"PROCEEDINGS OF THE 13TH INTERNATIONAL JOINT CONFERENCE ON COMPUTER VISION, IMAGING AND COMPUTER GRAPHICS THEORY AND APPLICATIONS (VISIGRAPP 2018), VOL 5: VISAPP",,,,,"13th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (VISIGRAPP) / International Conference on Computer Vision Theory and Applications (VISAPP)","JAN 27-29, 2018","Funchal, PORTUGAL",,,,,,,,,,,,,,,,,,,,,,,,,,978-989-758-306-3,,,,2018,,,,,,,218,229,,10.5220/0006562502180229,http://dx.doi.org/10.5220/0006562502180229,,,,,,,,,,,,,WOS:000576679800023,View Full Record in Web of Science
C,"Goller, T; Brohm, D; Völz, A; Graichen, K",,,IEEE,"Goller, Tim; Brohm, Daniel; Voelz, Andreas; Graichen, Knut",,,DMP-based Path Planning for Model Predictive Interaction Control,"2024 EUROPEAN CONTROL CONFERENCE, ECC 2024",,,,,European Control Conference (ECC),"JUN 25-28, 2024","Stockholm, SWEDEN",.,,,,,,,,,,,,,,,,,,,,,,,,,979-8-3315-4092-0; 978-3-9071-4410-7,,,,2024,,,,,,,128,133,,,,,,,,,,,,,,,,WOS:001290216500018,View Full Record in Web of Science
J,"Kulic, D; Takano, W; Nakamura, Y",,,,"Kulic, Dana; Takano, Wataru; Nakamura, Yoshihiko",,,Online Segmentation and Clustering From Continuous Observation of Whole Body Motions,IEEE TRANSACTIONS ON ROBOTICS,,,,,,,,,,,,,,,,,"Nakamura, Yoshihiko/M-1019-2014","Nakamura, Yoshihiko/0000-0001-7162-5102; Kulic, Dana/0000-0002-4169-2141",,,,,,,,,,,,,1552-3098,1941-0468,,,,OCT,2009,25,5,,,,,1158,1166,,10.1109/TRO.2009.2026508,http://dx.doi.org/10.1109/TRO.2009.2026508,,,,,,,,,,,,,WOS:000270549300015,View Full Record in Web of Science
J,"Kandhari, A; Wang, YF; Chiel, HJ; Quinn, RD; Daltorio, KA",,,,"Kandhari, Akhil; Wang, Yifan; Chiel, Hillel J.; Quinn, Roger D.; Daltorio, Kathryn A.",,,An Analysis of Peristaltic Locomotion for Maximizing Velocity or Minimizing Cost of Transport of Earthworm-Like Robots,SOFT ROBOTICS,,,,,,,,,,,,,,,,,"Wang, Yifan/HNB-9938-2023","Wang, Yifan/0000-0002-6914-7380; Quinn, Roger/0000-0002-8504-7160; Kandhari, Akhil/0000-0001-6418-1777",,,,,,,,,,,,,2169-5172,2169-5180,,,,AUG 1,2021,8,4,,,,,485,505,,10.1089/soro.2020.0021,http://dx.doi.org/10.1089/soro.2020.0021,,AUG 2020,,,,,,32846113,,,,,WOS:000565917900001,View Full Record in Web of Science
J,"Frazzoli, E; Dahleh, MA; Feron, E",,,,"Frazzoli, E; Dahleh, MA; Feron, E",,,Maneuver-based motion planning for nonlinear systems with symmetries,IEEE TRANSACTIONS ON ROBOTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552-3098,1941-0468,,,,DEC,2005,21,6,,,,,1077,1091,,10.1109/TRO.2005.852260,http://dx.doi.org/10.1109/TRO.2005.852260,,,,,,,,,,,,,WOS:000234154100005,View Full Record in Web of Science
C,"Bussy, A; Kheddar, A; Crosnier, A; Keith, F",,,IEEE; Robotics Society of Japan,"Bussy, Antoine; Kheddar, Abderrahmane; Crosnier, Andre; Keith, Francois",,,Human-Humanoid Haptic Joint Object Transportation Case Study,2012 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),IEEE International Conference on Intelligent Robots and Systems,,,,25th IEEE\RSJ International Conference on Intelligent Robots and Systems (IROS),"OCT 07-12, 2012","Algarve, PORTUGAL","IEEE Robot & Automat Soc (RAS),IEEE Ind Elect Soc (IES),Robot Soc Japan (RSJ),Soc Instrument & Control Engineers (SICE),New technol Fdn (NTF),Inst Control, Robot & Syst,IEEE,Adept MobileRobots,Willow Garage,Aldebaran Robot,Natl Instruments,Reflexxes GmbH,Schunk Intec S L U",,,,,,,,,"Kheddar, Abderrahmane/N-5550-2015","Kheddar, Abderrahmane/0000-0001-9033-9742",,,,,,,,,,,,,2153-0858,,978-1-4673-1736-8,,,,2012,,,,,,,3633,3638,,,,,,,,,,,,,,,,WOS:000317042704030,View Full Record in Web of Science
J,"Teeple, CB; Aktas, B; Yuen, MC; Kim, GR; Howe, RD; Wood, RJ",,,,"Teeple, Clark B.; Aktas, Buse; Yuen, Michelle C.; Kim, Grace R.; Howe, Robert D.; Wood, Robert J.",,,Controlling Palm-Object Interactions Via Friction for Enhanced In-Hand Manipulation,IEEE ROBOTICS AND AUTOMATION LETTERS,,,,,,,,,,,,,,,,,,"Teeple, Clark/0000-0003-3789-4944; Kim, Grace/0009-0004-0421-7407; Yuen, Michelle/0000-0002-5047-9633; Aktas, Buse/0000-0002-3843-9129; Howe, Robert/0000-0002-1392-227X",,,,,,,,,,,,,2377-3766,,,,,APR,2022,7,2,,,,,2258,2265,,10.1109/LRA.2022.3143578,http://dx.doi.org/10.1109/LRA.2022.3143578,,,,,,,,,,,,,WOS:000748560800043,View Full Record in Web of Science
J,"Liu, SK; Mohta, K; Atanasov, N; Kumar, V",,,,"Liu, Sikang; Mohta, Kartik; Atanasov, Nikolay; Kumar, Vijay",,,Search-Based Motion Planning for Aggressive Flight in SE(3),IEEE ROBOTICS AND AUTOMATION LETTERS,,,,,,,,,,,,,,,,,"Kumar, Vijay/AAM-8545-2020","Kumar, Vijay/0000-0002-3902-9391; Atanasov, Nikolay/0000-0003-0272-7580; Mohta, Kartik/0000-0002-0932-6475",,,,,,,,,,,,,2377-3766,,,,,JUL,2018,3,3,,,,,2439,2446,,10.1109/LRA.2018.2795654,http://dx.doi.org/10.1109/LRA.2018.2795654,,,,,,,,,,,,,WOS:000470244900003,View Full Record in Web of Science
J,"Carabin, G; Vidoni, R",,,,"Carabin, Giovanni; Vidoni, Renato",,,Energy-saving optimization method for point-to-point trajectories planned via standard primitives in 1-DoF mechatronic systems,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,,,,,,,,,,,,,,,,,,"VIDONI, Renato/0000-0002-7429-0974",,,,,,,,,,,,,0268-3768,1433-3015,,,,SEP,2021,116,1-2,,,,,331,344,,10.1007/s00170-021-07277-y,http://dx.doi.org/10.1007/s00170-021-07277-y,,JUN 2021,,,,,,,,,,,WOS:000662860100003,View Full Record in Web of Science
C,"Sloth, C; Pederson, R",,,,"Sloth, Christoffer; Pederson, Rasmus",,,Control of Wall Mounting Robot,IFAC PAPERSONLINE,,,,,20th World Congress of the International-Federation-of-Automatic-Control (IFAC),"JUL 09-14, 2017","Toulouse, FRANCE","Int Federat Automat Control,Continental Automot,Occitanie Reg,Toulouse Metropole,CNES,Univ Toulouse III,Paul Sabatier,Inria,CNRS,OPTITRACK,MDPI,ISAE Supaero,iCODE,EECI,Int Journal Automat & Comp,IEEE CAA Journal Automatica Sinica,Moveo",,,,,,,,,"Pedersen, Rasmus/AAN-5795-2020; Sloth, Christoffer Eg/F-5844-2011","Pedersen, Rasmus/0000-0001-6515-5845; Sloth, Christoffer Eg/0000-0002-3309-6278",,,,,,,,,,,,,2405-8963,,,,,,2017,50,1,,,,,5648,5653,,10.1016/j.ifacol.2017.08.1113,http://dx.doi.org/10.1016/j.ifacol.2017.08.1113,,,,,,,,,,,,,WOS:000423964800428,View Full Record in Web of Science
S,"Chella, A; Dindo, H; Infantino, I",,"Bandini, S; Manzoni, S",,"Chella, A; Dindo, H; Infantino, I",,,Anchoring by imitation learning in conceptual spaces,"AI*IA2005: ADVANCES IN ARTIFICIAL INTELLIGENCE, PROCEEDINGS",Lecture Notes in Artificial Intelligence,,,,9th Congress of the Italian-Association-for-Artificial-Intelligence,"SEP 21-23, 2005","Milan, ITALY","Univ Milano-Bicocca, Dept Comp Sci, Syst & Commun Artificial Intelligence Lab,Italian Assoc Artificial Intelligence,AISoftware S p A,Akhela s r l,Aletheia,Gruppo Fabbro S p A,Illycaffe",,,,,,,,,"Infantino, Ignazio/LQL-2382-2024; Chella, Antonio/F-5320-2015","INFANTINO, IGNAZIO/0000-0002-0980-7391; Chella, Antonio/0000-0002-8625-708X",,,,,,,,,,,,,0302-9743,1611-3349,3-540-29041-9,,,,2005,3673,,,,,,495,506,,,,,,,,,,,,,,,,WOS:000233291300050,View Full Record in Web of Science
C,"Singh, AK; Krishna, KM",,"Amato, N",,"Singh, Arun Kumar; Krishna, K. Madhava",,,Coordinating Mobile Manipulator's Motion to produce Stable Trajectories on Uneven Terrain based on Feasible Acceleration Count,2013 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"NOV 03-08, 2013","Tokyo, JAPAN","IEEE,IEEE Robot & Automat Soc,IEEE Ind Elect Soc,Robot Soc Japan,New Technol Fdn,Soc Instrument & Control Engineers,Kawada Robot,Reflexxes GmbH,Telecommunicat Advancement Fdn,Tateisi Sci & Technol Fdn",,,,,,,,,"Singh, Arun/N-6050-2019; Krishna, Madhava/JYO-4800-2024","Singh, Arun/0000-0003-1704-7932",,,,,,,,,,,,,2153-0858,,978-1-4673-6358-7,,,,2013,,,,,,,5009,5014,,,,,,,,,,,,,,,,WOS:000331367405012,View Full Record in Web of Science
J,"Na, QQ; Zhou, H; Yuan, HL; Gui, MF; Teng, HJ",,,,"Na, Qingquan; Zhou, Hui; Yuan, Hailei; Gui, Mengfan; Teng, Hongjing",,,Improving Walking Path Generation Through Biped Constraint in Indoor Navigation System for Visually Impaired Individuals,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534-4320,1558-0210,,,,,2024,32,,,,,,1221,1232,,10.1109/TNSRE.2024.3375944,http://dx.doi.org/10.1109/TNSRE.2024.3375944,,,,,,,,38466607,,,,,WOS:001188282800001,View Full Record in Web of Science
J,"Manschitz, S; Gienger, M; Kober, J; Peters, J",,,,"Manschitz, Simon; Gienger, Michael; Kober, Jens; Peters, Jan",,,Learning Sequential Force Interaction Skills,ROBOTICS,,,,,,,,,,,,,,,,,"Kober, Jens/I-9119-2017; Peters, Jan/D-5068-2009","Kober, Jens/0000-0001-7257-5434; Gienger, Michael/0000-0001-8036-2519; Peters, Jan/0000-0002-5266-8091",,,,,,,,,,,,,,2218-6581,,,,JUN,2020,9,2,,,,,,,45,10.3390/robotics9020045,http://dx.doi.org/10.3390/robotics9020045,,,,,,,,,,,,,WOS:000551231100015,View Full Record in Web of Science
J,"Hu, YB; Abu-Dakka, FJ; Chen, F; Luo, X; Li, Z; Knoll, A; Ding, WP",,,,"Hu, Yingbai; Abu-Dakka, Fares J.; Chen, Fei; Luo, Xiao; Li, Zheng; Knoll, Alois; Ding, Weiping",,,Fusion dynamical systems with machine learning in imitation learning: A comprehensive overview,INFORMATION FUSION,,,,,,,,,,,,,,,,,"Knoll, Alois/AAN-8417-2021; Ding, Weiping/K-5292-2012; Chen, Fei/JZC-6314-2024; AbuDakka, Fares/M-2085-2019; Abu-Dakka, Fares J./M-4099-2014","Hu, Yingbai/0000-0003-2452-3570; Abu-Dakka, Fares J./0000-0001-9062-9416",,,,,,,,,,,,,1566-2535,1872-6305,,,,AUG,2024,108,,,,,,,,102379,10.1016/j.inffus.2024.102379,http://dx.doi.org/10.1016/j.inffus.2024.102379,,APR 2024,,,,,,,,,,,WOS:001221821600001,View Full Record in Web of Science
J,"Seleem, IA; El-Hussieny, H; Ishii, H",,,,"Seleem, Ibrahim A. A.; El-Hussieny, Haitham; Ishii, Hiroyuki",,,Imitation-Based Motion Planning and Control of a Multi-Section Continuum Robot Interacting With the Environment,IEEE ROBOTICS AND AUTOMATION LETTERS,,,,,,,,,,,,,,,,,"Seleem, Ibrahim/AAY-4848-2020; El-Hussieny, Haitham/HPB-7162-2023","El-Hussieny, Haitham/0000-0002-2296-616X; Seleem, Ibrahim/0000-0002-3733-4982",,,,,,,,,,,,,2377-3766,,,,,MAR,2023,8,3,,,,,1351,1358,,10.1109/LRA.2023.3239306,http://dx.doi.org/10.1109/LRA.2023.3239306,,,,,,,,,,,,,WOS:000932769400007,View Full Record in Web of Science
C,"Cheah, W; Khalili, HH; Watson, S; Green, P; Lennox, B","Kosecka, J","Maciejewski, AA; Okamura, A; Bicchi, A; Stachniss, C; Song, DZ; Lee, DH; Chaumette, F; Ding, H; Li, JS; Wen, J; Roberts, J; Masamune, K; Chong, NY; Amato, N; Tsagwarakis, N; Rocco, P; Asfour, T; Chung, WK; Yasuyoshi, Y; Sun, Y; Maciekeski, T; Althoefer, K; AndradeCetto, J; Chung, WK; Demircan, E; Dias, J; Fraisse, P; Gross, R; Harada, H; Hasegawa, Y; Hayashibe, M; Kiguchi, K; Kim, K; Kroeger, T; Li, Y; Ma, S; Mochiyama, H; Monje, CA; Rekleitis, I; Roberts, R; Stulp, F; Tsai, CHD; Zollo, L",,"Cheah, Wei; Khalili, Hassan Hakim; Watson, Simon; Green, Peter; Lennox, Barry","Kosecka, J",,Grid-based Motion Planning using Advanced Motions for Hexapod Robots,2018 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),IEEE International Conference on Intelligent Robots and Systems,,,,25th IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"OCT 01-05, 2018","Madrid, SPAIN","IEEE Robot & Automat Soc,IEEE Ind Elect Soc,Robot Soc Japan,Soc Instrument & Control Engineers,New Technol Fdn,IEEE,Adept MobileRobots,Willow Garage,Aldebaran Robot,Natl Instruments,Reflexxes GmbH,Schunk Intec S L U,Univ Carlos III Madrid,BOSCH,JD COM,Pal Robot,KUKA,Santander,Squirrel AI Learning,Baidu,Generat Robots,KINOVA Robot,Ouster,Univ Pablo Olavide Sevilla,Rapyuta Robot,SICK,TOYOTA,UP,Amazon,ARGO,Built Robot,Disney Res,Easy Mile,Hitachi,Robot,Khalifa Univ,Magazino,MathWorks,New Dexterity,Schunk,nuTonomy,PILZ,Prophesee,Rootnik,Saga Robot,Shadow,Soft Bank Robot,Anyverse,GalTech,Generat Robot,IEEE CAA Journal Automatica Sinica,Sci Robot, AAAS,TERAS",,,,,,,,,"Watson, Simon/KFR-0852-2024","Watson, Simon/0000-0001-9783-0147",,,,,,,,,,,,,2153-0858,,978-1-5386-8094-0,,,,2018,,,,,,,3573,3578,,,,,,,,,,,,,,,,WOS:000458872703051,View Full Record in Web of Science
C,"Richard, P; Wagner, A; Ruskowski, M; Regier, P",,,IEEE,"Richard, Philipp; Wagner, Achim; Ruskowski, Martin; Regier, Peter",,,Path planning for autonomous inland vessels in complex harbor environments,"2023 21ST INTERNATIONAL CONFERENCE ON ADVANCED ROBOTICS, ICAR",International Conference on Advanced Robotics and Intelligent Systems,,,,21st International Conference on Advanced Robotics (ICAR),"DEC 05-08, 2023","Abu Dhabi, U ARAB EMIRATES",,,,,,,,,,,"Wagner, Achim/0000-0002-0966-2559; Richard, Philipp/0000-0002-5673-4105",,,,,,,,,,,,,2374-3255,,979-8-3503-4229-1,,,,2023,,,,,,,387,394,,,,,,,,,,,,,,,,WOS:001164949000057,View Full Record in Web of Science
