Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Skoglund, A; Iliev, B; Kadmiry, B; Palm, R",,,IEEE,"Skoglund, Alexander; Iliev, Boyko; Kadmiry, Bourhane; Palm, Rainer",,,Programming by demonstration of pick-and-place tasks for industrial manipulators using task primitives,2007 INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN ROBOTICS AND AUTOMATION,,,,,International Symposium on Computational Intelligence in Robotics and Automation,"JUN 20-22, 2007","Jacksonville, FL",IEEE,,,,,,,,,,"Kadmiry, Bourhane/0000-0002-8121-6238",,,,,,,,,,,,,,,978-1-4244-0789-7,,,,2007,,,,,,,155,+,,,,,,,,,,,,,,,,WOS:000249266100027,View Full Record in Web of Science
C,"Vinayavekhin, P; Kudoh, S; Takamatsu, J; Sato, Y; Ikeuchi, K",,,IEEE,"Vinayavekhin, Phongtharin; Kudoh, Shunsuke; Takamatsu, Jun; Sato, Yoshihiro; Ikeuchi, Katsushi",,,Representation and Mapping of Dexterous Manipulation through Task Primitives,2013 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 06-10, 2013","Karlsruhe, GERMANY",IEEE,,,,,,,,,,,,,,,,,,,,,,,1050-4729,2577-087X,978-1-4673-5641-1; 978-1-4673-5643-5,,,,2013,,,,,,,3722,3729,,,,,,,,,,,,,,,,WOS:000337617303109,View Full Record in Web of Science
S,"Bentivegna, DC; Atkeson, CG",,"Kaminka, GA; Lima, PU; Rojas, R",,"Bentivegna, DC; Atkeson, CG",,,A framework for learning from observation using primitives,ROBOCUP 2002: ROBOT SOCCER WORLD CUP VI,Lecture Notes in Artificial Intelligence,,,,6th Robot World Cup Soccer and Rescue Competitions and Conference (RoboCup 2002),"JUN 19-25, 2002","FUKUOKA, JAPAN",RoboCup Federat,,,,,,,,,,,,,,,,,,,,,,,0302-9743,1611-3349,3-540-40666-2,,,,2003,2752,,,,,,263,270,,,,,,,,,,,,,,,,WOS:000185884000020,View Full Record in Web of Science
C,"Envall, J; Poranne, R; Coros, S",,,IEEE,"Envall, Jimmy; Poranne, Roi; Coros, Stelian",,,Differentiable Task Assignment and Motion Planning,"2023 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, IROS",IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"OCT 01-05, 2023","Detroit, MI","IEEE,RSJ",,,,,,,,,,,,,,,,,,,,,,,2153-0858,,978-1-6654-9190-7,,,,2023,,,,,,,2049,2056,,10.1109/IROS55552.2023.10341602,http://dx.doi.org/10.1109/IROS55552.2023.10341602,,,,,,,,,,,,,WOS:001133658801077,View Full Record in Web of Science
C,"Nakaoka, S; Nakazawa, A; Kanehiro, F; Kaneko, K; Morisawa, M; Ikeuchi, K",,,IEEE,"Nakaoka, S; Nakazawa, A; Kanehiro, F; Kaneko, K; Morisawa, M; Ikeuchi, K",,,Task model of lower body motion for a biped humanoid robot to imitate human dances,"2005 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-4",,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems,"AUG 02-06, 2005","Edmonton, CANADA","IEEE,Robot Soc Japan",,,,,,,,,"Morisawa, Mitsuharu/M-3327-2016; Kanehiro, Fumio/AAB-8332-2020; Kanehiro, Fumio/L-8660-2016; KANEKO, Kenji/M-5360-2016","Kanehiro, Fumio/0000-0002-0277-3467; KANEKO, Kenji/0000-0002-1888-8787",,,,,,,,,,,,,,,0-7803-8912-3,,,,2005,,,,,,,2769,2774,,10.1109/IROS.2005.1545395,http://dx.doi.org/10.1109/IROS.2005.1545395,,,,,,,,,,,,,WOS:000235632102116,View Full Record in Web of Science
J,"McCarragher, BJ",,,,"McCarragher, BJ",,,Task primitives for the discrete event modeling and control of 6-DOF assembly tasks,IEEE TRANSACTIONS ON ROBOTICS AND AUTOMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042-296X,,,,,APR,1996,12,2,,,,,280,289,,10.1109/70.488947,http://dx.doi.org/10.1109/70.488947,,,,,,,,,,,,,WOS:A1996UE31800011,View Full Record in Web of Science
C,"Kapoor, A; Li, M; Taylor, RH",,,IEEE,"Kapoor, Ankur; Li, Ming; Taylor, Russell H.",,,Constrained control for surgical assistant robots,"2006 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA), VOLS 1-10",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 15-19, 2006","Orlando, FL",IEEE,,,,,,,,,"Taylor, Russell/A-3268-2010",,,,,,,,,,,,,,1050-4729,2577-087X,0-7803-9505-0,,,,2006,,,,,,,231,+,,,,,,,,,,,,,,,,WOS:000240886900038,View Full Record in Web of Science
C,"Reddivari, H; Yang, C; Ju, Z; Liang, P; Li, Z; Xu, B",,,IEEE,"Reddivari, H.; Yang, C.; Ju, Z.; Liang, P.; Li, Z.; Xu, B.",,,Teleoperation Control of Baxter Robot using Body Motion Tracking,PROCESSING OF 2014 INTERNATIONAL CONFERENCE ON MULTISENSOR FUSION AND INFORMATION INTEGRATION FOR INTELLIGENT SYSTEMS (MFI),,,,,International Conference on Multisensor Fusion and Information Integration for Intelligent Systems (MFI),"SEP 28-30, 2014","Beijing, PEOPLES R CHINA",Tsinghua Univ,,,,,,,,,"Ju, Zhaojie/AAA-5872-2019; Yang, Chenguang/AAJ-2509-2020",,,,,,,,,,,,,,,,978-1-4799-6731-5,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,WOS:000358878700096,View Full Record in Web of Science
C,"Laha, R; Figueredo, LFC; Vrabel, J; Swikir, A; Haddadin, S",,,IEEE,"Laha, Riddhiman; Figueredo, Luis F. C.; Vrabel, Juraj; Swikir, Abdalla; Haddadin, Sami",,,Reactive Cooperative Manipulation based on Set Primitives and Circular Fields,2021 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA 2021),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 30-JUN 05, 2021","Xian, PEOPLES R CHINA","IEEE,IEEE Robot & Automat Soc,So Univ Sci & Technol,Harbin Inst Technol,Xian Jiaotong Univ,Univ Toronto,Nat Sci & Engn Res Council Canada,Chinese Univ Hong Kong,DJI,Biomimet Intelligence & Robot,Toyota Res Inst,Baidu,Mech Mind Robot Technologies,Facebook AI,Nokov,Manycore,Franka Emika,Zhejiang Univ, Huzhou Inst,Jing Tian,ATI Ind Automat,Amber,Direct Drive Tech,Inceptio,Flexiv,Deeproute AI,Unitree,Waymo,Kuka,Pudu Robot,Deep Robot,Nvidia,MathWorks",,,,,,,,,"Figueredo, Luis/AAX-5621-2020; Laha, Riddhiman/HTN-7809-2023; Swikir, Abdalla/AAS-5899-2020","Figueredo, Luis/0000-0002-0759-3000; Haddadin, Sami/0000-0001-7696-4955",,,,,,,,,,,,,1050-4729,2577-087X,978-1-7281-9077-8,,,,2021,,,,,,,6577,6584,,10.1109/ICRA48506.2021.9561985,http://dx.doi.org/10.1109/ICRA48506.2021.9561985,,,,,,,,,,,,,WOS:000765738804134,View Full Record in Web of Science
C,"Zhao, JX; Zhang, LJ",,,IEEE,"Zhao, Jinxin; Zhang, Liangjun",,,TaskNet: A Neural Task Planner for Autonomous Excavator,2021 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA 2021),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 30-JUN 05, 2021","Xian, PEOPLES R CHINA","IEEE,IEEE Robot & Automat Soc,So Univ Sci & Technol,Harbin Inst Technol,Xian Jiaotong Univ,Univ Toronto,Nat Sci & Engn Res Council Canada,Chinese Univ Hong Kong,DJI,Biomimet Intelligence & Robot,Toyota Res Inst,Baidu,Mech Mind Robot Technologies,Facebook AI,Nokov,Manycore,Franka Emika,Zhejiang Univ, Huzhou Inst,Jing Tian,ATI Ind Automat,Amber,Direct Drive Tech,Inceptio,Flexiv,Deeproute AI,Unitree,Waymo,Kuka,Pudu Robot,Deep Robot,Nvidia,MathWorks",,,,,,,,,,,,,,,,,,,,,,,1050-4729,2577-087X,978-1-7281-9077-8,,,,2021,,,,,,,2220,2226,,10.1109/ICRA48506.2021.9561629,http://dx.doi.org/10.1109/ICRA48506.2021.9561629,,,,,,,,,,,,,WOS:000765738801138,View Full Record in Web of Science
C,"Iturrate, I; Roberge, E; Ostergaard, EH; Duchaine, V; Savarimuthu, TR",,"Okamura, AM; Amato, N; Asfour, T; Choi, YJ; Chong, NY; Ding, H; Lee, DH; Lerma, CC; Li, JS; Marchand, E; Popa, D; Song, DZ; Sun, Y; Valdastri, P",,"Iturrate, Inigo; Roberge, Etienne; Ostergaard, Esben Hallundbaek; Duchaine, Vincent; Savarimuthu, Thiusius Rajeeth",,,Improving the Generalizability of Robot Assembly Tasks Learned from Demonstration Via CNN-Based Segmentation,2019 IEEE 15TH INTERNATIONAL CONFERENCE ON AUTOMATION SCIENCE AND ENGINEERING (CASE),IEEE International Conference on Automation Science and Engineering,,,,15th IEEE International Conference on Automation Science and Engineering (IEEE CASE),"AUG 22-26, 2019","Univ British Columbia, Vancouver, CANADA","IEEE,IEEE Robot & Automat Soc,Natl Sci Fdn USA,ABB,Univ Wisconsin Maddison, Dept Ind & Syst Engn,Huazhong Univ Sci & Technol, Sch Mech Sci & Engn,TmiRobot,Tsinghua Univ, Dept Automat,Univ Calif, Automat Lab,Chalmers Univ Technol, Div Syst & Control,Xian Jiaotong Univ, Moe Kinnis Lab,Peking Univ, Dept Ind Engn,Arizona State Univ, Sch Comp Informat & Decis Syst Engn,Eindhoven Univ Technol, Dept Mech Engn,Tongji Univ, CIMS Res Ctr,Natl Cheng Kung Univ, Intelligent Mfg Res Ctr",Univ British Columbia,,,,,,,,"Iturrate, Inigo/U-7913-2018; Savarimuthu, Thiusius Rajeeth/J-7766-2015","Iturrate, Inigo/0000-0001-7922-1946; Savarimuthu, Thiusius Rajeeth/0000-0002-2478-8694",,,,,,,,,,,,,2161-8070,,978-1-7281-0356-3,,,,2019,,,,,,,553,560,,10.1109/coase.2019.8843029,http://dx.doi.org/10.1109/coase.2019.8843029,,,,,,,,,,,,,WOS:000555890700089,View Full Record in Web of Science
J,"Zheng, P; Li, CX; Fan, JM; Wang, LH",,,,"Zheng, Pai; Li, Chengxi; Fan, Junming; Wang, Lihui",,,A vision-language-guided and deep reinforcement learning-enabled approach for unstructured human-robot collaborative manufacturing task fulfilment,CIRP ANNALS-MANUFACTURING TECHNOLOGY,,,,,,,,,,,,,,,,,"ZHENG, PAI/K-7989-2012; Fan, Junming/JVD-6973-2023; Li, Chengxi/CAG-9066-2022; Wang, Lihui/O-3907-2014","Li, Chengxi/0000-0003-1921-7448; ZHENG, PAI/0000-0002-2329-8634; Wang, Lihui/0000-0001-8679-8049",,,,,,,,,,,,,0007-8506,1726-0604,,,,,2024,73,1,,,,,341,344,,10.1016/j.cirp.2024.04.003,http://dx.doi.org/10.1016/j.cirp.2024.04.003,,JUL 2024,,,,,,,,,,,WOS:001278260600001,View Full Record in Web of Science
J,"Johnson, DO; Agah, A",,,,"Johnson, David O.; Agah, Arvin",,,Learning Macro Actions from Instructional Videos Through Integration of Multiple Modalities,INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875-4791,1875-4805,,,,JAN,2013,5,1,,,,,53,73,,10.1007/s12369-012-0167-6,http://dx.doi.org/10.1007/s12369-012-0167-6,,,,,,,,,,,,,WOS:000333758400005,View Full Record in Web of Science
C,"Ventura, R; Aparicio, P; Lima, P; Pinto-Ferreira, C",,,IEEE; IEEE; IEEE; IEEE,"Ventura, R; Aparicio, P; Lima, P; Pinto-Ferreira, C",,,SocRob - A society of cooperative mobile robots,"1998 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS, VOLS 1-5",IEEE International Conference on Systems Man and Cybernetics Conference Proceedings,,,,"IEEE International Conference on Systems, Man, and Cybernetics - Intelligent Systems for Humans in a Cyberworld (SMC 98)","OCT 11-14, 1998","SAN DIEGO, CA","IEEE, Syst Man & Cybernet Soc",,,,,,,,,"Ventura, Rodrigo/V-2626-2019; Lima, Pedro/HLQ-5415-2023; Ventura, Rodrigo/M-3996-2013; Lima, Pedro/G-1300-2010","Ventura, Rodrigo/0000-0002-5655-9562; Pinto-Ferreira, Carlos/0000-0003-0723-5489; Lima, Pedro/0000-0002-8962-8050",,,,,,,,,,,,,1062-922X,,0-7803-4778-1,,,,1998,,,,,,,3319,3324,,,,,,,,,,,,,,,,WOS:000077033700578,View Full Record in Web of Science
C,"Bentivegna, DC; Atkeson, CG",,,IEEE; IEEE; IEEE,"Bentivegna, DC; Atkeson, CG",,,Learning from observation using primitives,"2001 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, VOLS I-IV, PROCEEDINGS",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation,"MAY 21-26, 2001","SEOUL, SOUTH KOREA","IEEE Robot & Automat Soc,IEEE",,,,,,,,,,,,,,,,,,,,,,,1050-4729,2577-087X,0-7803-6576-3,,,,2001,,,,,,,1988,1993,,,,,,,,,,,,,,,,WOS:000172615800316,View Full Record in Web of Science
C,"Sentis, L; Khatib, O",,,IEEE,"Sentis, Luis; Khatib, Oussama",,,A whole-body control framework for humanoids operating in human environments,"2006 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA), VOLS 1-10",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 15-19, 2006","Orlando, FL",IEEE,,,,,,,,,"Sentis, Luis/I-4391-2015","Khatib, Oussama/0000-0003-0482-1415",,,,,,,,,,,,,1050-4729,2577-087X,0-7803-9505-0,,,,2006,,,,,,,2641,+,,10.1109/ROBOT.2006.1642100,http://dx.doi.org/10.1109/ROBOT.2006.1642100,,,,,,,,,,,,,WOS:000240886905061,View Full Record in Web of Science
C,"SMITH, JH; ESTUS, J; HENEGHAN, C; NAINAN, C",,,IEEE,"SMITH, JH; ESTUS, J; HENEGHAN, C; NAINAN, C",,,THE SPACE STATION FREEDOM EVOLUTION-PHASE - CREW-EVA DEMAND FOR ROBOTIC SUBSTITUTION BY TASK PRIMITIVE,"PROCEEDINGS - 1989 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, VOL 1-3",,,,,1989 IEEE INTERNATIONAL CONF ON ROBOTICS AND AUTOMATION : ROBOTICS IN UNSTRUCTURED ENVIRONMENTS,"MAY 14-19, 1989","SCOTTSDALE, AZ","IEEE, COMP SOC,MIT, ARTIFICIAL INTELLIGENCE LAB",,,,,,,,,,,,,,,,,,,,,,,,,0-8186-1938-4,,,,1989,,,,,,,1472,1477,,10.1109/ROBOT.1989.100187,http://dx.doi.org/10.1109/ROBOT.1989.100187,,,,,,,,,,,,,WOS:A1989BQ26M00223,View Full Record in Web of Science
C,"MICHELMAN, P; ALLEN, P",,,IEEE,"MICHELMAN, P; ALLEN, P",,,FORMING COMPLEX DEXTEROUS MANIPULATIONS FROM TASK PRIMITIVES,"1994 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION: PROCEEDINGS, VOLS 1-4",IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION,,,,1994 IEEE International Conference on Robotics and Automation,"MAY 08-13, 1994","SAN DIEGO, CA","IEEE, ROBOT & AUTOMAT SOC",,,,,,,,,,,,,,,,,,,,,,,1050-4729,,0-8186-5330-2,,,,1994,,,,,,,3383,3388,,,,,,,,,,,,,,,,WOS:A1994BA72M00503,View Full Record in Web of Science
C,"Wen, YH; Lu, GZ; Zhao, X",,,IEEE,"Wen, YH; Lu, GZ; Zhao, X",,,Intelligent control method on primitive in micro-operation robot,"2003 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS, INTELLIGENT SYSTEMS AND SIGNAL PROCESSING, VOLS 1 AND 2, PROCEEDINGS",,,,,"IEEE International Conference on Robotics, Intelligent Systems and Signal Processing","OCT 08-13, 2003","Changsha, PEOPLES R CHINA","Chinese High tech Dev Program,Chinese Acad Sci,Chinese Soc Automat,IEEE Syst, Man & Cybernet Soc,Chinese Univ Hong Kong,Natl Univ Def Technol,IEEE Hong Kong RA & CS Joint Chapter,Joint Ctr Intelligen Sensing & Syst,Sch Elect Sci & Engn,Sch Mechatron Engn & Automat",,,,,,,,,,,,,,,,,,,,,,,,,0-7803-7925-X,,,,2003,,,,,,,1002,1006,,,,,,,,,,,,,,,,WOS:000189506600178,View Full Record in Web of Science
J,"Pal, D; Babakerkhell, MD; Papasratorn, B; Funilkul, S",,,,"Pal, Debajyoti; Babakerkhell, Mohammad Dawood; Papasratorn, Borworn; Funilkul, Suree",,,Intelligent Attributes of Voice Assistants and User's Love for AI: A SEM-Based Study,IEEE ACCESS,,,,,,,,,,,,,,,,,"Pal, Debajyoti/W-5408-2019","Pal, Debajyoti/0000-0002-7305-1015; , Mohammad Dawood/0000-0001-5295-5886",,,,,,,,,,,,,2169-3536,,,,,,2023,11,,,,,,60889,60903,,10.1109/ACCESS.2023.3286570,http://dx.doi.org/10.1109/ACCESS.2023.3286570,,,,,,,,,,,,,WOS:001018607700001,View Full Record in Web of Science
C,"Khatib, O",,"ParentiCastelli, V; Schiehlen, W",,"Khatib, Oussama",,,The New Robotics Age: Meeting the Physical Interactivity Challenge,"ROMANSY 21 - ROBOT DESIGN, DYNAMICS AND CONTROL",CISM Courses and Lectures,,,,21st CISM-IFToMM Symposium (RoManSy),"JUN 20-23, 2016","Udine, ITALY","Ctr Int Sci Mecaniques,Int Federat Promot Mechanism & Machine Sci",,,,,,,,,,,,,,,,,,,,,,,0254-1971,,978-3-319-33714-2; 978-3-319-33713-5,,,,2016,569,,,,,,17,18,,10.1007/978-3-319-33714-2_2,http://dx.doi.org/10.1007/978-3-319-33714-2_2,,,,,,,,,,,,,WOS:000389589200002,View Full Record in Web of Science
C,"Pan, ZL; Yu, YT",,"Turkan, Y; Louis, J; Leite, F; Ergan, S",,"Pan, Zaolin; Yu, Yantao",,,Learning Multi-Granularity Task Primitives from Construction Videos for Human-Robot Collaboration,"COMPUTING IN CIVIL ENGINEERING 2023-DATA, SENSING, AND ANALYTICS",,,,,ASCE International Conference on Computing in Civil Engineering (I3CE),"JUN 25-28, 2023","Oregon State Univ, Corvallis, OR","Amer Soc Civil Engineers, Comp Div",Oregon State Univ,,,,,,,,"Yu, Yantao/S-6035-2018",,,,,,,,,,,,,,,,978-0-7844-8522-4,,,,2024,,,,,,,674,681,,,,,,,,,,,,,,,,WOS:001175595600081,View Full Record in Web of Science
C,"Hong, S; Lee, WS; Kang, YS; Park, YW",,,IEEE,"Hong, Seongil; Lee, Won Suk; Kang, Youn Sik; Park, Yong Woon",,,Kinematic Control Algorithms and Robust Controller Design for Rescue Robot,"2014 14TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS (ICCAS 2014)",International Conference on Control Automation and Systems,,,,"14th International Conference on Control, Automation and Systems (ICCAS)","OCT 22-25, 2014",SOUTH KOREA,"MOTIE,ROBOT WORLD,IES,RA,CSS,SCIE,ACA,ISA,CAC",,,,,,,,,,"Hong, Seongil/0000-0003-4345-0274",,,,,,,,,,,,,2093-7121,,978-89-93215-06-9,,,,2014,,,,,,,637,642,,,,,,,,,,,,,,,,WOS:000392834400129,View Full Record in Web of Science
C,"Hong, S; Lee, Y; Park, KH; Lee, WS; Choi, B; Sim, O; Kim, I; Oh, JH; Kang, YS",,,IEEE,"Hong, Seongil; Lee, Youngwoo; Park, Kyu Hyun; Lee, Won Suk; Choi, Byunghun; Sim, Okkee; Kim, Inhyeok; Oh, Jun-Ho; Kang, Youn Sik",,,"Dynamics Based Motion Optimization and Operational Space Control with an Experimental Rescue Robot, HUBO T-100",2015 IEEE/ASME INTERNATIONAL CONFERENCE ON ADVANCED INTELLIGENT MECHATRONICS (AIM),IEEE ASME International Conference on Advanced Intelligent Mechatronics,,,,IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),"JUL 07-11, 2015","Busan, SOUTH KOREA","IEEE,ASME,Natl Robot Res Ctr,IEEE Ind Elect Soc,IEEE Robot & Automat Soc,ASME Dynam Syst & Control Div,Korea Robot Soc,Soc Instrument & Control Engineers,Inst Control Robot & Syst,JSME,IEEJ,JSPE,Robot Soc Japan,Creat Adv Robot Educ & Res Consortium,Busan Tourism Org,Korea Tourism Org",,,,,,,,,,"Hong, Seongil/0000-0003-4345-0274",,,,,,,,,,,,,2159-6255,,978-1-4673-9107-8,,,,2015,,,,,,,773,778,,,,,,,,,,,,,,,,WOS:000381493900134,View Full Record in Web of Science
C,"Li, M; Kapoor, A; Taylor, RH",,,IEEE,"Li, M; Kapoor, A; Taylor, RH",,,A constrained optimization approach to virtual fixtures,"2005 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-4",,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems,"AUG 02-06, 2005","Edmonton, CANADA","IEEE,Robot Soc Japan",,,,,,,,,"Taylor, Russell/A-3268-2010",,,,,,,,,,,,,,,,0-7803-8912-3,,,,2005,,,,,,,2924,2929,,,,,,,,,,,,,,,,WOS:000235632102141,View Full Record in Web of Science
J,"Hong, S; Park, G; Lee, Y; Lee, W; Choi, B; Sim, O; Oh, JH",,,,"Hong, Seongil; Park, Gyuhyun; Lee, Youngwoo; Lee, Wonsuk; Choi, Byunghun; Sim, Okkee; Oh, Jun-Ho",,,Development of a Tele-Operated Rescue Robot for a Disaster Response,INTERNATIONAL JOURNAL OF HUMANOID ROBOTICS,,,,,,,,,,,,,,,,,"Oh, Jun-Ho/C-1924-2011; Lee, Wonsuk/AGK-1495-2022","Hong, Seongil/0000-0003-4345-0274",,,,,,,,,,,,,0219-8436,1793-6942,,,,AUG,2018,15,4,,,,,,,1850008,10.1142/S0219843618500081,http://dx.doi.org/10.1142/S0219843618500081,,,,,,,,,,,,,WOS:000441066200001,View Full Record in Web of Science
C,"de Farias, CM; Rocha, YG; Figueredo, LFC; Bernardes, MC",,,IEEE,"de Farias, Cristiana Miranda; Rocha, Yuri Goncalves; Cruz Figueredo, Luis Felipe; Bernardes, Mariana Costa",,,Design of singularity-robust and task-priority primitive controllers for cooperative manipulation using dual quaternion representation,2017 IEEE CONFERENCE ON CONTROL TECHNOLOGY AND APPLICATIONS (CCTA 2017),,,,,1st Annual IEEE Conference on Control Technology and Applications,"AUG 27-30, 2017",HI,"IEEE,CSS,IEEE Robot & Automat Soc,SICE",,,,,,,,,"Figueredo, Luis/AAX-5621-2020; Bernardes, Mariana/ABE-2103-2020","Bernardes, Mariana/0000-0002-4975-305X; Figueredo, Luis/0000-0002-0759-3000; Goncalves Rocha, Yuri/0000-0002-3513-8398",,,,,,,,,,,,,,,978-1-5090-2182-6,,,,2017,,,,,,,740,745,,,,,,,,,,,,,,,,WOS:000426981500120,View Full Record in Web of Science
C,"Zhong, Y; Demiris, Y",,"Wooldridge, M; Dy, J; Natarajan, S",,"Zhong, Yun; Demiris, Yiannis",,,DanceMVP: Self-Supervised Learning for Multi-Task Primitive-Based Dance Performance Assessment via Transformer Text Prompting,"THIRTY-EIGHTH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, VOL 38 NO 9",AAAI Conference on Artificial Intelligence,,,,38th AAAI Conference on Artificial Intelligence (AAAI) / 36th Conference on Innovative Applications of Artificial Intelligence / 14th Symposium on Educational Advances in Artificial Intelligence,"FEB 20-27, 2024","Vancouver, CANADA",Assoc Advancement Artificial Intelligence,,,,,,,,,"Demiris, Yiannis/AAF-3917-2019","Demiris, Yiannis/0000-0003-4917-3343",,,,,,,,,,,,,2159-5399,2374-3468,,,,,2024,,,,,,,10270,10278,,,,,,,,,,,,,,,,WOS:001241512400096,View Full Record in Web of Science
J,"Pan, ZL; Yu, YT",,,,"Pan, Zaolin; Yu, Yantao",,,Learning multi-granular worker intentions from incomplete visual observations for worker-robot collaboration in construction,AUTOMATION IN CONSTRUCTION,,,,,,,,,,,,,,,,,"Yu, Yantao/S-6035-2018","Yu, Yantao/0000-0003-0400-3068",,,,,,,,,,,,,0926-5805,1872-7891,,,,FEB,2024,158,,,,,,,,105184,10.1016/j.autcon.2023.105184,http://dx.doi.org/10.1016/j.autcon.2023.105184,,NOV 2023,,,,,,,,,,,WOS:001118486000001,View Full Record in Web of Science
