Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Jin, ZH; Qin, DD; Liu, AD; Zhang, WA; Yu, L",,,,"Jin, Zhehao; Qin, Dongdong; Liu, Andong; Zhang, Wen-An; Yu, Li",,,"Learning neural-shaped quadratic Lyapunov function for stable, accurate and generalizable human-robot skills transfer",ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,,,,,,,,,,,,,,,,,"Yu, Li/H-2783-2012; Jin, Zhehao/HOA-7661-2023; QIN, DONGDONG/LSK-7858-2024","Qin, Dongdong/0000-0003-1120-3092",,,,,,,,,,,,,0736-5845,1879-2537,,,,AUG,2023,82,,,,,,,,102526,10.1016/j.rcim.2023.102526,http://dx.doi.org/10.1016/j.rcim.2023.102526,,JAN 2023,,,,,,,,,,,WOS:000923858500001,View Full Record in Web of Science
C,"Shankar, T; Lin, YX; Rajeswaran, A; Kumar, V; Anderson, S; Oh, J",,"Chaudhuri, K; Jegelka, S; Song, L; Szepesvari, C; Niu, G; Sabato, S",,"Shankar, Tanmay; Lin, Yixin; Rajeswaran, Aravind; Kumar, Vikash; Anderson, Stuart; Oh, Jean",,,Translating Robot Skills: Learning Unsupervised Skill Correspondences Across Robots,"INTERNATIONAL CONFERENCE ON MACHINE LEARNING, VOL 162",Proceedings of Machine Learning Research,,,,39th International Conference on Machine Learning (ICML),"JUL 17-23, 2022","Baltimore, MD",,,,,,,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2022,,,,,,,19626,19644,,,,,,,,,,,,,,,,WOS:000900130200030,View Full Record in Web of Science
C,"Frasca, T; Oosterveld, B; Chita-Tegmark, M; Scheutz, M",,,Assoc Advancement Artificial Intelligence,"Frasca, Tyler; Oosterveld, Bradley; Chita-Tegmark, Meia; Scheutz, Matthias",,,Enabling Fast Instruction-Based Modification of Learned Robot Skills,"THIRTY-FIFTH AAAI CONFERENCE ON ARTIFICIAL INTELLIGENCE, THIRTY-THIRD CONFERENCE ON INNOVATIVE APPLICATIONS OF ARTIFICIAL INTELLIGENCE AND THE ELEVENTH SYMPOSIUM ON EDUCATIONAL ADVANCES IN ARTIFICIAL INTELLIGENCE",AAAI Conference on Artificial Intelligence,,,,35th AAAI Conference on Artificial Intelligence / 33rd Conference on Innovative Applications of Artificial Intelligence / 11th Symposium on Educational Advances in Artificial Intelligence,"FEB 02-09, 2021",ELECTR NETWORK,Assoc Advancement Artificial Intelligence,,,,,,,,,"Chita-Tegmark, Meia/H-4125-2019","Oosterveld, Bradley/0000-0002-1053-8248; Scheutz, Matthias/0000-0002-0064-2789",,,,,,,,,,,,,2159-5399,2374-3468,978-1-57735-866-4,,,,2021,35,,,,,,6075,6083,,,,,,,,,,,,,,,,WOS:000680423506021,View Full Record in Web of Science
C,"Origanti, VK; Eiband, T; Lee, D",,"Kim, J; Englot, B; Park, HW; Choi, HL; Myung, H; Kim, J; Kim, JH",,"Origanti, Vamsi Krishna; Eiband, Thomas; Lee, Dongheui",,,Automatic Parameterization of Motion and Force Controlled Robot Skills,ROBOT INTELLIGENCE TECHNOLOGY AND APPLICATIONS 6,Lecture Notes in Networks and Systems,,,,9th International Conference on Robot Intelligence Technology and Applications (RiTA),"DEC 16-17, 2021","KAIST, Daejeon, SOUTH KOREA",,KAIST,,,,,,,,,,,,,,,,,,,,,,2367-3370,2367-3389,978-3-030-97672-9; 978-3-030-97671-2,,,,2022,429,,,,,,66,78,,10.1007/978-3-030-97672-9_7,http://dx.doi.org/10.1007/978-3-030-97672-9_7,,,,,,,,,,,,,WOS:000787765900007,View Full Record in Web of Science
C,"Rivera-Calderón, S; Pérez-San Lázaro, R; Vazquez-Hurtado, C",,"Kallel, I; Kammoun, HM; Akkari, A; Hsairi, L",,"Rivera-Calderon, Samantha; Perez-San Lazaro, Rafael; Vazquez-Hurtado, Carlos",,,Online assessment of computer vision and robotics skills based on a digital twin,PROCEEDINGS OF THE 2022 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON 2022),IEEE Global Engineering Education Conference,,,,13th IEEE Global Engineering Education Conference (IEEE EDUCON),"MAR 28-31, 2022","Gammarth, TUNISIA","IEEE,IEEE Educ Soc,IEEE Tunisia Sect Educ Chapter,IEEE Reg 8",,,,,,,,,"Pérez San Lázaro, Rafael Alberto/HMP-7218-2023",,,,,,,,,,,,,,2165-9567,,978-1-6654-4434-7,,,,2022,,,,,,,1994,2001,,10.1109/EDUCON52537.2022.9766459,http://dx.doi.org/10.1109/EDUCON52537.2022.9766459,,,,,,,,,,,,,WOS:000836390500292,View Full Record in Web of Science
C,"Morgan, AS; Nandha, D; Chalvatzaki, G; D'Eramo, C; Dollar, AM; Peters, J",,,IEEE,"Morgan, Andrew S.; Nandha, Daljeet; Chalvatzaki, Georgia; D'Eramo, Carlo; Dollar, Aaron M.; Peters, Jan",,,Model Predictive Actor-Critic: Accelerating Robot Skill Acquisition with Deep Reinforcement Learning,2021 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA 2021),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 30-JUN 05, 2021","Xian, PEOPLES R CHINA","IEEE,IEEE Robot & Automat Soc,So Univ Sci & Technol,Harbin Inst Technol,Xian Jiaotong Univ,Univ Toronto,Nat Sci & Engn Res Council Canada,Chinese Univ Hong Kong,DJI,Biomimet Intelligence & Robot,Toyota Res Inst,Baidu,Mech Mind Robot Technologies,Facebook AI,Nokov,Manycore,Franka Emika,Zhejiang Univ, Huzhou Inst,Jing Tian,ATI Ind Automat,Amber,Direct Drive Tech,Inceptio,Flexiv,Deeproute AI,Unitree,Waymo,Kuka,Pudu Robot,Deep Robot,Nvidia,MathWorks",,,,,,,,,"Chalvatzaki, Georgia/HTT-4855-2023","D'Eramo, Carlo/0000-0003-2712-118X; Dollar, Aaron/0000-0002-2409-4668",,,,,,,,,,,,,1050-4729,2577-087X,978-1-7281-9077-8,,,,2021,,,,,,,6672,6678,,10.1109/ICRA48506.2021.9561298,http://dx.doi.org/10.1109/ICRA48506.2021.9561298,,,,,,,,,,,,,WOS:000771405400003,View Full Record in Web of Science
C,"Oztop, E; Lin, LH; Kawato, M; Cheng, G",,,IEEE,"Oztop, Erhan; Lin, Li-Heng; Kawato, Mitsuo; Cheng, Gordon",,,Extensive human training for robot skill synthesis: Validation on a robotic hand,"PROCEEDINGS OF THE 2007 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, VOLS 1-10",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation,"APR 10-14, 2007","Rome, ITALY",IEEE,,,,,,,,,"Cheng, Gordon/AAH-3554-2020; Oztop, Erhan/K-8111-2012","Cheng, Gordon/0000-0003-0770-8717; Oztop, Erhan/0000-0002-3051-6038",,,,,,,,,,,,,1050-4729,,978-1-4244-0601-2,,,,2007,,,,,,,1788,+,,10.1109/ROBOT.2007.363581,http://dx.doi.org/10.1109/ROBOT.2007.363581,,,,,,,,,,,,,WOS:000250915301126,View Full Record in Web of Science
J,"Daxwanger, W; Schmidt, G",,,,"Daxwanger, W; Schmidt, G",,,Skill-based vehicle guidance by use of artificial neural networks,MATHEMATICS AND COMPUTERS IN SIMULATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0378-4754,,,,,JUL,1996,41,3-4,,,,,263,271,,10.1016/0378-4754(95)00076-3,http://dx.doi.org/10.1016/0378-4754(95)00076-3,,,,,,,,,,,,,WOS:A1996UW30700008,View Full Record in Web of Science
C,"Chen, WS; Ma, YS; Kong, LH; He, W",,,IEEE,"Chen, Wenshi; Ma, Yinsong; Kong, Linghuan; He, Wei",,,Learning and Executing Primitive Skills Based on Adaptive Control,2020 35TH YOUTH ACADEMIC ANNUAL CONFERENCE OF CHINESE ASSOCIATION OF AUTOMATION (YAC),,,,,35th Youth Academic Annual Conference of Chinese-Association-of-Automation (YAC),"OCT 16-18, 2020","Zhanjiang, PEOPLES R CHINA","Chinese Assoc Automat,IEEE,IEEE Syst Man & Cybernet Soc",,,,,,,,,"He, Wei/K-4900-2019; Kong, Linghuan/AAE-8497-2019",,,,,,,,,,,,,,,,978-1-7281-7684-0,,,,2020,,,,,,,13,17,,10.1109/YAC51587.2020.9337683,http://dx.doi.org/10.1109/YAC51587.2020.9337683,,,,,,,,,,,,,WOS:000659281900003,View Full Record in Web of Science
J,"Dong, JL; Si, WY; Yang, CG",,,,"Dong, Jiale; Si, Weiyong; Yang, Chenguang",,,A novel human-robot skill transfer method for contact-rich manipulation task,ROBOTIC INTELLIGENCE AND AUTOMATION,,,,,,,,,,,,,,,,,"Yang, Chenguang/ABE-7755-2020; SI, WEIYONG/KIB-2268-2024","Si, Weiyong/0000-0003-4531-2596; Yang, Chenguang/0000-0001-5255-5559",,,,,,,,,,,,,2754-6969,2754-6977,,,,JUN 23,2023,43,3,,,,,327,337,,10.1108/RIA-01-2023-0002,http://dx.doi.org/10.1108/RIA-01-2023-0002,,JUN 2023,,,,,,,,,,,WOS:001000766300001,View Full Record in Web of Science
C,"Albore, A; Doose, D; Grand, C; Lesire, C; Manecy, A",,,IEEE COMP SOC,"Albore, Alexandre; Doose, David; Grand, Christophe; Lesire, Charles; Manecy, Augustin",,,Skill-Based Architecture Development for Online Mission Reconfiguration and Failure Management,2021 IEEE/ACM 3RD INTERNATIONAL WORKSHOP ON ROBOTICS SOFTWARE ENGINEERING (ROSE 2021),,,,,3rd IEEE/ACM International Workshop on Robotics Software Engineering (RoSE),"JUN 02, 2021",ELECTR NETWORK,"IEEE,Assoc Comp Machinery,IEEE Comp Soc",,,,,,,,,,"Grand, Christophe/0000-0002-2310-8757",,,,,,,,,,,,,,,978-1-6654-4474-3,,,,2021,,,,,,,47,54,,10.1109/RoSE52553.2021.00015,http://dx.doi.org/10.1109/RoSE52553.2021.00015,,,,,,,,,,,,,WOS:000852891100007,View Full Record in Web of Science
J,"Enayati, N; Ferrigno, G; De Momi, E",,,,"Enayati, Nima; Ferrigno, Giancarlo; De Momi, Elena",,,Skill-based human-robot cooperation in tele-operated path tracking,AUTONOMOUS ROBOTS,,,,,,,,,,,,,,,,,"Ferrigno, Giancarlo/JBJ-7692-2023; DE MOMI, ELENA/D-7375-2016","DE MOMI, ELENA/0000-0002-8819-2734",,,,,,,,,,,,,0929-5593,1573-7527,,,,JUN,2018,42,5,,,SI,,997,1009,,10.1007/s10514-017-9675-4,http://dx.doi.org/10.1007/s10514-017-9675-4,,,,,,,,,,,,,WOS:000431669800004,View Full Record in Web of Science
J,"Patel, SR; Hedican, SP; Bishoff, JT; Shichman, SJ; Link, RE; Wolf, JS; Nakada, SY",,,,"Patel, Sutchin R.; Hedican, Sean P.; Bishoff, Jay T.; Shichman, Steven J.; Link, Richard E.; Wolf, J. Stuart, Jr.; Nakada, Stephen Y.",,,Skill Based Mentored Laparoscopy Course Participation Leads to Laparoscopic Practice Expansion and Assists in Transition to Robotic Surgery,JOURNAL OF UROLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022-5347,,,,,NOV,2011,186,5,,,,,1997,2000,,10.1016/j.juro.2011.07.007,http://dx.doi.org/10.1016/j.juro.2011.07.007,,,,,,,,21944138,,,,,WOS:000296022200087,View Full Record in Web of Science
C,"Sanches, F; Gao, G; Elangovan, N; Godoy, RV; Chapman, J; Wang, K; Jarvis, P; Liarokapis, M",,,IEEE,"Sanches, Felipe; Gao, Geng; Elangovan, Nathan; Godoy, Ricardo V.; Chapman, Jayden; Wang, Ke; Jarvis, Patrick; Liarokapis, Minas",,,"Scalable, Intuitive Human to Robot Skill Transfer with Wearable Human Machine Interfaces: On Complex, Dexterous Tasks",2023 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"OCT 01-05, 2023","Detroit, MI","IEEE,RSJ",,,,,,,,,"Vilela de Godoy, Ricardo/GLT-9558-2022; Liarokapis, Minas/E-1990-2015",,,,,,,,,,,,,,2153-0858,,978-1-6654-9190-7,,,,2023,,,,,,,6318,6325,,10.1109/IROS55552.2023.10341661,http://dx.doi.org/10.1109/IROS55552.2023.10341661,,,,,,,,,,,,,WOS:001136907800126,View Full Record in Web of Science
C,"Tabrez, A; Kawell, J; Hayes, B",,,IEEE,"Tabrez, Aaquib; Kawell, Jack; Hayes, Bradley",,,Asking the Right Questions: Facilitating Semantic Constraint Specification for Robot Skill Learning and Repair,2021 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"SEP 27-OCT 01, 2021",ELECTR NETWORK,"IEEE,RSJ",,,,,,,,,"Tabrez, Aaquib/JHT-2001-2023",,,,,,,,,,,,,,2153-0858,,978-1-6654-1714-3,,,,2021,,,,,,,6217,6224,,10.1109/IROS51168.2021.9636375,http://dx.doi.org/10.1109/IROS51168.2021.9636375,,,,,,,,,,,,,WOS:000755125505003,View Full Record in Web of Science
J,"Cedazo, R; Cena, CEG; Al-Hadithi, BM",,,,"Cedazo, Raquel; Garcia Cena, Cecilia E.; Mohammed Al-Hadithi, Basil",,,A friendly online C compiler to improve programming skills based on student self-assessment,COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,,,,,,,,,,,,,,,,,"Cena, Cecilia/JCE-3625-2023; AL-HADITHI, BASIL MOHAMMED/P-8195-2017; Cedazo, Raquel/Y-8752-2019","Garcia Cena, Cecilia Elisabet/0000-0002-1067-0564; AL-HADITHI, BASIL MOHAMMED/0000-0002-8786-5511; Cedazo, Raquel/0000-0002-4361-4331",,,,,,,,,,,,,1061-3773,1099-0542,,,,NOV,2015,23,6,,,,,887,896,,10.1002/cae.21660,http://dx.doi.org/10.1002/cae.21660,,,,,,,,,,,,,WOS:000365597100009,View Full Record in Web of Science
C,"Okada, Y; Seo, C; Miyakawa, S; Taniguchi, M; Kanosue, K; Ogata, H; Ohya, J",,,IEEE,"Okada, Yushi; Seo, Chanjin; Miyakawa, Shunichi; Taniguchi, Motofumi; Kanosue, Kazuyuki; Ogata, Hiroyuki; Ohya, Jun",,,Virtual Ski Training System that Allows Beginners to Acquire Ski Skills Based on Physical and Visual Feedbacks,"2023 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, IROS",IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"OCT 01-05, 2023","Detroit, MI","IEEE,RSJ",,,,,,,,,,,,,,,,,,,,,,,2153-0858,,978-1-6654-9190-7,,,,2023,,,,,,,1268,1275,,10.1109/IROS55552.2023.10342020,http://dx.doi.org/10.1109/IROS55552.2023.10342020,,,,,,,,,,,,,WOS:001133658800131,View Full Record in Web of Science
J,"Guo, SX; Wang, YX; Zhao, Y; Cui, JX; Ma, YC; Mao, GS; Hong, SM",,,,"Guo, Shuxiang; Wang, Yuxin; Zhao, Yan; Cui, Jinxin; Ma, Youchun; Mao, Gengsheng; Hong, Shunming",,,A Surgeon's Operating Skills-Based Non-Interference Operation Detection Method for Novel Vascular Interventional Surgery Robot Systems,IEEE SENSORS JOURNAL,,,,,,,,,,,,,,,,,"Zhao, Yan/ADM-0964-2022","Yan, Zhao/0000-0003-2248-5507; hong, shunming/0000-0003-1482-8012; Guo, Shuxiang/0000-0002-0607-9798",,,,,,,,,,,,,1530-437X,1558-1748,,,,APR 1,2020,20,7,,,,,3879,3891,,10.1109/JSEN.2019.2960926,http://dx.doi.org/10.1109/JSEN.2019.2960926,,,,,,,,,,,,,WOS:000524351800052,View Full Record in Web of Science
C,"Li, BY; Lu, T; Li, XC; Cai, YH; Wang, S",,,IEEE,"Li, Boyao; Lu, Tao; Li, Xiaocan; Cai, Yinghao; Wang, Shuo",,,An Automatic Robot Skills Learning System from Robot's Real-World Demonstrations,PROCEEDINGS OF THE 2019 31ST CHINESE CONTROL AND DECISION CONFERENCE (CCDC 2019),Chinese Control and Decision Conference,,,,31st Chinese Control And Decision Conference (CCDC),"JUN 03-05, 2019","Nanchang, PEOPLES R CHINA","NE Univ, State Key Lab Synthet Automat Proc Ind,Tech Comm Control & Decis Cyber Phys Syst,Chinese Assoc Automat, Tech Comm Control Theory,E China Jiaotong Univ,IEEE Control Syst Soc",,,,,,,,,,,,,,,,,,,,,,,1948-9439,,978-1-7281-0105-7,,,,2019,,,,,,,5138,5142,,,,,,,,,,,,,,,,WOS:000555859005069,View Full Record in Web of Science
