Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Englert, P; Toussaint, M",,,,"Englert, Peter; Toussaint, Marc",,,Learning manipulation skills from a single demonstration,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,,,,,,,,,,,,,,,,,,"Toussaint, Marc/0000-0002-5487-6767; Englert, Peter/0000-0003-4598-7809",,,,,,,,,,,,,0278-3649,1741-3176,,,,JAN,2018,37,1,,,,,137,154,,10.1177/0278364917743795,http://dx.doi.org/10.1177/0278364917743795,,,,,,,,,,,,,WOS:000423752800008,View Full Record in Web of Science
C,"Ciancio, AL; Zollo, L; Guglielmelli, E; Caligiore, D; Baldassarre, G",,,IEEE,"Ciancio, Anna Lisa; Zollo, Loredana; Guglielmelli, Eugenio; Caligiore, Daniele; Baldassarre, Gianluca",,,Hierarchical Reinforcement Learning and Central Pattern Generators for Modeling the Development of Rhythmic Manipulation Skills,2011 IEEE INTERNATIONAL CONFERENCE ON DEVELOPMENT AND LEARNING (ICDL),,,,,IEEE International Conference on Development and Learning (ICDL),"AUG 24-27, 2011",GERMANY,"IEEE,IEEE Computat Intelligence Soc,Frankfurt Inst Adv Studies (FIAS),CITEC,italk,Springer,Microsoft Res,IM CLeVeR",,,,,,,,,"Zollo, Loredana/AAB-9645-2020; Caligiore, Daniele/AAX-1887-2020; Baldassarre, Gianluca/AAY-1081-2020","Ciancio, Anna Lisa/0000-0003-0488-0546; Zollo, Loredana/0000-0002-8015-010X; Baldassarre, Gianluca/0000-0002-1277-4447; Guglielmelli, Eugenio/0000-0001-8258-6073",,,,,,,,,,,,,,,978-1-61284-990-4,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,WOS:000297472300058,View Full Record in Web of Science
J,"Saukkoriipi, J; Heikkilä, T; Ahola, JM; Seppälä, T; Isto, P",,,,"Saukkoriipi, Janne; Heikkila, Tapio; Ahola, Jari M.; Seppala, Tuomas; Isto, Pekka",,,Programming and control for skill-based robots,OPEN ENGINEERING,,,,,,,,,,,,,,,,,,", Tapio/0000-0001-7180-2148",,,,,,,,,,,,,2391-5439,,,,,MAY 9,2020,10,1,,,,,368,376,,10.1515/eng-2020-0037,http://dx.doi.org/10.1515/eng-2020-0037,,,,,,,,,,,,,WOS:000534616400001,View Full Record in Web of Science
C,"Wang, W; Johnston, B; Williams, MA",,"Herrmann, G; Pearson, MJ; Lenz, A; Bremner, P; Spiers, A; Leonards, U",,"Wang, Wei; Johnston, Benjamin; Williams, Mary-Anne",,,Recognition and Representation of Robot Skills in Real Time: A Theoretical Analysis,"SOCIAL ROBOTICS, ICSR 2013",Lecture Notes in Artificial Intelligence,,,,5th International Conference on Social Robotics (ICSR),"OCT 27-29, 2013","Bristol, ENGLAND","Univ Bristol,Univ W England,Inst Engn & Technol Robot & Mechatron, Tech & Profess Network,Act Robots,Aldebaran Robot,Bristol Robot Lab",,,,,,,,,,"Williams, Mary-Anne/0000-0002-1047-0503",,,,,,,,,,,,,0302-9743,,978-3-319-02675-6; 978-3-319-02674-9,,,,2013,8239,,,,,,127,137,,,,,,,,,,,,,,,,WOS:000341015200013,View Full Record in Web of Science
C,"Kroemer, O; Sukhatme, GS",,"Asfour, T; Billard, A; Harada, K; Kulic, D; Ude, A; Venture, G; Yamane, K; Yokoi, K; Yoshida, E",,"Kroemer, Oliver; Sukhatme, Gaurav S.",,,Learning Spatial Preconditions of Manipulation Skills using Random Forests,2016 IEEE-RAS 16TH INTERNATIONAL CONFERENCE ON HUMANOID ROBOTS (HUMANOIDS),IEEE-RAS International Conference on Humanoid Robots,,,,16th IEEE-RAS International Conference on Humanoid Robots (Humanoids),"NOV 15-17, 2016","Mexican Assoc Comp Vis Robot & Neural Comp, Cancun, MEXICO","IEEE Robot & Automat Soc,Disney Res,ROBOTIS,INTEL,PAL,MACVNR,CONACYT,CINVESTAV",Mexican Assoc Comp Vis Robot & Neural Comp,,,,,,,,,"Kroemer, Oliver/0000-0003-2007-3867",,,,,,,,,,,,,2164-0572,,978-1-5090-4718-5,,,,2016,,,,,,,676,683,,,,,,,,,,,,,,,,WOS:000403009300102,View Full Record in Web of Science
C,"Gajewski, P; Ferreira, P; Bartels, G; Wang, CZ; Guerin, F; Indurkhya, B; Beetz, M; Sniezynski, B",,"Howard, A; Althoefer, K; Arai, F; Arrichiello, F; Caputo, B; Castellanos, J; Hauser, K; Isler, V; Kim, J; Liu, H; Oh, P; Santos, V; Scaramuzza, D; Ude, A; Voyles, R; Yamane, K; Okamura, A",IEEE,"Gajewski, Pawel; Ferreira, Paulo; Bartels, Georg; Wang, Chaozheng; Guerin, Frank; Indurkhya, Bipin; Beetz, Michael; Sniezynski, Bartlomiej",,,Adapting Everyday Manipulation Skills to Varied Scenarios,2019 INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 20-24, 2019","Montreal, CANADA","Bosch,DJI,Kinova,Mercedes Benz,Samsung,Argo AI,Clearpath Robot,Element AI,Fetch Robot,Huawei,iRobot,KUKA,Quanser,SICK,Toyota Res Inst,Uber,Waymo,Zhejiang Lab,Amazon,Applanix,Cloudminds,Honda Res Inst,MathWorks,Ouster",,,,,,,,,"Sniezynski, Bartlomiej/ABF-8160-2021; Sniezynski, Bartlomiej/K-2296-2012; Indurkhya, Bipin/Q-7115-2017","Sniezynski, Bartlomiej/0000-0002-4206-9052; Beetz, Michael/0000-0002-7888-7444; Guerin, Frank/0000-0003-1918-6311; Gajewski, Pawel/0000-0003-0931-2476; Indurkhya, Bipin/0000-0002-3798-9209",,,,,,,,,,,,,1050-4729,2577-087X,978-1-5386-6026-3,,,,2019,,,,,,,1345,1351,,10.1109/icra.2019.8793590,http://dx.doi.org/10.1109/icra.2019.8793590,,,,,,,,,,,,,WOS:000494942301012,View Full Record in Web of Science
J,"BUSS, M; HASHIMOTO, H",,,,"BUSS, M; HASHIMOTO, H",,,SKILL ACQUISITION-SYSTEM FOR THE INTELLIGENT ASSISTING SYSTEM - IAS,ADVANCED ROBOTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0169-1864,,,,,,1994,8,2,,,,,157,171,,,,,,,,,,,,,,,,WOS:A1994NX44300004,View Full Record in Web of Science
C,"Schlechter, A; Henrich, D",,,VDI; VDI,"Schlechter, A; Henrich, D",,,Manipulating deformoble linear objects: Programming using different manipulation skills,ROBOTIK 2002,VDI BERICHTE,,,,Robotik 2002 Conference,"JUN 19-20, 2002","LUDWIGSBURG, GERMANY",VDI Gesell,,,,,,,,,,,,,,,,,,,,,,,0083-5560,,3-18-091679-6,,,,2002,1679,,,,,,47,52,,,,,,,,,,,,,,,,WOS:000180710200008,View Full Record in Web of Science
C,"Shao, L; Migimatsu, T; Bohg, J",,,IEEE,"Shao, Lin; Migimatsu, Toki; Bohg, Jeannette",,,Learning to Scaffold the Development of Robotic Manipulation Skills,2020 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 31-JUN 15, 2020",ELECTR NETWORK,IEEE,,,,,,,,,"Bohg, Jeannette/AAD-4010-2019","Bohg, Jeannette/0000-0002-4921-7193",,,,,,,,,,,,,1050-4729,2577-087X,978-1-7281-7395-5,,,,2020,,,,,,,5671,5677,,10.1109/icra40945.2020.9197134,http://dx.doi.org/10.1109/icra40945.2020.9197134,,,,,,,,,,,,,WOS:000712319503133,View Full Record in Web of Science
C,"Ogasawara, T; Hirukawa, H; Kitagaki, K; Onda, H; Nakamura, A; Tsukune, H",,,IEEE,"Ogasawara, T; Hirukawa, H; Kitagaki, K; Onda, H; Nakamura, A; Tsukune, H",,,A telerobotics system for maintenance tasks integrating planning functions based on manipulation skills,"1998 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, VOLS 1-4",IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION,,,,IEEE International Conference on Robotics and Automation,"MAY 16-20, 1998","KATHOLIEKE UNIV LEUVEN, LEUVEN, BELGIUM","IEEE, Robot & Automat Soc,Consiglio Nazl Ric,Fund Sci Res, Flanders, Belgium,Fraunhofer Inst Produktionstechnik & Automatisier,Commiss European Communities,INRIA,BULL,CNES,DAIMLER,KUKA,MATRA,SIEMENS,TECNOSPAZIO,THOMSON-CSF",KATHOLIEKE UNIV LEUVEN,,,,,,,,"Hirukawa, Hirohisa/B-4209-2017; Onda, Hiromu/M-3382-2016","Ogasawara, Tsukasa/0000-0001-9767-6039",,,,,,,,,,,,,1050-4729,,0-7803-4300-X,,,,1998,,,,,,,2870,2876,,,,,,,,,,,,,,,,WOS:000074368900456,View Full Record in Web of Science
C,"Rozo, L; Guo, M; Kupcsik, AG; Todescato, M; Schillinger, P; Giftthaler, M; Ochs, M; Spies, M; Waniek, N; Kesper, P; Bürger, M",,,IEEE,"Rozo, Leonel; Guo, Meng; Kupcsik, Andras G.; Todescato, Marco; Schillinger, Philipp; Giftthaler, Markus; Ochs, Matthias; Spies, Markus; Waniek, Nicolai; Kesper, Patrick; Buerger, Mathias",,,Learning and Sequencing of Object-Centric Manipulation Skills for Industrial Tasks,2020 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"OCT 24-JAN 24, 2020-2021",ELECTR NETWORK,"IEEE,RSJ",,,,,,,,,"Rozo, Leonel/HTP-2045-2023",,,,,,,,,,,,,,2153-0858,,978-1-7281-6212-6,,,,2020,,,,,,,9072,9079,,10.1109/IROS45743.2020.9341570,http://dx.doi.org/10.1109/IROS45743.2020.9341570,,,,,,,,,,,,,WOS:000724145803026,View Full Record in Web of Science
J,"Hao, P; Lu, T; Cui, SW; Wei, JH; Cai, YH; Wang, S",,,,"Hao, Peng; Lu, Tao; Cui, Shaowei; Wei, Junhang; Cai, Yinghao; Wang, Shuo",,,Meta-Residual Policy Learning: Zero-Trial Robot Skill Adaptation via Knowledge Fusion,IEEE ROBOTICS AND AUTOMATION LETTERS,,,,,,,,,,,,,,,,,"Cui, Shaowei/HSE-9424-2023; wang, shuo/MIT-1662-2025","Wei, Junhang/0000-0003-2156-1109; Cui, Shaowei/0000-0003-4750-3011; Hao, Peng/0000-0001-6448-3062; wang, shuo/0000-0002-1390-9219",,,,,,,,,,,,,2377-3766,,,,,APR,2022,7,2,,,,,3656,3663,,10.1109/LRA.2022.3146916,http://dx.doi.org/10.1109/LRA.2022.3146916,,,,,,,,,,,,,WOS:000756831900004,View Full Record in Web of Science
J,"Wang, H; Zhang, H; Li, L; Kan, Z; Song, YD",,,,"Wang, Hao; Zhang, Hao; Li, Lin; Kan, Zhen; Song, Yongduan",,,Task-Driven Reinforcement Learning With Action Primitives for Long-Horizon Manipulation Skills,IEEE TRANSACTIONS ON CYBERNETICS,,,,,,,,,,,,,,,,,"Song, Yongduan/AAI-7645-2021; Zhang, Hao/LBH-2052-2024","Zhang, Hao/0000-0002-1669-6984; Wang, Hao/0009-0001-3132-2809; Zhao, kai/0000-0003-0656-1901",,,,,,,,,,,,,2168-2267,2168-2275,,,,AUG,2024,54,8,,,,,4513,4526,,10.1109/TCYB.2023.3298195,http://dx.doi.org/10.1109/TCYB.2023.3298195,,AUG 2023,,,,,,37566505,,,,,WOS:001051286100001,View Full Record in Web of Science
C,"Ben Abbatemaueo; Rosen, E; Thompson, S; Akbulut, T; Rammohan, S; Konidaris, G",,,IEEE,"Ben Abbatemaueo; Rosen, Eric; Thompson, Skye; Akbulut, Tuluhan; Rammohan, Sreehari; Konidaris, George",,,Composable Interaction Primitives: A Structured Policy Class for Efficiently Learning Sustained-Contact Manipulation Skills,"2024 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, ICRA 2024",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 13-17, 2024","Yokohama, JAPAN","IEEE,IEEE Robot & Automat Soc",,,,,,,,,,,,,,,,,,,,,,,1050-4729,2577-087X,979-8-3503-8458-1; 979-8-3503-8457-4,,,,2024,,,,,,,7522,7529,,10.1109/ICRA57147.2024.10610846,http://dx.doi.org/10.1109/ICRA57147.2024.10610846,,,,,,,,,,,,,WOS:001294576205083,View Full Record in Web of Science
J,"Si, WY; Wang, N; Yang, CG",,,,"Si, Weiyong; Wang, Ning; Yang, Chenguang",,,A review on manipulation skill acquisition through teleoperation-based learning from demonstration,COGNITIVE COMPUTATION AND SYSTEMS,,,,,,,,,,,,,,,,,"Yang, Chenguang/ABE-7755-2020; SI, WEIYONG/KIB-2268-2024","Yang, Chenguang/0000-0001-5255-5559; Si, Weiyong/0000-0003-4531-2596",,,,,,,,,,,,,,2517-7567,,,,MAR,2021,3,1,,,,,1,16,,10.1049/ccs2.12005,http://dx.doi.org/10.1049/ccs2.12005,,,,,,,,,,,,,WOS:001062676000001,View Full Record in Web of Science
C,"Lopez-Juarez, I; Rios-Cabrera, R; Peña-Cabrera, M; Osorio-Comparan, R",,"CarrascoOchoa, JA; MartinezTrinidad, JF; Kittler, J",,"Lopez-Juarez, I.; Rios-Cabrera, R.; Pena-Cabrera, M.; Osorio-Comparan, R.",,,Learning and Fast Object Recognition in Robot Skill Acquisition: A New Method,ADVANCES IN PATTERN RECOGNITION,Lecture Notes in Computer Science,,,,2nd Mexican Conference on Pattern Recognition,"SEP 27-29, 2010","Natl Inst Astrophys, Puebla, MEXICO","Natl Inst Astrophys, Comp Sci Dept,Opt & Elect,Natl Polytechn Inst, Comp Res",Natl Inst Astrophys,,,,,,,,"Lopez-Juarez, Ismael/E-7088-2011; Osorio-Comparan, Roman/GLR-4090-2022; Pena-Cabrera, Mario/N-1910-2017","Lopez-Juarez, Ismael/0000-0001-6405-5519; Osorio-Comparan, Roman/0000-0002-1887-9813; Pena-Cabrera, Mario/0000-0002-0104-6559",,,,,,,,,,,,,0302-9743,1611-3349,978-3-642-15991-6,,,,2010,6256,,,,,,40,+,,,,,,,,,,,,,,,,WOS:000286415900005,View Full Record in Web of Science
C,"Liu, WY; Mao, JY; Hsu, J; Hermans, T; Garg, A; Wu, JJ",,"Tan, J; Toussaint, M; Darvish, K",,"Liu, Weiyu; Mao, Jiayuan; Hsu, Joy; Hermans, Tucker; Garg, Animesh; Wu, Jiajun",,,Composable Part-Based Manipulation,"CONFERENCE ON ROBOT LEARNING, VOL 229",Proceedings of Machine Learning Research,,,,7th Conference on Robot Learning (CoRL),"NOV 06-09, 2023","Atlanta, GA",,,,,,,,,,,,,,,,,,,,,,,,2640-3498,,,,,,2023,229,,,,,,,,,,,,,,,,,,,,,,,WOS:001221201501019,View Full Record in Web of Science
C,"He, MC; Cheng, H; Duan, F; Sun, Z; Li, SN; Yokoi, H; Zhu, C",,,IEEE,"He, Maochang; Cheng, Hao; Duan, Feng; Sun, Zhe; Li, Si Ning; Yokoi, Hiroshi; Zhu, Chi",,,Deep Reinforcement Learning for the Improvement of Robot Manipulation Skills Under Sparse Reward,"2022 34TH CHINESE CONTROL AND DECISION CONFERENCE, CCDC",Chinese Control and Decision Conference,,,,34th Chinese Control and Decision Conference (CCDC),"AUG 15-17, 2022","Hefei, PEOPLES R CHINA",,,,,,,,,,,,,,,,,,,,,,,,1948-9439,,978-1-6654-7896-0,,,,2022,,,,,,,5508,5513,,10.1109/CCDC55256.2022.10034200,http://dx.doi.org/10.1109/CCDC55256.2022.10034200,,,,,,,,,,,,,WOS:000972039304086,View Full Record in Web of Science
C,"Fuentes, O; Nelson, RC",,,IEEE,"Fuentes, O; Nelson, RC",,,Learning dextrous manipulation skills using multisensory information,MF '96 - 1996 IEEE/SICE/RSJ INTERNATIONAL CONFERENCE ON MULTISENSOR FUSION AND INTEGRATION FOR INTELLIGENT SYSTEMS,,,,,1996 IEEE/SICE/RSJ International Conference on Multisensor Fusion and Integration for Intelligent Systems,"DEC 08-11, 1996","WASHINGTON, DC","IEEE Ind Electr Soc,IEEE Robot & Automat Soc,Soc Instrument & Control Engineers,Robot Soc Japan",,,,,,,,,,,,,,,,,,,,,,,,,0-7803-3700-X,,,,1996,,,,,,,342,348,,10.1109/MFI.1996.572199,http://dx.doi.org/10.1109/MFI.1996.572199,,,,,,,,,,,,,WOS:A1996BG88Y00046,View Full Record in Web of Science
C,"Liu, JJ; Li, ZH; Lin, WY; Calinon, S; Tan, KC; Chen, F",,,IEEE,"Liu, Junjia; Li, Zhihao; Lin, Wanyu; Calinon, Sylvain; Tan, Kay Chen; Chen, Fei",,,SoftGPT: Learn Goal-oriented Soft Object Manipulation Skills by Generative Pre-trained Heterogeneous Graph Transformer,"2023 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, IROS",IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"OCT 01-05, 2023","Detroit, MI","IEEE,RSJ",,,,,,,,,"li, zhihao/HLW-8433-2023; Chen, Fei/JZC-6314-2024; Liu, Junjia/JUY-7108-2023",,,,,,,,,,,,,,2153-0858,,978-1-6654-9190-7,,,,2023,,,,,,,4920,4925,,10.1109/IROS55552.2023.10341846,http://dx.doi.org/10.1109/IROS55552.2023.10341846,,,,,,,,,,,,,WOS:001133658803111,View Full Record in Web of Science
J,"Yamakawa, Y; Namiki, A; Ishikawa, M; Shimojo, M",,,,"Yamakawa, Yuji; Namiki, Akio; Ishikawa, Masatoshi; Shimojo, Makoto",,,Planning of Knotting Based on Manipulation Skills with Consideration of Robot Mechanism/ Motion and Its Realization by a Robot Hand System,SYMMETRY-BASEL,,,,,,,,,,,,,,,,,"Namiki, Akio/J-8062-2014","Namiki, Akio/0000-0003-3181-0818; Ishikawa, Masatoshi/0000-0002-6096-830X",,,,,,,,,,,,,,2073-8994,,,,SEP,2017,9,9,,,,,,,194,10.3390/sym9090194,http://dx.doi.org/10.3390/sym9090194,,,,,,,,,,,,,WOS:000411526000027,View Full Record in Web of Science
C,"Arenas, MG; Xiao, T; Singh, S; Jain, V; Ren, A; Vuong, Q; Varley, J; Lerzog, A; Leal, I; Kirmani, S; Prats, M; Sadigh, D; Sindhwani, V; Rao, K; Ljang, J; Zeng, A",,,IEEE,"Arenas, Montserrat Gonzalez; Xiao, Ted; Singh, Sumeet; Jain, Vidhi; Ren, Allen; Vuong, Quan; Varley, Jake; Lerzog, Alexander, I; Leal, Isabel; Kirmani, Sean; Prats, Mario; Sadigh, Dorsa; Sindhwani, Vikas; Rao, Kanishka; Ljang, Jacky; Zeng, Andy",,,How to Prompt Your Robot: A PromptBook for Manipulation Skills with Code as Policies,"2024 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, ICRA 2024",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 13-17, 2024","Yokohama, JAPAN","IEEE,IEEE Robot & Automat Soc",,,,,,,,,"Shah, Dhruv/G-9659-2016",,,,,,,,,,,,,,1050-4729,2577-087X,979-8-3503-8458-1; 979-8-3503-8457-4,,,,2024,,,,,,,4340,4348,,10.1109/ICRA57147.2024.10610784,http://dx.doi.org/10.1109/ICRA57147.2024.10610784,,,,,,,,,,,,,WOS:001294576203060,View Full Record in Web of Science
C,"Pedrosa, E; Lau, N; Pereira, A; Cunha, B",,"Pereira, F; Machado, P; Costa, E; Cardoso, A",,"Pedrosa, Eurico; Lau, Nuno; Pereira, Artur; Cunha, Bernardo",,,A Skill-Based Architecture for Pick and Place Manipulation Tasks,PROGRESS IN ARTIFICIAL INTELLIGENCE-BK,Lecture Notes in Artificial Intelligence,,,,17th Portuguese Conference on Artificial Intelligence (EPIA),"SEP 08-11, 2015","Univ Coimbra, Coimbra, PORTUGAL","Sistemas Cognitivos S A,Feedzai S A,Thinkware S A,iClio,FBA,Fundacao Ciencia Tecnologia",Univ Coimbra,,,,,,,,"Pedrosa, Eurico/AAE-7988-2021; Cunha, Bernardo/B-3380-2013; Pereira, Artur/V-3022-2019; Lau, Nuno/E-5934-2010","Lau, Nuno/0000-0003-0513-158X; Pedrosa, Eurico/0000-0002-7954-9922; Pereira, Artur/0000-0002-7099-1247; Cunha, Bernardo/0000-0003-4859-6942",,,,,,,,,,,,,0302-9743,1611-3349,978-3-319-23485-4; 978-3-319-23484-7,,,,2015,9273,,,,,,457,468,,10.1007/978-3-319-23485-4_45,http://dx.doi.org/10.1007/978-3-319-23485-4_45,,,,,,,,,,,,,WOS:000363570000045,View Full Record in Web of Science
J,"Zhao, YQ; Qian, K; Duan, BY; Luo, S",,,,"Zhao, Yongqiang; Qian, Kun; Duan, Boyi; Luo, Shan",,,FOTS: A Fast Optical Tactile Simulator for Sim2Real Learning of Tactile-Motor Robot Manipulation Skills,IEEE ROBOTICS AND AUTOMATION LETTERS,,,,,,,,,,,,,,,,,"Luo, Shan/JEP-7010-2023","Luo, Shan/0000-0003-4760-0372; Duan, Boyi/0009-0009-2332-9670",,,,,,,,,,,,,2377-3766,,,,,JUN,2024,9,6,,,,,5647,5654,,10.1109/LRA.2024.3396665,http://dx.doi.org/10.1109/LRA.2024.3396665,,,,,,,,,,,,,WOS:001216335300007,View Full Record in Web of Science
C,"Su, H; Hu, YB; Li, ZJ; Knoll, A; Ferrigno, G; De Momi, E",,,IEEE,"Su, Hang; Hu, Yingbai; Li, Zhijun; Knoll, Alois; Ferrigno, Giancarlo; De Momi, Elena",,,Reinforcement Learning Based Manipulation Skill Transferring for Robot-assisted Minimally Invasive Surgery,2020 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 31-JUN 15, 2020",ELECTR NETWORK,IEEE,,,,,,,,,"Knoll, Alois/AAN-8417-2021; De Momi, Elena/D-7375-2016; Li, Zhijun/ACT-9992-2022; Ferrigno, Giancarlo/JBJ-7692-2023; Su, Hang/Z-1713-2019",,,,,,,,,,,,,,1050-4729,2577-087X,978-1-7281-7395-5,,,,2020,,,,,,,2203,2208,,10.1109/icra40945.2020.9196588,http://dx.doi.org/10.1109/icra40945.2020.9196588,,,,,,,,,,,,,WOS:000712319501089,View Full Record in Web of Science
J,"Si, WY; Wang, N; Yang, CG",,,,"Si, Weiyong; Wang, Ning; Yang, Chenguang",,,Composite dynamic movement primitives based on neural networks for human-robot skill transfer,NEURAL COMPUTING & APPLICATIONS,,,,,,,,,,,,,,,,,"SI, WEIYONG/KIB-2268-2024; Yang, Chenguang/ABE-7755-2020","Yang, Chenguang/0000-0001-5255-5559; Si, Weiyong/0000-0003-4531-2596",,,,,,,,,,,,,0941-0643,1433-3058,,,,NOV,2023,35,32,,,SI,,23283,23293,,10.1007/s00521-021-05747-8,http://dx.doi.org/10.1007/s00521-021-05747-8,,FEB 2021,,,,,,,,,,,WOS:000617864100001,View Full Record in Web of Science
J,"Liu, X; Huang, PF; Liu, ZX",,,,"Liu, Xing; Huang, Panfeng; Liu, Zhengxiong",,,A Novel Contact State Estimation Method for Robot Manipulation Skill Learning via Environment Dynamics and Constraints Modeling,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,,,,,,,,,,,,,,,,"刘, 星/JPY-1840-2023; Liu, Zhengxiong/B-4709-2019","Liu, Zhengxiong/0000-0002-9427-4066",,,,,,,,,,,,,1545-5955,1558-3783,,,,OCT,2022,19,4,,,,,3903,3913,,10.1109/TASE.2021.3139096,http://dx.doi.org/10.1109/TASE.2021.3139096,,JAN 2022,,,,,,,,,,,WOS:000745429200001,View Full Record in Web of Science
J,"Fuentes, O; Nelson, RC",,,,"Fuentes, O; Nelson, RC",,,Learning dextrous manipulation skills for multifingered robot hands using the evolution strategy,MACHINE LEARNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0885-6125,1573-0565,,,,APR-JUN,1998,31,1-3,,,,,223,237,,10.1023/A:1007409228154,http://dx.doi.org/10.1023/A:1007409228154,,,,,,,,,,,,,WOS:000075539200011,View Full Record in Web of Science
C,"Si, WY; Yue, TQ; Guan, Y; Wang, N; Yang, CG",,,IEEE,"Si, Weiyong; Yue, Tianqi; Guan, Yuan; Wang, Ning; Yang, Chenguang",,,A Novel Robot Skill Learning Framework Based on Bilateral Teleoperation,2022 IEEE 18TH INTERNATIONAL CONFERENCE ON AUTOMATION SCIENCE AND ENGINEERING (CASE),IEEE International Conference on Automation Science and Engineering,,,,IEEE 18th International Conference on Automation Science and Engineering (IEEE CASE),"AUG 20-24, 2022","Mexico City, MEXICO",IEEE,,,,,,,,,"Yang, Chenguang/ABE-7755-2020; SI, WEIYONG/KIB-2268-2024","Si, Weiyong/0000-0003-4531-2596; Yang, Chenguang/0000-0001-5255-5559",,,,,,,,,,,,,2161-8070,,978-1-6654-9042-9,,,,2022,,,,,,,758,763,,10.1109/CASE49997.2022.9926526,http://dx.doi.org/10.1109/CASE49997.2022.9926526,,,,,,,,,,,,,WOS:000927622400084,View Full Record in Web of Science
J,"Zhang, HY; Cheng, L; Zhang, Y; Wang, YF",,,,"Zhang, Haoyu; Cheng, Long; Zhang, Yu; Wang, Yifan",,,Neural Liénard system: learning periodic manipulation skills through dynamical systems,SCIENCE CHINA-INFORMATION SCIENCES,,,,,,,,,,,,,,,,,"Cheng, Long/G-5027-2011",,,,,,,,,,,,,,1674-733X,1869-1919,,,,DEC,2024,67,12,,,,,,,222207,10.1007/s11432-023-4219-8,http://dx.doi.org/10.1007/s11432-023-4219-8,,,,,,,,,,,,,WOS:001375204800002,View Full Record in Web of Science
