Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Arredondo, TV; Freund, W; Navarro-Guerrero, N; Castillo, P",,,,"Arredondo, Tomas V.; Freund, Wolfgang; Navarro-Guerrero, Nicolas; Castillo, Patricio",,,Fuzzy Motivations in a Multiple Agent Behaviour-Based Architecture,INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS,,,,,,,,,,,,,,,,,"Navarro-Guerrero, Nicolas/B-2029-2017","Navarro-Guerrero, Nicolas/0000-0003-1164-5579",,,,,,,,,,,,,1729-8814,,,,,AUG 20,2013,10,,,,,,,,313,10.5772/56578,http://dx.doi.org/10.5772/56578,,,,,,,,,,,,,WOS:000323272900001,View Full Record in Web of Science
C,"Rainer, JJ; Hernández, FL; Galán, R",,"Liu, J; Lu, J; Xu, Y; Martinez, L; Kerre, EE",,"Javier Rainer, J.; Lopez Hernandez, Fernando; Galan, Ramon",,,Improving the activities of a robotic guide by taking into account human reactions,DATA SCIENCE AND KNOWLEDGE ENGINEERING FOR SENSING DECISION SUPPORT,World Scientific Proceedings Series on Computer Engineering and Information Science,,,,13th International Conference on Fuzzy Logic and Intelligent Technologies in Nuclear Science (FLINS),"AUG 21-24, 2018","Belfast, IRELAND","Ulster Univ,Belfast City Council,Tourism NI,IEEE UK & I Sect,IEEE Syst Man & Cybernet Soc,SW Jiaotong Univ,Chinese Soc Log, Natl Assoc Non Class Log & Computat,IEEE Syst Man & Cybernet Soc Ireland Chapter,European Soc Fuzzy Log & Technol,Int Fuzzy Syst Assoc",,,,,,,,,"RAINER GRANADOS, JOSE JAVIER/Q-1054-2018","RAINER GRANADOS, JOSE JAVIER/0000-0002-6516-233X",,,,,,,,,,,,,,,978-981-3273-22-1,,,,2018,11,,,,,,668,673,,,,,,,,,,,,,,,,WOS:000468160600085,View Full Record in Web of Science
J,"Pransky, J",,,,"Pransky, Joanne",,,"The Pransky interview: Dr Rodney Brooks, Robotics Entrepreneur, Founder and CTO of Rethink Robotics",INDUSTRIAL ROBOT-AN INTERNATIONAL JOURNAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0143-991X,1758-5791,,,,,2015,42,1,,,,,1,4,,10.1108/IR-10-2014-0406,http://dx.doi.org/10.1108/IR-10-2014-0406,,,,,,,,,,,,,WOS:000349645100001,View Full Record in Web of Science
C,"Sequeira, J; Ribeiro, MI",,"Guglielmi, M",,"Sequeira, J; Ribeiro, MI",,,A behaviour-based Kernel architecture for robot control,"ROBOT CONTROL 1997, VOLS 1 AND 2",IFAC SYMPOSIA SERIES,,,,5th IFAC Symposium on Robot Control 1997 (SYROCO 97),"SEP 03-05, 1997","NANTES, FRANCE","Int Federat Automat Control,Int Federat Informat Proc,Int Assoc Math & Comp Simulat, Tech Comm Robot,IEEE, Robot & Automat Soc,Inst Rech Cybernet Nantes,Ecole Cent Nantes,INRIA Rhone Alpes,Mairie Nantes,Min Natl Educ Res & Technol, France,CEREM, Adv Syst,ATLANTECH,DGA",,,,,,,,,"Sequeira, Joao/F-9728-2010","Sequeira, Joao/0000-0002-6706-5365",,,,,,,,,,,,,0962-9505,,0-08-043026-0,,,,1998,,,,,,,787,792,,,,,,,,,,,,,,,,WOS:000075339700117,View Full Record in Web of Science
J,"Scianca, N; Ferrari, P; De Simone, D; Lanari, L; Oriolo, G",,,,"Scianca, Nicola; Ferrari, Paolo; De Simone, Daniele; Lanari, Leonardo; Oriolo, Giuseppe",,,A behavior-based framework for safe deployment of humanoid robots,AUTONOMOUS ROBOTS,,,,,,,,,,,,,,,,,"Lanari, Leonardo/AAJ-7493-2020; Oriolo, Giuseppe/F-3846-2011","SCIANCA, NICOLA/0000-0002-5185-0924; Oriolo, Giuseppe/0000-0001-6153-9278",,,,,,,,,,,,,0929-5593,1573-7527,,,,MAY,2021,45,4,,,,,435,456,,10.1007/s10514-021-09978-5,http://dx.doi.org/10.1007/s10514-021-09978-5,,MAR 2021,,,,,,,,,,,WOS:000628732700001,View Full Record in Web of Science
J,"Burattini, E; De Gregorio, M; Rossi, S",,,,"Burattini, Ernesto; De Gregorio, Massimo; Rossi, Silvia",,,An adaptive oscillatory neural architecture for controlling behavior based robotic systems,NEUROCOMPUTING,,,,,10th Brazilian Symposium on Neural Networks (SBRN08),"OCT 26-30, 2008","Salvador, BRAZIL",,,,,,,,,,"Gregorio, Massimo/O-6616-2019; Rossi, Silvia/C-2615-2008; De Gregorio, Massimo/N-6665-2015","De Gregorio, Massimo/0000-0001-8453-1201; Rossi, Silvia/0000-0002-3379-1756",,,,,,,,,,,,,0925-2312,1872-8286,,,,OCT,2010,73,16-18,,,SI,,2829,2836,,10.1016/j.neucom.2010.03.026,http://dx.doi.org/10.1016/j.neucom.2010.03.026,,,,,,,,,,,,,WOS:000294092200005,View Full Record in Web of Science
J,"Mohanty, PK; Parhi, DR",,,,"Mohanty, Prases K.; Parhi, Dayal R.",,,A new hybrid optimization algorithm for multiple mobile robots navigation based on the CS-ANFIS approach,MEMETIC COMPUTING,,,,,,,,,,,,,,,,,"KUMAR MOHANTY, PRASES/JDM-7029-2023; Parhi, Dayal R/M-7935-2018","Parhi, Dayal R/0000-0002-2073-7136",,,,,,,,,,,,,1865-9284,1865-9292,,,,DEC,2015,7,4,,,,,255,273,,10.1007/s12293-015-0160-3,http://dx.doi.org/10.1007/s12293-015-0160-3,,,,,,,,,,,,,WOS:000368922600003,View Full Record in Web of Science
C,"Ari, EO; Erkmen, I; Erkmen, AM",,,IEEE,"Ari, EO; Erkmen, I; Erkmen, AM",,,An FACL controller architecture for a grasping snake robot,"2005 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-4",,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems,"AUG 02-06, 2005","Edmonton, CANADA","IEEE,Robot Soc Japan",,,,,,,,,"Erkmen, Ismet/AAZ-9237-2020; Erkmen, Aydan/AAE-4461-2020","Erkmen, Aydan M./0000-0002-5194-1121",,,,,,,,,,,,,,,0-7803-8912-3,,,,2005,,,,,,,3339,3344,,10.1109/IROS.2005.1545486,http://dx.doi.org/10.1109/IROS.2005.1545486,,,,,,,,,,,,,WOS:000235632103042,View Full Record in Web of Science
C,"Dalgalarrondo, A; Dufourd, D; Filliat, D",,"Gerhart, GR; Shoemaker, CM; Gage, DW",,"Dalgalarrondo, A; Dufourd, D; Filliat, D",,,Controlling the autonomy of a reconnaissance robot,UNMANNED GROUND VEHICLE TECHNOLOGY VI,Proceedings of SPIE,,,,Conference on Unmanned Ground Vehicle Technology VI,"APR 13-15, 2004","Orlando, FL",SPIE,,,,,,,,,"FILLIAT, David/ABD-6165-2020; Filliat, David/E-7993-2018","Filliat, David/0000-0002-5739-1618",,,,,,,,,,,,,0277-786X,1996-756X,0-8194-5345-5,,,,2004,5422,,,,,,314,325,,10.1117/12.547270,http://dx.doi.org/10.1117/12.547270,,,,,,,,,,,,,WOS:000224151200032,View Full Record in Web of Science
C,"MacKenzie, DC; Arkin, RC",,,"IEEE, ROBOT & AUTOMAT SOC","MacKenzie, DC; Arkin, RC",,,Behavior-based mobile manipulation for drum sampling,"1996 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, PROCEEDINGS, VOLS 1-4",IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION,,,,1996 IEEE International Conference on Robotics and Automation,"APR 22-28, 1996","MINNEAPOLIS, MN","IEEE, Robot & Automat Soc",,,,,,,,,,,,,,,,,,,,,,,1050-4729,,0-7803-2989-9,,,,1996,,,,,,,2389,2395,,,,,,,,,,,,,,,,WOS:A1996BF68P00374,View Full Record in Web of Science
J,"Tani, J; Ito, M; Sugita, Y",,,,"Tani, J; Ito, M; Sugita, Y",,,Self-organization of distributedly represented multiple behavior schemata in a mirror system: reviews of robot experiments using RNNPB,NEURAL NETWORKS,,,,,Workshop on New Developments in Self-Organizing Systems,"SEP 11-14, 2003","Hibikino, JAPAN",,,,,,,,,,"Tani, Jun/AAI-8287-2020",,,,,,,,,,,,,,0893-6080,1879-2782,,,,OCT-NOV,2004,17,8-9,,,,,1273,1289,,10.1016/j.neunet.2004.05.007,http://dx.doi.org/10.1016/j.neunet.2004.05.007,,,,,,,,15555866,,,,,WOS:000225338900018,View Full Record in Web of Science
C,"Hartanto, MI; Mutijarsa, K",,"Suhardi; Langi, AZR; Gondokaryono, YS; Arman, AA",,"Hartanto, Muhammad Isnain; Mutijarsa, Kusprasapta",,,Design and Implementation of Behavior-based Coordination System on Soccer Robot,2017 4TH INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY SYSTEMS AND INNOVATION (ICITSI),International Conference on Information Technology Systems and Innovation (ICITSI),,,,4th International Conference on Information Technology Systems and Innovation (ICITSI),"OCT 23-24, 2017","Sch Electrl Eng & Informat - ITB, Bandung, INDONESIA","IEEE,Informat Technol Res Group - ITB,Services Computing Res Group - ITB,IEEE Indonesia Sect",Sch Electrl Eng & Informat - ITB,,,,,,,,"Mutijarsa, Kusprasapta/IXD-4520-2023","Mutijarsa, Kusprasapta/0000-0001-9007-609X",,,,,,,,,,,,,2443-1451,,978-1-5386-3100-3,,,,2017,,,,,,,188,193,,,,,,,,,,,,,,,,WOS:000426919200033,View Full Record in Web of Science
C,"Vassallo, RF; Santos-Victort, J; Schneebeli, HJ",,,IEEE; IEEE,"Vassallo, RF; Santos-Victort, J; Schneebeli, HJ",,,Using motor representations for topological mapping and navigation,"2002 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-3, PROCEEDINGS",,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2002),"SEP 30-OCT 04, 2002","LAUSANNE, SWITZERLAND","IEEE Robot & Automat Soc,IEEE Ind Electr Soc,Robot Soc Japan,Soc Instruments & Control Engineers,INRIA Rhone Alpes Grenoble,EPFL Lausanne",,,,,,,,,"Vassallo, Raquel/T-4781-2019; Santos-Victor, Jose/K-2093-2012","Santos-Victor, Jose/0000-0002-9036-1728; Vassallo, Raquel/0000-0002-4762-3219",,,,,,,,,,,,,,,0-7803-7398-7,,,,2002,,,,,,,478,483,,,,,,,,,,,,,,,,WOS:000179289100079,View Full Record in Web of Science
C,"Grando, RB; de Jesus, JC; Kich, VA; Kolling, AH; Bortoluzzi, NP; Pinheiro, PM; Neto, AA; Drews, PLJ",,,IEEE,"Grando, Ricardo B.; de Jesus, Junior C.; Kich, Victor A.; Kolling, Alisson H.; Bortoluzzi, Nicolas P.; Pinheiro, Pedro M.; Neto, Armando A.; Drews, Paulo L. J., Jr.",,,Deep Reinforcement Learning for Mapless Navigation of a Hybrid Aerial Underwater Vehicle with Medium Transition,2021 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA 2021),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 30-JUN 05, 2021","Xian, PEOPLES R CHINA","IEEE,IEEE Robot & Automat Soc,So Univ Sci & Technol,Harbin Inst Technol,Xian Jiaotong Univ,Univ Toronto,Nat Sci & Engn Res Council Canada,Chinese Univ Hong Kong,DJI,Biomimet Intelligence & Robot,Toyota Res Inst,Baidu,Mech Mind Robot Technologies,Facebook AI,Nokov,Manycore,Franka Emika,Zhejiang Univ, Huzhou Inst,Jing Tian,ATI Ind Automat,Amber,Direct Drive Tech,Inceptio,Flexiv,Deeproute AI,Unitree,Waymo,Kuka,Pudu Robot,Deep Robot,Nvidia,MathWorks",,,,,,,,,"Grando, Ricardo/AEP-0163-2022; Alves Neto, Armando/G-9664-2013; Drews-Jr, Paulo/F-5478-2011","Grando, Ricardo/0000-0002-2939-5304; Alves Neto, Armando/0000-0002-4940-0377; Drews-Jr, Paulo/0000-0002-7519-0502; Costa de Jesus, Junior/0000-0002-8819-1168",,,,,,,,,,,,,1050-4729,2577-087X,978-1-7281-9077-8,,,,2021,,,,,,,1088,1094,,10.1109/ICRA48506.2021.9561188,http://dx.doi.org/10.1109/ICRA48506.2021.9561188,,,,,,,,,,,,,WOS:000765738801037,View Full Record in Web of Science
J,"Kamada, T; Oikawa, K",,,,"Kamada, T; Oikawa, K",,,Practical use of an autonomous decentralized transportation system - architecture of a behavior-based automatic guided vehicle,ADVANCED ROBOTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0169-1864,,,,,,1999,13,3,,,,,257,259,,10.1163/156855399X01279,http://dx.doi.org/10.1163/156855399X01279,,,,,,,,,,,,,WOS:000085111200018,View Full Record in Web of Science
J,"Tani, J; Nolfi, S",,,,"Tani, J; Nolfi, S",,,Learning to perceive the world as articulated: an approach for hierarchical learning in sensory-motor systems,NEURAL NETWORKS,,,,,,,,,,,,,,,,,"Tani, Jun/AAI-8287-2020",,,,,,,,,,,,,,0893-6080,1879-2782,,,,OCT-NOV,1999,12,7-8,,,,,1131,1141,,10.1016/S0893-6080(99)00060-X,http://dx.doi.org/10.1016/S0893-6080(99)00060-X,,,,,,,,12662649,,,,,WOS:000082693100013,View Full Record in Web of Science
J,"Palanca, J; Rincon, JA; Carrascosa, C; Julian, VJ; Terrasa, A",,,,"Palanca, Javier; Andres Rincon, Jaime; Carrascosa, Carlos; Javier Julian, Vicente; Terrasa, Andres",,,Flexible Agent Architecture: Mixing Reactive and Deliberative Behaviors in SPADE,ELECTRONICS,,,,,,,,,,,,,,,,,"Palanca, Javier/P-7523-2019; Arango, Jaime/P-7179-2019; Carrascosa, Carlos/L-5463-2013; Julian, Vicente/K-6029-2013","Carrascosa, Carlos/0000-0003-3649-6530; Rincon Arango, Jaime Andres/0000-0003-1153-0616; Palanca, Javier/0000-0002-6209-9603; Julian, Vicente/0000-0002-2743-6037; Terrasa, Andres/0000-0003-1991-1691",,,,,,,,,,,,,,2079-9292,,,,FEB,2023,12,3,,,,,,,659,10.3390/electronics12030659,http://dx.doi.org/10.3390/electronics12030659,,,,,,,,,,,,,WOS:000933823600001,View Full Record in Web of Science
J,"Lin, HI; Chiang, YP",,,,"Lin, Hsien-I; Chiang, Y. P.",,,Understanding Human Hand Gestures for Learning Robot Pick-and-Place Tasks,INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS,,,,,,,,,,,,,,,,,"Lin, Hsien-I/GPW-8803-2022","Lin, Hsien-I/0000-0002-6195-3353",,,,,,,,,,,,,1729-8814,,,,,MAY 6,2015,12,,,,,,,,49,10.5772/60093,http://dx.doi.org/10.5772/60093,,,,,,,,,,,,,WOS:000354947800001,View Full Record in Web of Science
C,"Albiez, J; Luksch, T; Berns, K; Dillmann, R",,"Kimura, H; Tsuchiya, K; Ishiguro, A; Witte, H",,"Albiez, J; Luksch, T; Berns, K; Dillmann, R",,,A behaviour network concept for controlling walking machines,ADAPTIVE MOTION OF ANIMALS AND MACHINES,,,,,International Symposium on Adaptive Motion of Animals and Machines (AMAM),"MAR, 2003","Kyoto, JAPAN",,,,,,,,,,,,,,,,,,,,,,,,,,4-431-24164-7,,,,2006,,,,,,,237,+,,10.1007/4-431-31381-8_21,http://dx.doi.org/10.1007/4-431-31381-8_21,,,,,,,,,,,,,WOS:000235303600021,View Full Record in Web of Science
C,"Neranon, P",,,IEEE,"Neranon, Paramin",,,Robot-to-Human Object Handover using a Behavioural Control Strategy,"2018 IEEE 5TH INTERNATIONAL CONFERENCE ON SMART INSTRUMENTATION, MEASUREMENT AND APPLICATION (ICSIMA)",,,,,"5th IEEE International Conference on Smart Instrumentation, Measurement and Application (ICSIMA)","NOV 28-30, 2018","Songkla, THAILAND","IEEE,Toyota Tsusho Nexty Elect Thailand Co Ltd,Unimap,UPM,Int Islam Univ Malaysia,IEEE Malaysia Sect,Univ Teknologi Malaysia,Univ Kuala Lumpur,Univ Teknologi Mara,Prince Songkla Univ",,,,,,,,,,,,,,,,,,,,,,,,,978-1-5386-6288-5,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,WOS:000470704600040,View Full Record in Web of Science
C,"Selekwa, MF; Collins, EG",,,IEEE; IEEE,"Selekwa, MF; Collins, EG",,,Centralized fuzzy behavior control for robot navigation,PROCEEDINGS OF THE 2003 IEEE INTERNATIONAL SYMPOSIUM ON INTELLIGENT CONTROL,,,,,IEEE International Symposium on Intelligent Control,"OCT 05-08, 2003","HOUSTON, TX",IEEE Contrl Syst Soc,,,,,,,,,"Collins, Frank/A-7444-2012",,,,,,,,,,,,,,,,0-7803-7891-1,,,,2003,,,,,,,602,607,,,,,,,,,,,,,,,,WOS:000188359900104,View Full Record in Web of Science
J,"Hu, HS; Gu, DB",,,,"Hu, HS; Gu, DB",,,Reactive behaviours and agent architecture for Sony legged robots to play football,INDUSTRIAL ROBOT-THE INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH AND APPLICATION,,,,,,,,,,,,,,,,,"Hu, Huosheng/G-1758-2010","Hu, Huosheng/0000-0001-5797-1412; Gu, Dongbing/0000-0002-0986-2921",,,,,,,,,,,,,0143-991X,1758-5791,,,,,2001,28,1,,,,,45,53,,10.1108/01439910110365421,http://dx.doi.org/10.1108/01439910110365421,,,,,,,,,,,,,WOS:000166553500010,View Full Record in Web of Science
J,"Gomi, T",,,,"Gomi, T",,,New AI and service robots,INDUSTRIAL ROBOT-AN INTERNATIONAL JOURNAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0143-991X,,,,,,2003,30,2,,,,,123,138,,10.1108/01439910310464140,http://dx.doi.org/10.1108/01439910310464140,,,,,,,,,,,,,WOS:000182127400003,View Full Record in Web of Science
C,"Pettinaro, GC",,,IEEE; IEEE,"Pettinaro, GC",,,Knowledge or reactivity: Where is the right trade-off for an artificial mind?,RO-MAN'99: 8TH IEEE INTERNATIONAL WORKSHOP ON ROBOT AND HUMAN INTERACTION,,,,,8th IEEE International Workshop on Robot and Human Interaction (RO-MAN 99),"SEP 27-29, 1999","PISA, ITALY","Scuola Superiore S Anna,Robot Soc Japan,IEEE Ind Electr Soc,IEEE Robot & Automat Soc,Soc Instrument & Control Engineers,New Technol Fdn",,,,,,,,,,,,,,,,,,,,,,,,,0-7803-5841-4,,,,1999,,,,,,,23,28,,10.1109/ROMAN.1999.900305,http://dx.doi.org/10.1109/ROMAN.1999.900305,,,,,,,,,,,,,WOS:000172674700007,View Full Record in Web of Science
C,"Bosse, S; Behrmann, T",,"Schmid, U; SanchezRojas, JL; LeesterSchaedel, M",,"Bosse, Stefan; Behrmann, Thomas",,,Smart Energy Management and Low-Power Design of Sensor and Actuator Nodes on Algorithmic Level for Self-Powered Sensorial Materials and Robotics,"SMART SENSORS, ACTUATORS, AND MEMS V",Proceedings of SPIE,,,,"Conference on Smart Sensors, Actuators, and MEMS V","APR 18-20, 2011","Prague, CZECH REPUBLIC",SPIE,,,,,,,,,"Bosse, Stefan/IYJ-1609-2023","Bosse, Stefan/0000-0002-8774-6141",,,,,,,,,,,,,0277-786X,1996-756X,978-0-81948-655-4,,,,2011,8066,,,,,,,,806619,10.1117/12.888124,http://dx.doi.org/10.1117/12.888124,,,,,,,,,,,,,WOS:000292764300043,View Full Record in Web of Science
J,"Yang, HS; Chung, JY; Ryu, BS; Lee, JH",,,,"Yang, HS; Chung, JY; Ryu, BS; Lee, JH",,,CAIR-2 - Intelligent mobile robot for guidance and delivery,AI MAGAZINE,,,,,,,,,,,,,,,,,"Yang, Hyun/C-1984-2011",,,,,,,,,,,,,,0738-4602,,,,,SPR,1995,17,1,,,,,47,53,,,,,,,,,,,,,,,,WOS:A1995UB77000005,View Full Record in Web of Science
J,"Aguirre, E; González, A",,,,"Aguirre, E; González, A",,,Integrating fuzzy topological maps and fuzzy geometric maps for behavior-based robots,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,,,,,,,,,,,,,,,,,"Aguirre, Eugenio/C-6860-2012; Gonzalez Munoz, Antonio/C-2427-2012","Aguirre, Eugenio/0000-0002-6706-8232; Gonzalez Munoz, Antonio/0000-0001-8889-7593",,,,,,,,,,,,,0884-8173,1098-111X,,,,MAR,2002,17,3,,,,,333,368,,10.1002/int.10025,http://dx.doi.org/10.1002/int.10025,,,,,,,,,,,,,WOS:000174190500005,View Full Record in Web of Science
C,"Li, W",,,IEEE,"Li, Wei",,,Moth plume-tracing derived algorithm for identifying chemical source in near-shore ocean environments,"2007 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-9",,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems,"OCT 29-NOV 02, 2007","San Diego, CA","IEEE,RSJ",,,,,,,,,,,,,,,,,,,,,,,,,978-1-4244-0912-9,,,,2007,,,,,,,2168,2173,,,,,,,,,,,,,,,,WOS:000254073201121,View Full Record in Web of Science
J,"Heng, TCH; Kuno, Y; Shirai, Y",,,,"Heng, TCH; Kuno, Y; Shirai, Y",,,Active sensor fusion for collision avoidance in behaviour-based mobile robots,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,,,,,,,,,,,,,,,,,"Kuno, Yoshinori/B-3014-2012","Kuno, Yoshinori/0000-0001-9719-9367",,,,,,,,,,,,,1745-1361,,,,,MAY,1998,E81D,5,,,,,448,456,,,,,,,,,,,,,,,,WOS:000073867000005,View Full Record in Web of Science
C,"De Silva, DI; Kaluthanthri, IU; Sudaraka, KS; Karunarathna, UPD; Jayalath, JMTI",,,IEEE,"De Silva, D. I.; Kaluthanthri, I. U.; Sudaraka, K. S.; Karunarathna, U. P. D.; Jayalath, J. M. T. I.",,,Scylax - Preference based Personalized Tour Planner with Virtual Reality,2016 IEEE INTERNATIONAL CONFERENCE ON INFORMATION AND AUTOMATION FOR SUSTAINABILITY (ICIAFS): INTEROPERABLE SUSTAINABLE SMART SYSTEMS FOR NEXT GENERATION,International Conference on Information and Automation for Sustainability,,,,8th IEEE International Conference on Information and Automation for Sustainability (ICIAfS) - Interoperable Sustainable Smart Systems for Next Generation,"DEC 16-19, 2016","Univ Ruhuna, Fac Engn, Galle, SRI LANKA","IEEE,IEEE Ind Elect Soc,IEEE Power & Energy Soc,IEEE Robot & Automat Soc,IEEE Sri Lanka Sect,CODEGEN,A T A Int Pvt Ltd,Lab Equipment Co Pvt Ltd,SAVIDZONE","Univ Ruhuna, Fac Engn",,,,,,,,,,,,,,,,,,,,,,2151-1802,,978-1-5090-6132-7,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,WOS:000404445000035,View Full Record in Web of Science
J,"Atta, D; Subudhi, B",,,,"Atta, Debabrata; Subudhi, Bidyadhar",,,DECENTRALIZED FORMATION CONTROL OF MULTIPLE AUTONOMOUS UNDERWATER VEHICLES,INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,,,,,,,,,,,,,,,,,"Subudhi, Bidyadhar/AAS-7802-2020; Subudhi, Bidyadhar/F-1361-2018","Subudhi, Bidyadhar/0000-0003-4383-6783",,,,,,,,,,,,,0826-8185,1925-7090,,,,,2013,28,4,,,,,303,310,,10.2316/Journal.206.2013.4.206-3613,http://dx.doi.org/10.2316/Journal.206.2013.4.206-3613,,,,,,,,,,,,,WOS:000326141600001,View Full Record in Web of Science
S,"Holland, O",,"Iida, F; Pfeifer, R; Steels, L; Kuniyoshi, Y",,"Holland, O",,,The future of embodied artificial intelligence: Machine consciousness?,EMBODIED ARTIFICIAL INTELLIGENCE,Lecture Notes in Artificial Intelligence,,,,International Seminar on Embodied Artificial Intelligence,"JUL 07-11, 2003","Dagstuhl Castle, GERMANY",,,,,,,,,,,,,,,,,,,,,,,,0302-9743,1611-3349,3-540-22484-X,,,,2004,3139,,,,,,37,53,,,,,,,,,,,,,,,,WOS:000223093000003,View Full Record in Web of Science
C,"de Souza, C Jr; Manoni, T; Ferrante, E",,"Dorigo, M; Hamann, H; Lopez-Ibanez, M; Garcia-Nieto, J; Engelbrecht, A; Pinciroli, C; Strobel, V; Camacho-Villalon, C",,"de Souza, Cristino, Jr.; Manoni, Tiziano; Ferrante, Eliseo",,,Constant Bearing Flocking,"SWARM INTELLIGENCE, ANTS 2022",Lecture Notes in Computer Science,,,,13th International Conference on Swarm Intelligence (ANTS),"NOV 02-04, 2022","Univ Malaga, Malaga, SPAIN",,Univ Malaga,,,,,,,,"Ferrante, Eliseo/S-7877-2017","Ferrante, Eliseo/0000-0002-2213-8356",,,,,,,,,,,,,0302-9743,1611-3349,978-3-031-20175-2; 978-3-031-20176-9,,,,2022,13491,,,,,,300,307,,10.1007/978-3-031-20176-9_26,http://dx.doi.org/10.1007/978-3-031-20176-9_26,,,,,,,,,,,,,WOS:001351102300026,View Full Record in Web of Science
C,"Endo, Y; Arkin, RC",,,IEEE; IEEE,"Endo, Y; Arkin, RC",,,Anticipatory robot navigation by simultaneously localizing and building a cognitive map,"IROS 2003: PROCEEDINGS OF THE 2003 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-4",,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems,"OCT 27-31, 2003","LAS VEGAS, NV","IEEE Robot & Automat Soc,IEEE Ind Elect Soc,Robot Soc Japan,Soc Instruments & Control Engineers,New Technol Fdn",,,,,,,,,,,,,,,,,,,,,,,,,0-7803-7860-1,,,,2003,,,,,,,460,466,,,,,,,,,,,,,,,,WOS:000187883300076,View Full Record in Web of Science
J,"Arkin, RC; Ulam, P; Wagner, AR",,,,"Arkin, Ronald Craig; Ulam, Patrick; Wagner, Alan R.",,,"Moral Decision Making in Autonomous Systems: Enforcement, Moral Emotions, Dignity, Trust, and Deception",PROCEEDINGS OF THE IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0018-9219,1558-2256,,,,MAR,2012,100,3,,,,,571,589,,10.1109/JPROC.2011.2173265,http://dx.doi.org/10.1109/JPROC.2011.2173265,,,,,,,,,,,,,WOS:000300507100003,View Full Record in Web of Science
J,"Ismail, ZH; Hamami, MGM",,,,"Ismail, Zool Hilmi; Hamami, Mohd Ghazali Mohd",,,Systematic Literature Review of Swarm Robotics Strategies Applied to Target Search Problem with Environment Constraints,APPLIED SCIENCES-BASEL,,,,,,,,,,,,,,,,,"Mohd Hamami, Mohd Ghazali/AAS-1638-2021; Ismail, Zool Hilmi/A-8481-2011","Mohd Hamami, Mohd Ghazali/0000-0002-2644-4828; Ismail, Zool Hilmi/0000-0002-5918-636X",,,,,,,,,,,,,,2076-3417,,,,MAR,2021,11,5,,,,,,,2383,10.3390/app11052383,http://dx.doi.org/10.3390/app11052383,,,,,,,,,,,,,WOS:000627960700001,View Full Record in Web of Science
