Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Xiu, CJ; Chen, H",,"Liu, H; Ding, H; Xiong, Z; Zhu, X",,"Xiu, CaiJing; Chen, Hui",,,A Behavior-Based Path Planning for Autonomous Vehicle,"INTELLIGENT ROBOTICS AND APPLICATIONS, PT II",Lecture Notes in Artificial Intelligence,,,,3rd International Conference on Intelligent Robotics and Applications (ICIRA),"NOV 10-12, 2010","Shanghai, PEOPLES R CHINA",,,,,,,,,,,,,,,,,,,,,,,,0302-9743,,978-3-642-16586-3,,,,2010,6425,,,,,,1,9,,,,,,,,,,,,,,,,WOS:000324736100001,View Full Record in Web of Science
C,"Sukhatme, GS; Montgomery, JF; Mataric, MJ",,"McKee, GT; Schenker, PS",,"Sukhatme, GS; Montgomery, JF; Mataric, MJ",,,Design and implementation of a mechanically heterogeneous robot group,SENSOR FUSION AND DECENTRALIZED CONTROL IN ROBOTIC SYSTEMS II,PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE),,,,Sensor Fusion and Decentralized Control in Robotic Systems II Conference,"SEP 19-20, 1999","BOSTON, MA",SPIE,,,,,,,,,,,,,,,,,,,,,,,0277-786X,,0-8194-3432-9,,,,1999,3839,,,,,,122,133,,10.1117/12.360332,http://dx.doi.org/10.1117/12.360332,,,,,,,,,,,,,WOS:000083488800013,View Full Record in Web of Science
J,"Zhou, YJ; Wang, T; Wang, TH; Lei, XK; Peng, XG",,,,"Zhou, Yongjian; Wang, Tao; Wang, Tonghao; Lei, Xiaokang; Peng, Xingguang",,,Anticipation promotes the velocity alignment in collective motion,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,,,,,,,,,,,,,,,,,"Lei, Xiaokang/CAH-1051-2022; Wang, Tonghao/AAX-8514-2021; Peng, Xingguang/ABA-1167-2020","Lei, Xiaokang/0000-0003-0517-6606; Wang, Tao/0000-0002-3236-0620; Peng, Xingguang/0000-0001-8483-5432",,,,,,,,,,,,,0378-4371,1873-2119,,,,MAR 1,2024,637,,,,,,,,129601,10.1016/j.physa.2024.129601,http://dx.doi.org/10.1016/j.physa.2024.129601,,FEB 2024,,,,,,,,,,,WOS:001187974900001,View Full Record in Web of Science
J,"Butler, Z; Hays, J",,,,"Butler, Zack; Hays, Jacob",,,Task allocation for reconfigurable teams,ROBOTICS AND AUTONOMOUS SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0921-8890,1872-793X,,,,JUN,2015,68,,,,,,59,71,,10.1016/j.robot.2015.02.001,http://dx.doi.org/10.1016/j.robot.2015.02.001,,,,,,,,,,,,,WOS:000352669500006,View Full Record in Web of Science
S,"Scerri, P; Coradeschi, S; Törne, A",,"Asada, M; Kitano, H",,"Scerri, P; Coradeschi, S; Törne, A",,,A user oriented system for developing behavior based agents,ROBOCUP-98: ROBOT SOCCER WORLD CUP II,LECTURE NOTES IN ARTIFICIAL INTELLIGENCE,,,,"2nd Robot World Cup Conference (RoboCup-98), at the FIFA World Cup","JUL 02-09, 1998","CITE SCI & IND, PARIS, FRANCE","Sony Corp,NAMCO Ltd,SUNX Ltd",CITE SCI & IND,,,,,,,,,,,,,,,,,,,,,,0302-9743,,3-540-66320-7,,,,1999,1604,,,,,,173,186,,,,,,,,,,,,,,,,WOS:000087616500014,View Full Record in Web of Science
C,"Gonçalves, A; Godinho, A; Sequeira, J",,"Zaytoon, J; Ferrier, JL; Cetto, JA; Filipe, J",,"Goncalves, Andre; Godinho, Andre; Sequeira, Joao",,,Low cost sensing for autonomous car driving in highways,"ICINCO 2007: PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS, VOL RA-2: ROBOTICS AND AUTOMATION, VOL 2",,,,,"4th International Conference on Informatics in Control, Automation and Robotics","MAY 09-12, 2007","Angers, FRANCE","Inst Syst & Technol Informat, Control & Commun,Univ Angers,Int Federat Automat Control,GDR MACS,CNRS,EEA,Assoc Advancement Artificial Intelligence",,,,,,,,,"Sequeira, Joao/F-9728-2010","Sequeira, Joao/0000-0002-6706-5365",,,,,,,,,,,,,,,978-972-8865-83-2,,,,2007,,,,,,,370,377,,,,,,,,,,,,,,,,WOS:000252643500056,View Full Record in Web of Science
J,"Ahmad, MI; Mubin, O; Shahid, S; Orlando, J",,,,"Ahmad, Muneeb Imtiaz; Mubin, Omar; Shahid, Suleman; Orlando, Joanne",,,Robot's adaptive emotional feedback sustains children's social engagement and promotes their vocabulary learning: a long-term child-robot interaction study,ADAPTIVE BEHAVIOR,,,,,,,,,,,,,,,,,"Ahmad, Muneeb/AAF-8450-2020; Orlando, Joanne/LWH-5604-2024",,,,,,,,,,,,,,1059-7123,1741-2633,,,,AUG,2019,27,4,,,,,243,266,,10.1177/1059712319844182,http://dx.doi.org/10.1177/1059712319844182,,,,,,,,,,,,,WOS:000475457000002,View Full Record in Web of Science
C,"Rahman, N; Zia-Ul-Haq, QSM; Ihsan-Ul-Haq",,,IEEE,"Rahman, Nasir; Zia-Ul-Haq, Qazi S. M.; Ihsan-Ul-Haq",,,Design and coordination of reactive behaviours for tracking multiple targets in an unstructured environment,"Second International Conference on Emerging Technologies 2006, Proceedings",,,,,2nd International Conference on Emerging Technologies,"NOV 13-14, 2006","Peshawar, PAKISTAN","IEEE,ICET,NWFP Univ Engn & Technol",,,,,,,,,,,,,,,,,,,,,,,,,978-1-4244-0503-9,,,,2006,,,,,,,636,642,,10.1109/ICET.2006.335981,http://dx.doi.org/10.1109/ICET.2006.335981,,,,,,,,,,,,,WOS:000245716900106,View Full Record in Web of Science
C,"Marti, J; Batlle, J; Casals, A",,,IEEE,"Marti, J; Batlle, J; Casals, A",,,Model-based objects recognition in industrial environments for autonomous vehicles control,"1997 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION - PROCEEDINGS, VOLS 1-4",IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION,,,,1997 IEEE International Conference on Robotics and Automation (ICRA97) - Teaming to Make an Impact,"APR 20-25, 1997","ALBUQUERQUE, NM","IEEE, Robot & Automat Soc",,,,,,,,,"Casals, Ariadna/C-7006-2009","Casals, Alicia/0000-0003-4706-5533",,,,,,,,,,,,,1050-4729,,0-7803-3613-5,,,,1997,,,,,,,1632,1637,,,,,,,,,,,,,,,,WOS:A1997BJ42X00259,View Full Record in Web of Science
C,"Xu, XD; Luo, Y; Kong, WX",,"Tan, J; Wen, X",,"Xu, Xiaodong; Luo, Yuan; Kong, Weixi",,,Monocular Vision for Intelligent Wheelchair Indoor Navigation Based on Natural Landmark Matching,6TH INTERNATIONAL SYMPOSIUM ON PRECISION ENGINEERING MEASUREMENTS AND INSTRUMENTATION,Proceedings of SPIE,,,,6th International Symposium on Precision Engineering Measurements and Instrumentation,"AUG 08-11, 2010","Hangzhou, PEOPLES R CHINA","Int Comm Measurements & Instrumentat,Natl Nat Sci Fdn China,Chinese Soc Measurement,China Instrument Soc,Harbin Inst Technol,SPIE,China Jiliang Univ,Hefei Univ Technol",,,,,,,,,,,,,,,,,,,,,,,0277-786X,1996-756X,978-0-81947-940-2,,,,2010,7544,,,,,,,,75443F,10.1117/12.885245,http://dx.doi.org/10.1117/12.885245,,,,,,,,,,,,,WOS:000290255700122,View Full Record in Web of Science
J,"Cressman, J; Pokharna, R; Newman, W",,,,"Cressman, Joseph; Pokharna, Rahul; Newman, Wyatt",,,Compliant robotic behaviors for satellite servicing,FRONTIERS IN ROBOTICS AND AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296-9144,,,,,JUL 18,2023,10,,,,,,,,1124207,10.3389/frobt.2023.1124207,http://dx.doi.org/10.3389/frobt.2023.1124207,,,,,,,,37533424,,,,,WOS:001041015900001,View Full Record in Web of Science
J,"Manzotti, R; Tagliasco, V",,,,"Manzotti, R; Tagliasco, V",,,From behaviour-based robots to motivation-based robots,ROBOTICS AND AUTONOMOUS SYSTEMS,,,,,,,,,,,,,,,,,,"Manzotti, Riccardo/0000-0001-8634-5250",,,,,,,,,,,,,0921-8890,,,,,MAY 31,2005,51,2-3,,,,,175,190,,10.1016/j.robot.2004.10.004,http://dx.doi.org/10.1016/j.robot.2004.10.004,,,,,,,,,,,,,WOS:000228775900007,View Full Record in Web of Science
J,"Hentout, A; Bouzouia, B; Toukal, Z",,,,"Hentout, A.; Bouzouia, B.; Toukal, Z.",,,Multi-agent Architecture Model for Driving Mobile Manipulator Robots,INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS,,,,,,,,,,,,,,,,,,"Hentout, Abdelfetah/0000-0003-3851-7745",,,,,,,,,,,,,1729-8814,,,,,SEP,2008,5,3,,,,,257,268,,,,,,,,,,,,,,,,WOS:000264063000005,View Full Record in Web of Science
C,"Kubitz, O; Berger, MO; Perlick, M; Dumoulin, R",,,IEEE,"Kubitz, O; Berger, MO; Perlick, M; Dumoulin, R",,,Application of radio frequency identification devices to support navigation of autonomous mobile robots,"1997 IEEE 47TH VEHICULAR TECHNOLOGY CONFERENCE PROCEEDINGS, VOLS 1-3: TECHNOLOGY IN MOTION",IEEE VEHICULAR TECHNOLOGY CONFERENCE PROCEEDINGS,,,,IEEE 47th Vehicular Technology Conference - Technology in Motion (VTC 97),"MAY 04-07, 1997","PHOENIX, AZ",IEEE Vehicular Technol Soc,,,,,,,,,,,,,,,,,,,,,,,1090-3038,,0-7803-3660-7,,,,1997,,,,,,,126,130,,,,,,,,,,,,,,,,WOS:A1997BJ08S00026,View Full Record in Web of Science
C,"Ben Lamine, K; Kabanza, F",,,IEEE COMPUTER SOCIETY; IEEE COMPUTER SOCIETY,"Ben Lamine, K; Kabanza, F",,,History checking of temporal fuzzy logic formulas for monitoring behavior-based mobile robots,"12TH IEEE INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE, PROCEEDINGS",Proceedings-International Conference on Tools With Artificial Intelligence,,,,12th IEEE International Conference on Tools with Artificial Intelligence (ICTAI 2000),"NOV 13-15, 2000","VANCOUVER, CANADA",IEEE Comp Soc,,,,,,,,,,,,,,,,,,,,,,,1082-3409,,0-7695-0909-6; 0-7695-0910-X,,,,2000,,,,,,,312,319,,10.1109/TAI.2000.889888,http://dx.doi.org/10.1109/TAI.2000.889888,,,,,,,,,,,,,WOS:000165966400050,View Full Record in Web of Science
C,"Ravangard, M",,,IEEE,"Ravangard, Mehdi",,,Fuzzy Behavior Based Mobile Robot Navigation,2015 4th Iranian Joint Congress on Fuzzy and Intelligent Systems (CFIS),,,,,4th Iranian Joint Congress on Fuzzy and Intelligent Systems (CFIS),"SEP 09-11, 2015","Zahedan, IRAN",,,,,,,,,,,,,,,,,,,,,,,,,,978-1-4673-8545-9,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,WOS:000380585700014,View Full Record in Web of Science
C,"Senoo, T; Murakami, K; Ishikawa, M",,,IEEE,"Senoo, Taku; Murakami, Kenichi; Ishikawa, Masatoshi",,,Deformable Robot Behavior based on the Standard Linear Solid Model,2017 IEEE CONFERENCE ON CONTROL TECHNOLOGY AND APPLICATIONS (CCTA 2017),,,,,1st Annual IEEE Conference on Control Technology and Applications,"AUG 27-30, 2017",HI,"IEEE,CSS,IEEE Robot & Automat Soc,SICE",,,,,,,,,"Senoo, Taku/AAT-8552-2020","Ishikawa, Masatoshi/0000-0002-6096-830X",,,,,,,,,,,,,,,978-1-5090-2182-6,,,,2017,,,,,,,746,751,,,,,,,,,,,,,,,,WOS:000426981500121,View Full Record in Web of Science
C,"Sonnekalb, T; Lucia, S",,,IEEE,"Sonnekalb, Tim; Lucia, Sergio",,,Smart Hot Water Control with Learned Human Behavior for Minimal Energy Consumption,2019 IEEE 5TH WORLD FORUM ON INTERNET OF THINGS (WF-IOT),,,,,5th IEEE World Forum on Internet of Things (IEEE WF-IoT),"APR 15-19, 2019","Univ Limerick, Elect & Comp Engn Dept, Limerick, IRELAND","IEEE,Univ Limerick,IEEE Commun Soc,IEEE Consumer Elect Soc,IEEE Reliabil Soc,IEEE Sensors Council,IEEE Signal Proc Soc,IEEE Stand Assoc,IEEE Control Syst Soc,IEEE Council Elect Design Automat,IEEE Council RFID,IEEE Electromagnet Compatibil Soc,IEEE Elect Devices Soc,IEEE Elect Packaging Soc,IEEE Ind Elect Soc,IEEE Microwave Theory & Tech Soc,IEEE Power & Energy Soc,IEEE Power Elect Soc,IEEE Robot & Automat Soc,IEEE Soc Social Implicat Technol,IEEE Vehicular Technol Soc,Sci Fdn Ireland,Analog Devices Inc,InterTradeIreland,Failte Ireland,SUGA Int Holdings Ltd,Sensors Journal","Univ Limerick, Elect & Comp Engn Dept",,,,,,,,"Lucia, Sergio/H-7716-2019","Lucia, Sergio/0000-0002-3347-5593",,,,,,,,,,,,,,,978-1-5386-4980-0,,,,2019,,,,,,,572,577,,10.1109/wf-iot.2019.8767171,http://dx.doi.org/10.1109/wf-iot.2019.8767171,,,,,,,,,,,,,WOS:000492865800106,View Full Record in Web of Science
C,"Billing, EA",,"Filipe, J; Fred, A; Sharp, B",,"Billing, Erik A.",,,COGNITIVE PERSPECTIVES ON ROBOT BEHAVIOR,"ICAART 2010: PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON AGENTS AND ARTIFICIAL INTELLIGENCE, VOL 2: AGENTS",,,,,2nd International Conference on Agents and Artificial Intelligence (ICAART 2010),"JAN 22-24, 2010","Valencia, SPAIN",,,,,,,,,,"Billing, Erik/AAC-5790-2019","Billing, Erik/0000-0002-6568-9342",,,,,,,,,,,,,,,978-989-674-022-1,,,,2010,,,,,,,373,382,,,,,,,,,,,,,,,,WOS:000392361900064,View Full Record in Web of Science
J,"Handri, S; Nomura, S; Nakamura, K",,,,"Handri, S.; Nomura, S.; Nakamura, K.",,,Determination of Age and Gender Based on Features of Human Motion Using AdaBoost Algorithms,INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS,,,,,,,,,,,,,,,,,"Santoso, Handri/GLU-4281-2022","Nomura, Shusaku/0000-0003-2815-3968; Santoso, Handri/0000-0002-3265-8179",,,,,,,,,,,,,1875-4791,1875-4805,,,,AUG,2011,3,3,,,,,233,241,,10.1007/s12369-010-0089-0,http://dx.doi.org/10.1007/s12369-010-0089-0,,,,,,,,,,,,,WOS:000208894000004,View Full Record in Web of Science
B,"Rutkowska, JC",,"Moran, F; Moreno, A; Merelo, JJ; Chacon, P",,"Rutkowska, JC",,,Can development be designed? What we may learn from the Cog Project,ADVANCES IN ARTIFICIAL LIFE,LECTURE NOTES IN ARTIFICIAL INTELLIGENCE,,,,3rd European Conference on Artificial Life,"JUN 04-06, 1995","GRANADA, SPAIN","ISSOL,Spanish RIG IEEE Neural Networks Council,Silicon Graph Spain,IBM Spain,Parque Cienc Granada",,,,,,,,,,,,,,,,,,,,,,,,,3-540-59496-5,,,,1995,929,,,,,,383,395,,,,,,,,,,,,,,,,WOS:A1995BF02F00029,View Full Record in Web of Science
C,"Idei, H; Murata, S; Chen, YW; Yamashita, Y; Tani, J; Ogata, T",,,IEEE,"Idei, Hayato; Murata, Shingo; Chen, Yiwen; Yamashita, Yuichi; Tani, Jun; Ogata, Tetsuya",,,Reduced Behavioral Flexibility by Aberrant Sensory Precision in Autism Spectrum Disorder: A Neurorobotics Experiment,2017 THE SEVENTH JOINT IEEE INTERNATIONAL CONFERENCE ON DEVELOPMENT AND LEARNING AND EPIGENETIC ROBOTICS (ICDL-EPIROB),Joint IEEE International Conference on Development and Learning and Epigenetic Robotics ICDL-EpiRob,,,,7th joint IEEE International Conference on Development Learning and Epigenetic Robotic (IEEE ICDL-EpiRob),"SEP 18-21, 2017","Univ Lisbon, Inst Super Tecnico, Lisbon, PORTUGAL","IEEE Computat Intelligence Soc,Inst Syst & Robot,Univ Lisboa, Mind Brain Coll,Fundacao Ciencia Tecnologia,Robot Brain & Cognit Res Infrastructure Lab","Univ Lisbon, Inst Super Tecnico",,,,,,,,"Murata, Shingo/IXN-6904-2023; Tani, Jun/AAI-8287-2020; Idei, Hayato/AAI-9321-2020; Chen, Yiwen/IUP-2419-2023","Ogata, Tetsuya/0000-0001-7015-0379; Idei, Hayato/0000-0003-3368-2901",,,,,,,,,,,,,2161-9484,,978-1-5386-3715-9,,,,2017,,,,,,,271,276,,,,,,,,,,,,,,,,WOS:000491967600037,View Full Record in Web of Science
C,"Esposito, JM; Kim, J; Kumar, V",,"Erdmann, M; Hsu, D; Overmars, M; VanDerStappen, F",,"Esposito, JM; Kim, J; Kumar, V",,,Adaptive RRTs for validating hybrid robotic control systems,ALGORITHMIC FOUNDATIONS OF ROBOTICS VI,Springer Tracts in Advanced Robotics,,,,6th International Workshop on Algorithmic Foundations of Robotics,"JUL 11-13, 2004","Zeist, NETHERLANDS","Utrecht Univ,Dutch Org Sci Res",,,,,,,,,,,,,,,,,,,,,,,1610-7438,1610-742X,3-540-25728-4,,,,2005,17,,,,,,107,121,,,,,,,,,,,,,,,,WOS:000231865200009,View Full Record in Web of Science
J,"López, OJR",,,,"Romero Lopez, Oscar Javier",,,An evolutionary behavioral model for decision making,ADAPTIVE BEHAVIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059-7123,1741-2633,,,,DEC,2011,19,6,,,,,451,475,,10.1177/1059712311419680,http://dx.doi.org/10.1177/1059712311419680,,,,,,,,,,,,,WOS:000297478400004,View Full Record in Web of Science
J,"Lee, M",,,,"Lee, M",,,Evolution of behaviors in autonomous robot using artificial neural network and genetic algorithm,INFORMATION SCIENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0020-0255,1872-6291,,,,OCT 1,2003,155,1-2,,,,,43,60,,10.1016/S0020-0255(03)00125-7,http://dx.doi.org/10.1016/S0020-0255(03)00125-7,,,,,,,,,,,,,WOS:000185636300003,View Full Record in Web of Science
J,"Das, MS; Sanyal, S; Mandal, S",,,,"Das, Madhu Sudan; Sanyal, Sourish; Mandal, Sanjoy",,,Navigation of Multiple Robots in Formative Manner in an Unknown Environment using Artificial Potential Field Based Path Planning Algorithm,AIN SHAMS ENGINEERING JOURNAL,,,,,,,,,,,,,,,,,"Mandal, Sanjoy/GLR-8125-2022",,,,,,,,,,,,,,2090-4479,2090-4495,,,,SEP,2022,13,5,,,,,,,101675,10.1016/j.asej.2021.101675,http://dx.doi.org/10.1016/j.asej.2021.101675,,JAN 2022,,,,,,,,,,,WOS:000799710000011,View Full Record in Web of Science
S,"Piaggio, M; Sgorbissa, A",,"Lamma, E; Mello, P",,"Piaggio, M; Sgorbissa, A",,,Real-time motion planning in autonomous vehicles: A hybrid approach,AI*IA 99: ADVANCES IN ARTIFICIAL INTELLIGENCE,LECTURE NOTES IN ARTIFICIAL INTELLIGENCE,,,,6th Congress of the Italian-Association-for-Artificial-Intelligence (AI*IA),"SEP 14-17, 1999","BOLOGNA, ITALY",Italian Assoc Artificial Intelligence,,,,,,,,,,"Sgorbissa, Antonio/0000-0001-7789-4311",,,,,,,,,,,,,0302-9743,,3-540-67350-4,,,,2000,1792,,,,,,368,379,,,,,,,,,,,,,,,,WOS:000170556300032,View Full Record in Web of Science
