Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Berman, S; Edan, Y; Jamshidi, M",,,IEEE; IEEE; IEEE,"Berman, S; Edan, Y; Jamshidi, M",,,"A foraging group of autonomous, mobile robots - Implementation of hierarchical fuzzy behavior-based control",21ST IEEE CONVENTION OF THE ELECTRICAL AND ELECTRONIC ENGINEERS IN ISRAEL - IEEE PROCEEDINGS,,,,,21st IEEE Convention of the Electrical and Electronic Engineers in Israel,"APR 11-12, 2000","TEL AVIV, ISRAEL","IEEE,Applied Mat Israel,Motorola Commun Israel,Check Point,Israel Elect Corp,Intel,Comverse,Omikron Delta,Tel Aviv Univ,Ben Gurion Univ,Technion,Gordon Ctr Energy Studies,Ctr Technol Educ Holon,Tel Aviv Jaffa Municipal",,,,,,,,,"EDAN, YAEL/F-2112-2012; Berman, Sigal/F-1467-2012","Berman, Sigal/0000-0001-7717-7259; EDAN, YAEL/0000-0002-7430-8468",,,,,,,,,,,,,,,0-7803-5842-2,,,,2000,,,,,,,285,288,,10.1109/EEEI.2000.924396,http://dx.doi.org/10.1109/EEEI.2000.924396,,,,,,,,,,,,,WOS:000169088000058,View Full Record in Web of Science
C,"Wolf, P; Ropertz, T; Berns, K",,"Gusikhin, O; Madani, K",,"Wolf, Patrick; Ropertz, Thorsten; Berns, Karsten",,,Behavior-Based Obstacle Detection in Off-Road Environments Considering Data Quality,"INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS, ICINCO 2017",Lecture Notes in Electrical Engineering,,,,"14th International Conference on Informatics in Control, Automation and Robotics (ICINCO)","JUL 26-28, 2017","Madrid, SPAIN",,,,,,,,,,,"Wolf, Patrick/0000-0003-2740-7655",,,,,,,,,,,,,1876-1100,1876-1119,978-3-030-11292-9; 978-3-030-11291-2,,,,2020,495,,,,,,786,809,,10.1007/978-3-030-11292-9_39,http://dx.doi.org/10.1007/978-3-030-11292-9_39,,,,,,,,,,,,,WOS:000493283300039,View Full Record in Web of Science
J,"Sang, HQ; Wang, S; Tan, M; Zhang, ZG",,,,"Sang, HQ; Wang, S; Tan, M; Zhang, ZG",,,Research on patrol algorithm of multiple behavior-based robot fish,INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,,,,,14th International Offshore and Polar Engineering Conference (ISOPE 2004),"MAY 23-28, 2004","Toulon, FRANCE",Int Soc Offshore & Polar Engineers,,,,,,,,,"SANG, HAIQUAN/GQQ-6199-2022",,,,,,,,,,,,,,1053-5381,,,,,MAR,2005,15,1,,,,,1,6,,,,,,,,,,,,,,,,WOS:000227484000001,View Full Record in Web of Science
C,"Cheng, TT; Mahyuddin, MN",,,IEEE,"Cheng, Tan Tiong; Mahyuddin, Muhammad Nasiruddin",,,Implementation of Behaviour-Based Mobile Robot for Obstacle Avoidance Using a Single Ultrasonic Sensor,2009 CONFERENCE ON INNOVATIVE TECHNOLOGIES IN INTELLIGENT SYSTEMS AND INDUSTRIAL APPLICATIONS,,,,,Conference on Innovative Technologies in Intelligent Systems and Industrial Applications,"JUL 25-26, 2009","Kuala Lumpur, MALAYSIA",,,,,,,,,,"Mahyuddin, Muhammad Nasiruddin/D-1778-2015","Mahyuddin, Muhammad Nasiruddin/0000-0002-9955-3152",,,,,,,,,,,,,,,978-1-4244-2886-1,,,,2009,,,,,,,244,248,,,,,,,,,,,,,,,,WOS:000277386000049,View Full Record in Web of Science
C,"Nicolescu, M; Jenkins, OC; Stanhope, A",,,IEEE,"Nicolescu, Monica; Jenkins, Odest Chadwicke; Stanhope, Austin",,,Fusing robot behaviors for human-level tasks,2007 IEEE 6TH INTERNATIONAL CONFERENCE ON DEVELOPMENT AND LEARNING,IEEE International Conference on Development and Learning,,,,6th IEEE International Conference on Development Learning,"JUL 11-13, 2007","London, ENGLAND",IEEE,,,,,,,,,,,,,,,,,,,,,,,,,978-1-4244-1115-3,,,,2007,,,,,,,169,174,,,,,,,,,,,,,,,,WOS:000253369100030,View Full Record in Web of Science
C,"Ropertz, T; Wolf, P; Berns, K",,"Gusikhin, O; Madani, K",,"Ropertz, Thorsten; Wolf, Patrick; Berns, Karsten",,,Quality-Based Behavior-Based Control for Autonomous Robots in Rough Environments,"ICINCO: PROCEEDINGS OF THE 14TH INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS - VOL 1",,,,,"14th International Conference on Informatics in Control, Automation and Robotics (ICINCO)","JUL 26-28, 2017","Madrid, SPAIN",,,,,,,,,,,"Wolf, Patrick/0000-0003-2740-7655",,,,,,,,,,,,,,,978-989-758-304-9,,,,2017,,,,,,,513,524,,10.5220/0006481405130524,http://dx.doi.org/10.5220/0006481405130524,,,,,,,,,,,,,WOS:000668102200058,View Full Record in Web of Science
J,"Watanabe, K; Izumi, K; Maki, J; Fujimoto, K",,,,"Watanabe, K; Izumi, K; Maki, J; Fujimoto, K",,,A fuzzy behavior-based control for mobile robots using adaptive fusion units,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,,,,,,,,,,,,,,,,,,"Izumi, Kiyotaka/0000-0003-3602-3063",,,,,,,,,,,,,0921-0296,1573-0409,,,,JAN,2005,42,1,,,,,27,49,,10.1007/s10846-004-3025-4,http://dx.doi.org/10.1007/s10846-004-3025-4,,,,,,,,,,,,,WOS:000229506900002,View Full Record in Web of Science
J,"Kasper, M; Fricke, G; Steuernagel, K; von Puttkamer, E",,,,"Kasper, M; Fricke, G; Steuernagel, K; von Puttkamer, E",,,A behavior-based mobile robot architecture for Learning from Demonstration,ROBOTICS AND AUTONOMOUS SYSTEMS,,,,,EUROBOT 99 Workshop,"SEP 06-08, 1999","ZURICH, SWITZERLAND",,,,,,,,,,,,,,,,,,,,,,,,0921-8890,,,,,FEB 28,2001,34,2-3,,,,,153,164,,10.1016/S0921-8890(00)00119-6,http://dx.doi.org/10.1016/S0921-8890(00)00119-6,,,,,,,,,,,,,WOS:000168297700009,View Full Record in Web of Science
C,"Sequeira, J; Ribeiro, MI",,"Kozlowski, K",,"Sequeira, J; Ribeiro, MI",,,Hybrid control of a car-like robot,ROMOCO' 04: PROCEEDINGS OF THE FOURTH INTERNATIONAL WORKSHOP ON ROBOT MOTION AND CONTROL,,,,,4th International Workshop on Robot Motion and Control,"JUN 17-20, 2004","Puszczykowo, POLAND","Poznan Univ Technol, Inst Control & Syst Engn,IEEE Robot & Automat Soc, Poland Sect Chapter,IEEE Robot & Automat Soc",,,,,,,,,"Ribeiro, Isabel/A-8066-2009; Sequeira, Joao/F-9728-2010","Ribeiro, Isabel/0000-0001-6083-0290; Sequeira, Joao/0000-0002-6706-5365",,,,,,,,,,,,,,,83-7143-272-0,,,,2004,,,,,,,167,173,,,,,,,,,,,,,,,,WOS:000224597100025,View Full Record in Web of Science
J,"Li, W; Ma, CY; Wahl, FM",,,,"Li, W; Ma, CY; Wahl, FM",,,A neuro-fuzzy system architecture for behavior-based control of a mobile robot in unknown environments,FUZZY SETS AND SYSTEMS,,,,,,,,,,,,,,,,,"Wahl, Friedrich/Q-4009-2017",,,,,,,,,,,,,,0165-0114,,,,,APR 16,1997,87,2,,,,,133,140,,10.1016/S0165-0114(95)00015-1,http://dx.doi.org/10.1016/S0165-0114(95)00015-1,,,,,,,,,,,,,WOS:A1997WU77800001,View Full Record in Web of Science
C,"Shepherd, R; Mansoor, S",,"Gerhardt, LA",,"Shepherd, R; Mansoor, S",,,A simulation environment for bluetooth equipped mobile robots,Proceedings of the Sixth IASTED International Conference on Robotics and Applications,,,,,6th IASTED International Conference on Robotics and Applications,"OCT 31-NOV 02, 2005","Cambridge, MA",Int Assoc Sci & Technol Dev,,,,,,,,,,,,,,,,,,,,,,,,,0-88986-521-3,,,,2005,,,,,,,120,125,,,,,,,,,,,,,,,,WOS:000234646100020,View Full Record in Web of Science
C,"Werger, BB",,"Parker, LE; Bekey, G",,"Werger, BB",,,Ayllu: Distributed port-arbitrated behavior-based control,DISTRIBUTED AUTONOMOUS ROBOTIC SYSTEMS,,,,,5th International Symposium on Distributed Autonomous Robotic Systems (DARS 2000),"OCT 04-06, 2000","OAK RIDGE NATL LAB, KNOXVILLE, TN","Oak Ridge Natl Lab,USDOE, Engn Res Program, Off Basic Energy Sci,IEEE, Robot & Automat Soc,IEEE, Ind Electr Soc,Robot Soc Japan,Japan Soc Mech Engn,Soc Instrument & Control Engn Japan",OAK RIDGE NATL LAB,,,,,,,,,,,,,,,,,,,,,,,,4-431-70295-4,,,,2000,,,,,,,25,34,,,,,,,,,,,,,,,,WOS:000165613900003,View Full Record in Web of Science
C,"Chen, ZY; Chen, YC; Wang, YT",,,IEEE,"Chen, Zi-Yuan; Chen, Yu-Cheng; Wang, Yin-Tien",,,Image-based control of an autonomous robot with omnidirectional vision,2007 INTERNATIONAL SYMPOSIUM ON INDUSTRIAL EMBEDDED SYSTEMS,,,,,International Symposium on Industrial Embedded Systems,"JUN 04-06, 2007","Costa de Caparica, PORTUGAL",IEEE,,,,,,,,,"chen, yu-cheng/IQT-1648-2023; Wang, Yin-Tien/F-2830-2011","Wang, Yin-Tien/0000-0001-8900-9877",,,,,,,,,,,,,,,978-1-4244-0839-9,,,,2007,,,,,,,142,147,,10.1109/SIES.2007.4297328,http://dx.doi.org/10.1109/SIES.2007.4297328,,,,,,,,,,,,,WOS:000253868200021,View Full Record in Web of Science
C,"Djapic, V; Farrell, J; Dong, WJ",,,IEEE,"Djapic, Vladimir; Farrell, Jay; Dong, Wenjie",,,Unifying Behavior-Based Control Design and Hybrid Stability Theory,"2009 AMERICAN CONTROL CONFERENCE, VOLS 1-9",Proceedings of the American Control Conference,,,,American Control Conference 2009,"JUN 10-12, 2009","St Louis, MO",,,,,,,,,,"Farrell, Jay A./A-6887-2017","Farrell, Jay A./0000-0002-2077-8691; Djapic, Vladimir/0000-0002-8661-0269",,,,,,,,,,,,,0743-1619,,978-1-4244-4523-3,,,,2009,,,,,,,3650,+,,10.1109/ACC.2009.5160237,http://dx.doi.org/10.1109/ACC.2009.5160237,,,,,,,,,,,,,WOS:000270044901273,View Full Record in Web of Science
J,"Rosenblatt, J; Williams, S; Durrant-Whyte, H",,,,"Rosenblatt, J; Williams, S; Durrant-Whyte, H",,,A behavior-based architecture for autonomous underwater exploration,INFORMATION SCIENCES,,,,,,,,,,,,,,,,,"Williams, Stefan/AAE-4376-2020","Williams, Stefan/0000-0001-9416-5639",,,,,,,,,,,,,0020-0255,,,,,AUG,2002,145,1-2,,,,,69,87,PII S0020-0255(02)00224-4,10.1016/S0020-0255(02)00224-4,http://dx.doi.org/10.1016/S0020-0255(02)00224-4,,,,,,,,,,,,,WOS:000178952100004,View Full Record in Web of Science
J,"Dassanayake, P; Watanabe, K; Kiguchi, K; Izumi, K",,,,"Dassanayake, P; Watanabe, K; Kiguchi, K; Izumi, K",,,Robot manipulator task control with obstacle avoidance using fuzzy behavior-based strategy,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,,,,,,,,,,,,,,,,,,"Izumi, Kiyotaka/0000-0003-3602-3063",,,,,,,,,,,,,1064-1246,1875-8967,,,,,2001,10,3-4,,,,,139,158,,,,,,,,,,,,,,,,WOS:000179475900002,View Full Record in Web of Science
S,"Blum, SA",,"Crowley, J; Piater, JH; Vincze, M; Paletta, L",,"Blum, SA",,,From a CORBA-based software framework to a component-based system architecture for controlling a mobile robot,"COMPUTER VISION SYSTEMS, PROCEEDINGS",Lecture Notes in Computer Science,,,,3rd International Conference on Computer Vision Systems,"APR 01-03, 2003","GRAZ, AUSTRIA",,,,,,,,,,,,,,,,,,,,,,,,0302-9743,1611-3349,3-540-00921-3,,,,2003,2626,,,,,,333,344,,,,,,,,,,,,,,,,WOS:000183490200032,View Full Record in Web of Science
C,"Shim, BK; Hwang, WJ; Choi, KS; Thu, LX; Han, SH",,,IEEE,"Shim, Byoung-Kyun; Hwang, Won-Jun; Choi, Kyung-Sun; Le Xuan Thu; Han, Sung-Hyun",,,A Study on Real-Time Implementation of Obstacle Avoidance for Autonomous Travelling Robot,"2012 12TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS (ICCAS)",,,,,"12th International Conference on Control, Automation and Systems (ICCAS)","OCT 17-21, 2012","ICC, Jeju, SOUTH KOREA","IES,RA,CSS,SICE,ACA,AAI,CAA,ISA,CAC",ICC,,,,,,,,,,,,,,,,,,,,,,,,978-89-93215-04-5,,,,2012,,,,,,,1896,1899,,,,,,,,,,,,,,,,WOS:000346513400390,View Full Record in Web of Science
C,"Tieck, JCV; Rutschke, J; Kaiser, J; Schulze, M; Buettner, T; Reichard, D; Roennau, A; Dillmann, R",,,IEEE,"Tieck, J. Camilo Vasquez; Rutschke, Jacqueline; Kaiser, Jacques; Schulze, Martin; Buettner, Timothee; Reichard, Daniel; Roennau, Arne; Dillmann, Ruediger",,,Combining spiking motor primitives with a behaviour-based architecture to model locomotion for six-legged robots,2019 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"NOV 04-08, 2019","Macau, PEOPLES R CHINA","IEEE,RSJ",,,,,,,,,,"Roennau, Arne/0000-0002-6090-607X",,,,,,,,,,,,,2153-0858,,978-1-7281-4004-9,,,,2019,,,,,,,4161,4168,,10.1109/iros40897.2019.8968128,http://dx.doi.org/10.1109/iros40897.2019.8968128,,,,,,,,,,,,,WOS:000544658403059,View Full Record in Web of Science
J,"Izumi, K; Watanabe, K",,,,"Izumi, K; Watanabe, K",,,Fuzzy behavior-based control trained by module learning to acquire the adaptive behaviors of mobile robots,MATHEMATICS AND COMPUTERS IN SIMULATION,,,,,,,,,,,,,,,,,,"Izumi, Kiyotaka/0000-0003-3602-3063",,,,,,,,,,,,,0378-4754,,,,,JAN,2000,51,3-4,,,,,233,243,,10.1016/S0378-4754(99)00120-2,http://dx.doi.org/10.1016/S0378-4754(99)00120-2,,,,,,,,,,,,,WOS:000084223700009,View Full Record in Web of Science
J,"Park, JJ; Kim, JH; Song, JB",,,,"Park, Jung-Jun; Kim, Ji-Hun; Song, Jae-Bok",,,Path planning for a robot manipulator based on probabilistic roadmap and reinforcement learning,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,,,,,,,,,,,,,,,,,"Song, Jae-Bok/AAQ-5591-2021",,,,,,,,,,,,,,1598-6446,2005-4092,,,,DEC,2007,5,6,,,,,674,680,,,,,,,,,,,,,,,,WOS:000251245100008,View Full Record in Web of Science
C,"Hong, ML; Loo, KP",,"Zobel, R; Moeller, D",,"Hong, ML; Loo, KP",,,Simulation of flocking behaviour among situated mobile robots,"SIMULATION: PAST, PRESENT AND FUTURE",,,,,12th European Simulation Multiconference (ESM 98),"JUN 16-19, 1998","UNIV MANCHESTER, MANCHESTER, ENGLAND","Soc Comp Simulat Int,ASIM Arbeitsgemein Simulat,Syst Model Corp,Inst Elect Engineers,British Comp Soc,Chinese Assoc Syst Simulat,Czech & Slovak Simulat Council,Federat European Simulat Societies,Hungarian Simulat Soc,Japan Soc Simulat Technol,Latvian Simulat Soc,Polish Simulat Soc,Turkish Simulat Soc",UNIV MANCHESTER,,,,,,,,,,,,,,,,,,,,,,,,1-56555-148-6,,,,1998,,,,,,,395,399,,,,,,,,,,,,,,,,WOS:000088436400070,View Full Record in Web of Science
J,"Proetzsch, M; Luksch, T; Berns, K",,,,"Proetzsch, Martin; Luksch, Tobias; Berns, Karsten",,,Development of complex robotic systems using the behavior-based control architecture iB2C,ROBOTICS AND AUTONOMOUS SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0921-8890,,,,,JAN 31,2010,58,1,,,,,46,67,,10.1016/j.robot.2009.07.027,http://dx.doi.org/10.1016/j.robot.2009.07.027,,,,,,,,,,,,,WOS:000272968200006,View Full Record in Web of Science
C,"Haris, RA; Mutijarsa, KR; Adiprawita, W",,,IEEE,"Haris, Rahmad Az; Mutijarsa, Kusp Rasapta; Adiprawita, Widyawardana",,,Design And Implementation Map Building of Behavior-Based Architecture Using Active Object Computing Model,2014 IEEE 4TH INTERNATIONAL CONFERENCE ON SYSTEM ENGINEERING AND TECHNOLOGY (ICSET),International Conference on System Engineering and Technology,,,,International Conference on System Engineering and Technology (ICSET),"NOV 24-25, 2014","Bandung, INDONESIA","Inst Teknol Bandung,Univ Teknol Mara,IEE",,,,,,,,,"Adiprawita, Widyawardana/GPF-4167-2022","Maulani, Rijanti Rahaju/0000-0003-2237-5842",,,,,,,,,,,,,2470-640X,,978-1-4799-7189-3,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,WOS:000380450400028,View Full Record in Web of Science
C,"Su, MH; Lee, WP; Wang, JH",,,IEEE,"Su, MH; Lee, WP; Wang, JH",,,A user-oriented framework for the design and implementation of pet robots,"2004 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN & CYBERNETICS, VOLS 1-7","IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS, CONFERENCE PROCEEDINGS",,,,"IEEE International Conference on Systems, Man and Cybernetics","OCT 10-13, 2004","The Hague, NETHERLANDS",IEEE,,,,,,,,,,,,,,,,,,,,,,,1062-922X,,0-7803-8566-7,,,,2004,,,,,,,2936,2941,,,,,,,,,,,,,,,,WOS:000226863300492,View Full Record in Web of Science
J,"Gkournelos, C; Konstantinou, C; Makris, S",,,,"Gkournelos, Christos; Konstantinou, Christos; Makris, Sotiris",,,An LLM-based approach for enabling seamless Human-Robot collaboration in assembly,CIRP ANNALS-MANUFACTURING TECHNOLOGY,,,,,,,,,,,,,,,,,"Gkournelos, Christos/IXN-4835-2023; Makris, Sotirios/ADB-7760-2022","Gkournelos, Christos/0000-0001-6834-3075; Makris, Sotiris/0000-0001-9687-5925",,,,,,,,,,,,,0007-8506,1726-0604,,,,,2024,73,1,,,,,9,12,,10.1016/j.cirp.2024.04.002,http://dx.doi.org/10.1016/j.cirp.2024.04.002,,JUL 2024,,,,,,,,,,,WOS:001278246100001,View Full Record in Web of Science
C,"Proetzsch, M; Luksch, T; Berns, K",,"Hertzberg, J; Beetz, M; Englert, R",,"Proetzsch, Martin; Luksch, Tobias; Berns, Karsten",,,The behaviour-based control architecture iB2C for complex robotic systems,"KI 2007: ADVANCES IN ARTIFICIAL INTELLIGENCE, PROCEEDINGS",Lecture Notes in Artificial Intelligence,,,,30th Annual German Conference on Artificial Intelligence,"SEP 10-13, 2007","Osnabruck, GERMANY","Gesell Informat,Univ Osnabruck,Deutsch Telekom Lab,City Osnabruck,DFG,Springer,State Niedersachsen",,,,,,,,,,,,,,,,,,,,,,,0302-9743,,978-3-540-74564-8,,,,2007,4667,,,,,,494,+,,,,,,,,,,,,,,,,WOS:000250577800047,View Full Record in Web of Science
C,"Saudi, A; Sulaiman, J",,,IEEE,"Saudi, Azali; Sulaiman, Jumat",,,Robot Path Planning Using Laplacian Behaviour-Based Control (LBBC) via Half-Sweep SOR,"2013 INTERNATIONAL CONFERENCE ON TECHNOLOGICAL ADVANCES IN ELECTRICAL, ELECTRONICS AND COMPUTER ENGINEERING (TAEECE)",,,,,"International Conference on Technological Advances in Electrical, Electronics and Computer Engineering (TAEECE)","MAY 09-11, 2013","Mevlana Univ, Konya, TURKEY",,Mevlana Univ,,,,,,,,"Sulaiman, Jumat/AAV-1928-2021; Saudi, Azali/Q-1006-2018","Sulaiman, Jumat/0000-0002-9538-6588; Saudi, Azali/0000-0002-5025-4688",,,,,,,,,,,,,,,978-1-4673-5613-8; 978-1-4673-5612-1,,,,2013,,,,,,,424,429,,,,,,,,,,,,,,,,WOS:000325948700079,View Full Record in Web of Science
J,"Jerbic, B; Nikolic, G; Chudy, D; Svaco, M; Sekoranja, B",,,,"Jerbic, B.; Nikolic, G.; Chudy, D.; Svaco, M.; Sekoranja, B.",,,ROBOTIC APPLICATION IN NEUROSURGERY USING INTELLIGENT VISUAL AND HAPTIC INTERACTION,INTERNATIONAL JOURNAL OF SIMULATION MODELLING,,,,,,,,,,,,,,,,,"Jerbić, Bojan/ACJ-5813-2022; Svaco, Marko/O-1111-2015","Jerbic, Bojan/0000-0003-1811-5669; Svaco, Marko/0000-0002-6761-4336",,,,,,,,,,,,,1726-4529,1996-8566,,,,MAR,2015,14,1,,,,,71,84,,10.2507/IJSIMM14(1)7.290,http://dx.doi.org/10.2507/IJSIMM14(1)7.290,,,,,,,,,,,,,WOS:000351950800007,View Full Record in Web of Science
C,"Luiz, MD; Pastrana, MA; Aguiar, GADE; Costa, RB; Silva, LFRE",,"Chaimowicz, L; Patino-Escarcina, RE; Barrios-Aranibar, D",,"Luiz, Matheus de S.; Pastrana, M. A.; de Oliveira e Aguiar, Guilherme Achilles; Costa, R. B.; Rodrigues e Silva, Luiz F.",,,Behavior-Based Control with Learning from Demonstration for Path Following Applied to Mobile Robots Soccer,"2024 LATIN AMERICAN ROBOTICS SYMPOSIUM, LARS 2024",IEEE Latin American Robotics Symposium,,,,2024 Latin American Robotics Symposium,"NOV 11-14, 2024","Arequipa, PERU",,,,,,,,,,,,,,,,,,,,,,,,2639-1775,,979-8-3315-0881-4; 979-8-3315-0880-7,,,,2024,,,,,,,,,,10.1109/LARS64411.2024.10786392,http://dx.doi.org/10.1109/LARS64411.2024.10786392,,,,,,,,,,,,,WOS:001417239400002,View Full Record in Web of Science
C,"Przystalka, P; Adamczyk, M",,"Jablonski, R; Turkowski, M; Szewczyk, R",,"Przystalka, P.; Adamczyk, M.",,,EmAmigo framework for developing behavior-based control systems of inspection robots,RECENT ADVANCES IN MECHATRONICS,,,,,International Conference on Mechatronics,2007,"Warsaw Univ Technol, Warsaw, POLAND",,Warsaw Univ Technol,,,,,,,,"Przystalka, Piotr/J-8901-2019","Przystalka, Piotr/0000-0002-3412-4533",,,,,,,,,,,,,,,978-3-540-73955-5,,,,2007,,,,,,,37,+,,10.1007/978-3-540-73956-2_8,http://dx.doi.org/10.1007/978-3-540-73956-2_8,,,,,,,,,,,,,WOS:000251017700008,View Full Record in Web of Science
C,"Köpper, A; Berns, K",,"Aspragathos, NA; Koustoumpardis, PN; Moulianitis, VC",,"Koepper, Alexander; Berns, Karsten",,,Behavior-Based Local Path-Planning by Exploiting Inverse Kinematics on FPGA,"ADVANCES IN SERVICE AND INDUSTRIAL ROBOTICS, RAAD 2018",Mechanisms and Machine Science,,,,27th International Conference on Robotics in Alpe-Adria-Danube Region (RAAD),"JUN 06-08, 2018","Univ Patras, Patras, GREECE",,Univ Patras,,,,,,,,,,,,,,,,,,,,,,2211-0984,2211-0992,978-3-030-00232-9; 978-3-030-00231-2,,,,2019,67,,,,,,466,474,,10.1007/978-3-030-00232-9_49,http://dx.doi.org/10.1007/978-3-030-00232-9_49,,,,,,,,,,,,,WOS:000465020800049,View Full Record in Web of Science
C,"Ramachandran, S; Brée, DS",,,IEEE; IEEE; IEEE; IEEE,"Ramachandran, S; Brée, DS",,,Learning action selection in autonomous agents,"2001 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS, VOLS 1-5: E-SYSTEMS AND E-MAN FOR CYBERNETICS IN CYBERSPACE",IEEE International Conference on Systems Man and Cybernetics Conference Proceedings,,,,"IEEE International Conference on Systems, Man and Cybernetics (SMC)","OCT 07-10, 2001","TUCSON, AZ","IEEE,Raytheon",,,,,,,,,,,,,,,,,,,,,,,1062-922X,,0-7803-7087-2,,,,2002,,,,,,,3391,3396,,,,,,,,,,,,,,,,WOS:000177404200596,View Full Record in Web of Science
J,"Harper, CJ; Winfield, AFT",,,,"Harper, CJ; Winfield, AFT",,,A methodology for provably stable behaviour-based intelligent control,ROBOTICS AND AUTONOMOUS SYSTEMS,,,,,,,,,,,,,,,,,,"Winfield, Alan/0000-0002-1476-3127",,,,,,,,,,,,,0921-8890,,,,,JAN 31,2006,54,1,,,,,52,73,,10.1016/j.robot.2005.09.014,http://dx.doi.org/10.1016/j.robot.2005.09.014,,,,,,,,,,,,,WOS:000234795800005,View Full Record in Web of Science
C,"Izumi, K; Watanabe, K; Kiguchi, K",,"Asama, H; Inoue, H",,"Izumi, K; Watanabe, K; Kiguchi, K",,,Adaptive behavioral fusion of fuzzy behavior-based control for Khepera,INTELLIGENT AUTONOMOUS VEHICLES 2001,IFAC PROCEEDINGS SERIES,,,,4th IFAC Symposium on Intelligent Autonomous Vehicles (IAV 2001),"SEP 05-07, 2001","SAPPORO, JAPAN","Int Federat Automat Control,Intelligent Autonomous Vehicles TC,Aerospace, TVS,Intelligent Control Agr Automat,Marine Syst, TVM,Robotics, MIR,Hokkaido Prefecture,Sapporo City",,,,,,,,,,,,,,,,,,,,,,,,,0-08-043899-7,,,,2002,,,,,,,279,284,,,,,,,,,,,,,,,,WOS:000184044700046,View Full Record in Web of Science
C,"Kumile, CM; Tlale, NS",,"Gu, J; Liu, PX",,"Kumile, Christopher M.; Tlale, Nkgatho S.",,,Intelligent distributed fuzzy logic control system (IDFLCS) of a mecanum wheeled autonomous guided vehicle,"2005 IEEE International Conference on Mechatronics and Automations, Vols 1-4, Conference Proceedings",,,,,IEEE International Conference on Mechatronics Automation,"JUL 29-AUG 01, 2005","Niagara Falls, CANADA","IEEE Robot & Automat Soc,Harbin Engn Univ,Kagawa Univ,Univ Elect Sci & Technol China,Robot Soc Japan,Japan Soc Mech Engineers,Japan Soc Precis Engn",,,,,,,,,,,,,,,,,,,,,,,,,0-7803-9044-X,,,,2005,,,,,,,131,137,,,,,,,,,,,,,,,,WOS:000238860800023,View Full Record in Web of Science
C,"Joshi, MM; Zaveri, MA",,,IEEE,"Joshi, Maulin M.; Zaveri, Mukesh A.",,,Fuzzy Based Autonomous Robot Navigation System,2009 ANNUAL IEEE INDIA CONFERENCE (INDICON 2009),Annual IEEE India Conference,,,,2009 Annual IEEE India Conference,"DEC 18-20, 2009","Ahmedabad, INDIA","Council Sci & Ind Res (CSIR),Delhi Transco Ltd,GSPC,Gujarat Council Sci Tech,Indian Space Res Org (ISRO),Intel Corp,Hewlett Packard,ARM,Reliance,Power Transmission,Qualcomm,Cignex,einfochips,elite Core Tech,Mindtree,Eve,CoreEl Tech,Oil Nat Gas Corp,Scientech",,,,,,,,,"Joshi, Maulin/AAW-2136-2021; Zaveri, Mukesh/A-5271-2014",,,,,,,,,,,,,,2325-940X,,978-1-4244-4858-6,,,,2009,,,,,,,189,+,,,,,,,,,,,,,,,,WOS:000283472900046,View Full Record in Web of Science
