Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Manipulation Primitives — A Universal Interface between Sensor-Based Motion Control and Robot Programming,Robotic Systems for Handling and Assembly,,,,10.1007/978-3-642-16785-0_17,Torsten KrögerBernd FinkemeyerFriedrich M. Wahl,2010,https://link.springer.com/chapter/10.1007/978-3-642-16785-0_17,Chapter
