Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Rigo, A; Chen, YY; Gupta, SK; Nguyen, Q",,,IEEE,"Rigo, Alberto; Chen, Yiyu; Gupta, Satyandra K.; Nguyen, Quan",,,Contact Optimization for Non-Prehensile Loco-Manipulation via Hierarchical Model Predictive Control,2023 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA 2023),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 29-JUN 02, 2023","London, ENGLAND","IEEE,IEEE Robot & Automat Soc",,,,,,,,,"Nguyen, Quan/JMP-5630-2023",,,,,,,,,,,,,,1050-4729,2577-087X,979-8-3503-2365-8,,,,2023,,,,,,,9945,9951,,10.1109/ICRA48891.2023.10160507,http://dx.doi.org/10.1109/ICRA48891.2023.10160507,,,,,,,,,,,,,WOS:001048371102090,View Full Record in Web of Science
C,"Thompson, JA; Fearing, RS",,,IEEE; IEEE,"Thompson, JA; Fearing, RS",,,Automating microassembly with ortho-tweezers and force sensing,"IROS 2001: PROCEEDINGS OF THE 2001 IEEE/RJS INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-4: EXPANDING THE SOCIETAL ROLE OF ROBOTICS IN THE NEXT MILLENNIUM",,,,,IEEE Conference on Intelligent Robots and Systems (IROS 2001),"OCT 29-NOV 03, 2001","MAUI, HI","IEEE Ind Electr Soc,IEEE Robot & Automat Soc,Robot Soc Japan,Soc Instrument & Control Engineers",,,,,,,,,,"Fearing, Ronald/0000-0001-6242-5379",,,,,,,,,,,,,,,0-7803-6612-3,,,,2001,,,,,,,1327,1334,,,,,,,,,,,,,,,,WOS:000176593900212,View Full Record in Web of Science
C,"Finkemeyer, B; Kröger, T; Wahl, FM",,,IEEE,"Finkemeyer, Bernd; Kroeger, Torsten; Wahl, Friedrich M.",,,The Adaptive Selection Matrix-A Key Component for Sensor-Based Control of Robotic Manipulators,2010 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 03-08, 2010","Anchorage, AK",IEEE,,,,,,,,,"Wahl, Friedrich/Q-4009-2017",,,,,,,,,,,,,,1050-4729,2577-087X,978-1-4244-5040-4,,,,2010,,,,,,,3855,3862,,10.1109/ROBOT.2010.5509419,http://dx.doi.org/10.1109/ROBOT.2010.5509419,,,,,,,,,,,,,WOS:000284150002002,View Full Record in Web of Science
C,"Almeida, D; Ataer-Cansizoglu, E; Corcodel, R",,,IEEE,"Almeida, Diogo; Ataer-Cansizoglu, Esra; Corcodel, Radu",,,"Detection, Tracking and 3D Modeling of Objects with Sparse RGB-D SLAM and Interactive Perception",2019 IEEE-RAS 19TH INTERNATIONAL CONFERENCE ON HUMANOID ROBOTS (HUMANOIDS),IEEE-RAS International Conference on Humanoid Robots,,,,IEEE-RAS 19th International Conference on Humanoid Robots (Humanoids),"OCT 15-17, 2019","Toronto, CANADA","IEEE, RAS",,,,,,,,,,,,,,,,,,,,,,,2164-0572,,978-1-5386-7630-1,,,,2019,,,,,,,297,304,,10.1109/humanoids43949.2019.9035001,http://dx.doi.org/10.1109/humanoids43949.2019.9035001,,,,,,,,,,,,,WOS:000563479900037,View Full Record in Web of Science
C,"Fuentes, O; Nelson, RC",,,IEEE,"Fuentes, O; Nelson, RC",,,Learning dextrous manipulation skills using multisensory information,MF '96 - 1996 IEEE/SICE/RSJ INTERNATIONAL CONFERENCE ON MULTISENSOR FUSION AND INTEGRATION FOR INTELLIGENT SYSTEMS,,,,,1996 IEEE/SICE/RSJ International Conference on Multisensor Fusion and Integration for Intelligent Systems,"DEC 08-11, 1996","WASHINGTON, DC","IEEE Ind Electr Soc,IEEE Robot & Automat Soc,Soc Instrument & Control Engineers,Robot Soc Japan",,,,,,,,,,,,,,,,,,,,,,,,,0-7803-3700-X,,,,1996,,,,,,,342,348,,10.1109/MFI.1996.572199,http://dx.doi.org/10.1109/MFI.1996.572199,,,,,,,,,,,,,WOS:A1996BG88Y00046,View Full Record in Web of Science
J,"Fuentes, O; Nelson, RC",,,,"Fuentes, O; Nelson, RC",,,Learning dextrous manipulation skills for multifingered robot hands using the evolution strategy,AUTONOMOUS ROBOTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0929-5593,1573-7527,,,,,1998,5,3-4,,,,,395,405,,10.1023/A:1008822709073,http://dx.doi.org/10.1023/A:1008822709073,,,,,,,,,,,,,WOS:000075591600011,View Full Record in Web of Science
C,"Rilk, M; Kubus, D; Wahl, FM; Eichhorn, KWG; Wagner, I; Bootz, F",,,IEEE,"Rilk, Markus; Kubus, Daniel; Wahl, Friedrich M.; Eichhorn, Klaus W. G.; Wagner, Ingo; Bootz, Friedrich",,,Demonstration of a Prototype for Robot Assisted Endoscopic Sinus Surgery,2010 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 03-08, 2010","Anchorage, AK",IEEE,,,,,,,,,"Wahl, Friedrich/Q-4009-2017; Wagner, Ingo/GPK-5051-2022",,,,,,,,,,,,,,1050-4729,2577-087X,978-1-4244-5040-4,,,,2010,,,,,,,1090,+,,10.1109/ROBOT.2010.5509388,http://dx.doi.org/10.1109/ROBOT.2010.5509388,,,,,,,,,,,,,WOS:000284150001119,View Full Record in Web of Science
C,"Goller, T; Völz, A; Graichen, K",,,IEEE,"Goller, Tim; Voelz, Andreas; Graichen, Knut",,,A Programming by Demonstration Approach for Robotic Manipulation with Model Predictive Interaction Control,"2024 IEEE CONFERENCE ON CONTROL TECHNOLOGY AND APPLICATIONS, CCTA 2024",Control Technology and Applications,,,,IEEE Conference on Control Technology and Applications (CCTA),"AUG 21-23, 2024","Newcastle upon Tyne, ENGLAND",IEEE,,,,,,,,,,,,,,,,,,,,,,,2768-0762,,979-8-3503-7095-9; 979-8-3503-7094-2,,,,2024,,,,,,,799,804,,10.1109/CCTA60707.2024.10666568,http://dx.doi.org/10.1109/CCTA60707.2024.10666568,,,,,,,,,,,,,WOS:001342631000119,View Full Record in Web of Science
C,"Kröger, T; Finkemeyer, B; Wahl, FM",,,IEEE,"Kröger, T; Finkemeyer, B; Wahl, FM",,,A task frame formalism for practical implementations,"2004 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, VOLS 1- 5, PROCEEDINGS",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation,"APR 26-MAY 01, 2004","New Orleans, LA","IEEE Robot & Automat Soc,IEEE",,,,,,,,,"Wahl, Friedrich/Q-4009-2017",,,,,,,,,,,,,,1050-4729,2577-087X,0-7803-8232-3,,,,2004,,,,,,,5218,5223,,10.1109/ROBOT.2004.1302546,http://dx.doi.org/10.1109/ROBOT.2004.1302546,,,,,,,,,,,,,WOS:000221794800841,View Full Record in Web of Science
S,"Kornuta, T; Winiarski, T; Zielinski, C",,"Szewczyk, R; Zielinski, C; Kaliczynska, M",,"Kornuta, Tomasz; Winiarski, Tomasz; Zielinski, Cezary",,,Specification of Abstract Robot Skills in Terms of Control System Behaviours,"PROGRESS IN AUTOMATION, ROBOTICS AND MEASURING TECHNIQUES: VOL 2 ROBOTICS",Advances in Intelligent Systems and Computing,,,,,,,,,,,,,,,,"Winiarski, Tomasz/U-9236-2019; Kornuta, Tomasz/G-1844-2011; Zielinski, Cezary/F-3842-2015","Winiarski, Tomasz/0000-0002-9316-3284; Kornuta, Tomasz/0000-0002-5173-2696; Zielinski, Cezary/0000-0001-7604-8834",,,,,,,,,,,,,2194-5357,,978-3-319-15847-1,,,,2015,351,,,,,,139,152,,10.1007/978-3-319-15847-1_14,http://dx.doi.org/10.1007/978-3-319-15847-1_14,10.1007/978-3-319-15847-1,,,,,,,,,,,,WOS:000400259000015,View Full Record in Web of Science
C,"Cruciani, S; Smith, C; Kragic, D; Hang, KY","Kosecka, J","Maciejewski, AA; Okamura, A; Bicchi, A; Stachniss, C; Song, DZ; Lee, DH; Chaumette, F; Ding, H; Li, JS; Wen, J; Roberts, J; Masamune, K; Chong, NY; Amato, N; Tsagwarakis, N; Rocco, P; Asfour, T; Chung, WK; Yasuyoshi, Y; Sun, Y; Maciekeski, T; Althoefer, K; AndradeCetto, J; Chung, WK; Demircan, E; Dias, J; Fraisse, P; Gross, R; Harada, H; Hasegawa, Y; Hayashibe, M; Kiguchi, K; Kim, K; Kroeger, T; Li, Y; Ma, S; Mochiyama, H; Monje, CA; Rekleitis, I; Roberts, R; Stulp, F; Tsai, CHD; Zollo, L",,"Cruciani, Silvia; Smith, Christian; Kragic, Danica; Hang, Kaiyu","Kosecka, J",,Dexterous Manipulation Graphs,2018 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),IEEE International Conference on Intelligent Robots and Systems,,,,25th IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"OCT 01-05, 2018","Madrid, SPAIN","IEEE Robot & Automat Soc,IEEE Ind Elect Soc,Robot Soc Japan,Soc Instrument & Control Engineers,New Technol Fdn,IEEE,Adept MobileRobots,Willow Garage,Aldebaran Robot,Natl Instruments,Reflexxes GmbH,Schunk Intec S L U,Univ Carlos III Madrid,BOSCH,JD COM,Pal Robot,KUKA,Santander,Squirrel AI Learning,Baidu,Generat Robots,KINOVA Robot,Ouster,Univ Pablo Olavide Sevilla,Rapyuta Robot,SICK,TOYOTA,UP,Amazon,ARGO,Built Robot,Disney Res,Easy Mile,Hitachi,Robot,Khalifa Univ,Magazino,MathWorks,New Dexterity,Schunk,nuTonomy,PILZ,Prophesee,Rootnik,Saga Robot,Shadow,Soft Bank Robot,Anyverse,GalTech,Generat Robot,IEEE CAA Journal Automatica Sinica,Sci Robot, AAAS,TERAS",,,,,,,,,"Smith, Christian/C-5228-2013",,,,,,,,,,,,,,2153-0858,,978-1-5386-8094-0,,,,2018,,,,,,,2040,2047,,,,,,,,,,,,,,,,WOS:000458872702017,View Full Record in Web of Science
C,"Li, TG; Srinivasan, K; Meng, MQH; Yuan, WZ; Bohg, J",,,IEEE,"Li, Tingguang; Srinivasan, Krishnan; Meng, Max Qing-Hu; Yuan, Wenzhen; Bohg, Jeannette",,,Learning Hierarchical Control for Robust In-Hand Manipulation,2020 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 31-JUN 15, 2020",ELECTR NETWORK,IEEE,,,,,,,,,"Bohg, Jeannette/AAD-4010-2019; meng, meng/GWZ-7461-2022","Bohg, Jeannette/0000-0002-4921-7193; Srinivasan, Krishnan/0000-0002-0692-1332",,,,,,,,,,,,,1050-4729,2577-087X,978-1-7281-7395-5,,,,2020,,,,,,,8855,8862,,10.1109/icra40945.2020.9197343,http://dx.doi.org/10.1109/icra40945.2020.9197343,,,,,,,,,,,,,WOS:000712319505116,View Full Record in Web of Science
C,"Nasiriany, S; Liu, HH; Zhu, YK",,,IEEE,"Nasiriany, Soroush; Liu, Huihan; Zhu, Yuke",,,Augmenting Reinforcement Learning with Behavior Primitives for Diverse Manipulation Tasks,"2022 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, ICRA 2022",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 23-27, 2022","Philadelphia, PA","IEEE,IEEE Robot & Automat Soc",,,,,,,,,,,,,,,,,,,,,,,1050-4729,2577-087X,978-1-7281-9681-7,,,,2022,,,,,,,7477,7484,,10.1109/ICRA46639.2022.9812140,http://dx.doi.org/10.1109/ICRA46639.2022.9812140,,,,,,,,,,,,,WOS:000941277600119,View Full Record in Web of Science
C,"Calli, B; Dollar, AM",,,IEEE,"Calli, Berk; Dollar, Aaron M.",,,Vision-based Precision Manipulation with Underactuated Hands: Simple and Effective Solutions for Dexterity,2016 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS 2016),,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"OCT 09-14, 2016","Daejeon, SOUTH KOREA","IEEE,RSJ",,,,,,,,,"Calli, Berk/AAI-2099-2019","Dollar, Aaron/0000-0002-2409-4668; Calli, Berk/0000-0003-0742-5231",,,,,,,,,,,,,,,978-1-5090-3762-9,,,,2016,,,,,,,1012,1018,,,,,,,,,,,,,,,,WOS:000391921701027,View Full Record in Web of Science
J,"Kondo, M; Ueda, J; Ogasawara, T",,,,"Kondo, Masahiro; Ueda, Jun; Ogasawara, Tsukasa",,,Recognition of in-hand manipulation using contact state transition for multifingered robot hand control,ROBOTICS AND AUTONOMOUS SYSTEMS,,,,,6th IEEE/RAS International Conference on Humanoid Robots,"DEC 04-06, 2006","Genoa, ITALY","IEEE,RAS",,,,,,,,,"Ueda, Jun/AAX-9704-2020","Ogasawara, Tsukasa/0000-0001-9767-6039",,,,,,,,,,,,,0921-8890,1872-793X,,,,JAN 31,2008,56,1,,,,,66,81,,10.1016/j.robot.2007.09.018,http://dx.doi.org/10.1016/j.robot.2007.09.018,,,,,,,,,,,,,WOS:000252938300007,View Full Record in Web of Science
C,"Bertoncelli, F; Ruggiero, F; Sabattini, L",,,IEEE,"Bertoncelli, Filippo; Ruggiero, Fabio; Sabattini, Lorenzo",,,Characterization of Grasp Configurations for Multi-Robot Object Pushing,2021 INTERNATIONAL SYMPOSIUM ON MULTI-ROBOT AND MULTI-AGENT SYSTEMS (MRS),,,,,International Symposium on Multi-Robot and Multi-Agent Systems (MRS),"NOV 04-05, 2021","Univ Cambridge, Cambridge, ENGLAND",,Univ Cambridge,,,,,,,,,,,,,,,,,,,,,,,,978-1-6654-2926-9,,,,2021,,,,,,,38,46,,10.1109/MRS50823.2021.9620678,http://dx.doi.org/10.1109/MRS50823.2021.9620678,,,,,,,,,,,,,WOS:000766390100005,View Full Record in Web of Science
C,"Dermy, O; Charpillet, F; Ivaldi, S",,"Ficuciello, F; Ruggiero, F; Finzi, A",,"Dermy, Oriane; Charpillet, Francois; Ivaldi, Serena",,,Multi-modal Intention Prediction with Probabilistic Movement Primitives,HUMAN FRIENDLY ROBOTICS,Springer Proceedings in Advanced Robotics,,,,10th International Workshop on Human Friendly Robotics (HFR),"NOV 06-07, 2017","Naples, ITALY","Interdepartmental Center for Advances in Robotic Surgery,Consorzio Ric Energia, Automazione Tecnologie Elettromagnetismo Consortium,Dipartimento Ingn Elettrica & Tecnologie Informazione,Spar",,,,,,,,,"Charpillet, François/S-3367-2018",,,,,,,,,,,,,,2511-1256,2511-1264,978-3-319-89327-3; 978-3-319-89326-6,,,,2019,7,,,,,,181,196,,10.1007/978-3-319-89327-3_14,http://dx.doi.org/10.1007/978-3-319-89327-3_14,,,,,,,,,,,,,WOS:000455354000014,View Full Record in Web of Science
C,"Garcia-Camacho, I; Longhini, A; Welle, M; Alenyà, G; Kragic, D; Borràs, J",,,IEEE,"Garcia-Camacho, Irene; Longhini, Alberta; Welle, Michael; Alenya, Guillem; Kragic, Danica; Borras, Julia",,,Standardization of Cloth Objects and its Relevance in Robotic Manipulation,"2024 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, ICRA 2024",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 13-17, 2024","Yokohama, JAPAN","IEEE,IEEE Robot & Automat Soc",,,,,,,,,"Alenyà, Guillem/A-5087-2010",,,,,,,,,,,,,,1050-4729,2577-087X,979-8-3503-8458-1; 979-8-3503-8457-4,,,,2024,,,,,,,8298,8304,,10.1109/ICRA57147.2024.10610630,http://dx.doi.org/10.1109/ICRA57147.2024.10610630,,,,,,,,,,,,,WOS:001294576206015,View Full Record in Web of Science
J,"Ju, ZJ; Liu, HH",,,,"Ju, Zhaojie; Liu, Honghai",,,Human Hand Motion Analysis With Multisensory Information,IEEE-ASME TRANSACTIONS ON MECHATRONICS,,,,,,,,,,,,,,,,,"Ju, Zhaojie/AAA-5872-2019","Liu, Honghai/0000-0002-2880-4698; Ju, Zhaojie/0000-0002-9524-7609",,,,,,,,,,,,,1083-4435,1941-014X,,,,APR,2014,19,2,,,,,456,466,,10.1109/TMECH.2013.2240312,http://dx.doi.org/10.1109/TMECH.2013.2240312,,,,,,,,,,,,,WOS:000332010400006,View Full Record in Web of Science
S,"Li, Z; Fritsch, J; Wachsmuth, S; Sagerer, G",,"Franke, K; Muller, KR; Nickolay, B; Schafer, R",,"Li, Zhe; Fritsch, Jannik; Wachsmuth, Sven; Sagerer, Gerhard",,,An object-oriented approach using a top-down and bottom-up process for manipulative action recognition,"PATTERN RECOGNITION, PROCEEDINGS",Lecture Notes in Computer Science,,,,28th Annual Symposium of the German-Association-for-Pattern-Recognition,"SEP 12-14, 2006","Fraunhofer Inst IPK, Berlin, GERMANY","German Assoc Pattern Recognit,Fraunhofer Inst HHI,Fraunhofer Inst FIRST",Fraunhofer Inst IPK,,,,,,,,,"Wachsmuth, Sven/0000-0001-5371-7214",,,,,,,,,,,,,0302-9743,1611-3349,3-540-44412-2,,,,2006,4174,,,,,,212,221,,,,,,,,,,,,,,,,WOS:000241486800022,View Full Record in Web of Science
J,"Jin, SY; Lian, WZ; Wang, CH; Tomizuka, M; Schaal, S",,,,"Jin, Shiyu; Lian, Wenzhao; Wang, Changhao; Tomizuka, Masayoshi; Schaal, Stefan",,,Robotic Cable Routing with Spatial Representation,IEEE ROBOTICS AND AUTOMATION LETTERS,,,,,,,,,,,,,,,,,"Jin, Shiyu/HZJ-6997-2023","Jin, Shiyu/0000-0002-6475-5942; Tomizuka, Masayoshi/0000-0003-0206-6639; Schaal, Stefan/0000-0001-5660-1874; Lian, Wenzhao/0000-0002-0995-8229",,,,,,,,,,,,,2377-3766,,,,,APR,2022,7,2,,,,,5687,5694,,10.1109/LRA.2022.3158377,http://dx.doi.org/10.1109/LRA.2022.3158377,,,,,,,,,,,,,WOS:000773242600005,View Full Record in Web of Science
J,"Zhou, XY; Zhang, JH; Yang, BC; Ma, XL; Fu, H; Cai, SB; Bao, GJ",,,,"Zhou, Xuanyi; Zhang, Jianhua; Yang, Bangchu; Ma, Xiaolong; Fu, Hao; Cai, Shibo; Bao, Guanjun",,,A Semi-Autonomous Hierarchical Control Framework for Prosthetic Hands Inspired by Dual Streams of Human,BIOMIMETICS,,,,,,,,,,,,,,,,,"ZHOU, Xuanyi/N-1033-2015; Zhang, Jianhua/AAM-2770-2020; Ma, Xiaolong/ABC-9088-2021","Zhou, Xuanyi/0000-0001-9584-9426; Bao, Guanjun/0000-0002-7184-3510; XiaoLong, Ma/0000-0002-6666-6775",,,,,,,,,,,,,,2313-7673,,,,JAN,2024,9,1,,,,,,,62,10.3390/biomimetics9010062,http://dx.doi.org/10.3390/biomimetics9010062,,,,,,,,38275458,,,,,WOS:001149209000001,View Full Record in Web of Science
J,"Kim, CH; Seo, J",,,,"Kim, Chung Hee; Seo, Jungwon",,,Shallow-Depth Insertion: Peg in Shallow Hole Through Robotic In-Hand Manipulation,IEEE ROBOTICS AND AUTOMATION LETTERS,,,,,,,,,,,,,,,,,"seo, jungwon/LDG-5487-2024","Kim, Chung Hee/0000-0001-7710-5984",,,,,,,,,,,,,2377-3766,,,,,APR,2019,4,2,,,,,383,390,,10.1109/LRA.2018.2890449,http://dx.doi.org/10.1109/LRA.2018.2890449,,,,,,,,,,,,,WOS:000456652300015,View Full Record in Web of Science
C,"Berscheid, L; Meissner, P; Kröger, T",,,IEEE,"Berscheid, Lars; Meissner, Pascal; Kroger, Torsten",,,Robot Learning of Shifting Objects for Grasping in Cluttered Environments,2019 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"NOV 04-08, 2019","Macau, PEOPLES R CHINA","IEEE,RSJ",,,,,,,,,,"Berscheid, Lars/0000-0003-1129-8407; Meissner, Pascal/0000-0002-7918-1566",,,,,,,,,,,,,2153-0858,,978-1-7281-4004-9,,,,2019,,,,,,,612,618,,10.1109/iros40897.2019.8968042,http://dx.doi.org/10.1109/iros40897.2019.8968042,,,,,,,,,,,,,WOS:000544658400068,View Full Record in Web of Science
J,"Borras, J; Alenya, G; Torras, C",,,,"Borras, Julia; Alenya, Guillem; Torras, Carme",,,A Grasping-Centered Analysis for Cloth Manipulation,IEEE TRANSACTIONS ON ROBOTICS,,,,,,,,,,,,,,,,,"Alenya, Guillem/ABH-1090-2020; Torras, Carme/M-1794-2014; Alenya, Guillem/A-5087-2010; Borras Sol, Julia/B-2652-2017","Torras, Carme/0000-0002-2933-398X; Alenya, Guillem/0000-0002-6018-154X; Borras Sol, Julia/0000-0002-1662-2037",,,,,,,,,,,,,1552-3098,1941-0468,,,,JUN,2020,36,3,,,,,924,936,,10.1109/TRO.2020.2986921,http://dx.doi.org/10.1109/TRO.2020.2986921,,,,,,,,,,,,,WOS:000543027200022,View Full Record in Web of Science
C,"Gallenberger, D; Bhattacharjee, T; Kim, Y; Srinivasa, SS",,,IEEE,"Gallenberger, Daniel; Bhattacharjee, Tapomayukh; Kim, Youngsun; Srinivasa, Siddhartha S.",,,Transfer depends on Acquisition: Analyzing Manipulation Strategies for Robotic Feeding,HRI '19: 2019 14TH ACM/IEEE INTERNATIONAL CONFERENCE ON HUMAN-ROBOT INTERACTION,ACM IEEE International Conference on Human-Robot Interaction,,,,14th ACM/IEEE International Conference on Human-Robot Interaction (HRI),"MAR 11-14, 2019","Daegu, SOUTH KOREA","Assoc Comp Machinery,IEEE,IEEE Robot & Automat Soc,ACM SIGCHI,ACM SIGAI,AAAI,Korea Tourism Org,Daegu Convent & Visitors Bur,ColorfulDaegu",,,,,,,,,,"Bhattacharjee, Tapomayukh/0000-0001-9457-5726",,,,,,,,,,,,,2167-2121,2167-2148,978-1-5386-8555-6,,,,2019,,,,,,,267,276,,10.1109/hri.2019.8673309,http://dx.doi.org/10.1109/hri.2019.8673309,,,,,,,,,,,,,WOS:000467295400034,View Full Record in Web of Science
C,"Berscheid, L; Meissner, P; Kröger, T",,,IEEE,"Berscheid, Lars; Meissner, Pascal; Kroeger, Torsten",,,Learning a Generative Transition Model for Uncertainty-Aware Robotic Manipulation,2021 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),IEEE International Conference on Intelligent Robots and Systems,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"SEP 27-OCT 01, 2021",ELECTR NETWORK,"IEEE,RSJ",,,,,,,,,,"Berscheid, Lars/0000-0003-1129-8407; Meissner, Pascal/0000-0002-7918-1566",,,,,,,,,,,,,2153-0858,,978-1-6654-1714-3,,,,2021,,,,,,,4670,4677,,10.1109/IROS51168.2021.9636623,http://dx.doi.org/10.1109/IROS51168.2021.9636623,,,,,,,,,,,,,WOS:000755125503103,View Full Record in Web of Science
J,"Yamaguchi, N; Hasegawa, S; Murooka, M; Okada, K; Inaba, M",,,,"Yamaguchi, Naoya; Hasegawa, Shun; Murooka, Masaki; Okada, Kei; Inaba, Masayuki",,,Selective grasp in occluded space by all-around proximity perceptible finger,ROBOTICS AND AUTONOMOUS SYSTEMS,,,,,,,,,,,,,,,,,"Murooka, Masaki/AAL-4097-2020; Hasegawa, Shun/GRJ-7015-2022",,,,,,,,,,,,,,0921-8890,1872-793X,,,,MAY,2020,127,,,,,,,,103464,10.1016/j.robot.2020.103464,http://dx.doi.org/10.1016/j.robot.2020.103464,,,,,,,,,,,,,WOS:000524384100009,View Full Record in Web of Science
J,"Maass, J; Molkenstruck, S; Thomas, U; Hesselbach, J; Wahl, F",,,,"Maass, Jochen; Molkenstruck, Sven; Thomas, Ulrike; Hesselbach, Juergen; Wahl, Friedrich",,,Definition and execution of a generic assembly programming paradigm,ASSEMBLY AUTOMATION,,,,,,,,,,,,,,,,,"Wahl, Friedrich/Q-4009-2017","Maass, Jochen/0000-0003-4988-8285",,,,,,,,,,,,,0144-5154,,,,,,2008,28,1,,,,,61,68,,10.1108/01445150810849028,http://dx.doi.org/10.1108/01445150810849028,,,,,,,,,,,,,WOS:000253895800015,View Full Record in Web of Science
C,"Vasilopoulos, V; Kantaros, Y; Pappas, GJ; Koditschek, DE",,,IEEE,"Vasilopoulos, Vasileios; Kantaros, Yiannis; Pappas, George J.; Koditschek, Daniel E.",,,Reactive Planning for Mobile Manipulation Tasks in Unexplored Semantic Environments,2021 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA 2021),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 30-JUN 05, 2021","Xian, PEOPLES R CHINA","IEEE,IEEE Robot & Automat Soc,So Univ Sci & Technol,Harbin Inst Technol,Xian Jiaotong Univ,Univ Toronto,Nat Sci & Engn Res Council Canada,Chinese Univ Hong Kong,DJI,Biomimet Intelligence & Robot,Toyota Res Inst,Baidu,Mech Mind Robot Technologies,Facebook AI,Nokov,Manycore,Franka Emika,Zhejiang Univ, Huzhou Inst,Jing Tian,ATI Ind Automat,Amber,Direct Drive Tech,Inceptio,Flexiv,Deeproute AI,Unitree,Waymo,Kuka,Pudu Robot,Deep Robot,Nvidia,MathWorks",,,,,,,,,"Vasilopoulos, Vasileios/AAH-2242-2020; Pappas, George/J-5774-2016","Pappas, George/0000-0001-9081-0637",,,,,,,,,,,,,1050-4729,2577-087X,978-1-7281-9077-8,,,,2021,,,,,,,6385,6392,,10.1109/ICRA48506.2021.9561958,http://dx.doi.org/10.1109/ICRA48506.2021.9561958,,,,,,,,,,,,,WOS:000765738804112,View Full Record in Web of Science
J,"Rojas, N; Ma, RR; Dollar, AM",,,,"Rojas, Nicolas; Ma, Raymond R.; Dollar, Aaron M.",,,The GR2 Gripper: An Underactuated Hand for Open-Loop In-Hand Planar Manipulation,IEEE TRANSACTIONS ON ROBOTICS,,,,,,,,,,,,,,,,,,"Dollar, Aaron/0000-0002-2409-4668",,,,,,,,,,,,,1552-3098,1941-0468,,,,JUN,2016,32,3,,,,,763,770,,10.1109/TRO.2016.2562122,http://dx.doi.org/10.1109/TRO.2016.2562122,,,,,,,,,,,,,WOS:000378528900023,View Full Record in Web of Science
